"pop","method","rep","idx1","idx2","idx3","idx4","idx5","idx6","idx7","idx8","idx9","idx10","idx11","idx12","idx13","idx14","idx15","idx16"
"swiss_eq_fake_N=100","wave",24,7,14,17,31,38,41,53,55,57,62,71,76,81,92,93,99
"swiss_eq_fake_N=100","wave",25,4,8,11,26,28,33,34,39,46,52,64,73,83,87,93,96
"swiss_eq_fake_N=100","wave",26,12,26,29,31,39,40,43,47,48,50,53,59,70,74,75,98
"swiss_eq_fake_N=100","wave",27,24,27,31,39,45,46,48,52,53,54,59,63,65,72,89,91
"swiss_eq_fake_N=100","wave",28,21,40,41,43,45,48,50,66,69,73,82,83,88,96,99,100
"swiss_eq_fake_N=100","wave",29,1,4,25,26,27,33,34,59,65,68,70,71,72,89,93,97
"swiss_eq_fake_N=100","wave",30,5,9,20,21,30,48,52,56,60,61,63,64,65,77,85,89
"swiss_eq_fake_N=100","wave",31,5,13,18,19,33,40,43,58,66,73,75,80,81,91,93,100
"swiss_eq_fake_N=100","wave",32,5,10,13,19,23,32,40,58,61,64,66,73,80,81,95,100
"swiss_eq_fake_N=100","wave",33,1,7,11,17,19,24,25,27,42,46,52,71,85,88,94,100
"swiss_eq_fake_N=100","wave",34,6,17,18,23,26,43,55,58,59,62,70,77,87,88,90,98
"swiss_eq_fake_N=100","wave",35,3,7,8,11,28,35,36,38,49,50,54,62,63,69,79,94
"swiss_eq_fake_N=100","wave",36,1,2,4,13,14,25,47,51,56,59,66,83,85,88,89,94
"swiss_eq_fake_N=100","wave",37,3,4,7,8,10,42,61,62,63,64,65,77,78,79,87,93
"swiss_eq_fake_N=100","wave",38,1,5,6,13,16,24,35,51,59,63,68,69,82,86,94,96
"swiss_eq_fake_N=100","wave",39,9,11,13,14,15,18,32,49,64,65,66,72,74,81,83,99
"swiss_eq_fake_N=100","wave",40,1,6,34,38,45,57,59,63,67,68,69,72,75,82,94,96
"swiss_eq_fake_N=100","wave",41,5,8,22,25,26,31,42,47,60,62,73,87,90,91,97,98
"swiss_eq_fake_N=100","wave",42,18,20,22,26,30,35,36,37,43,47,48,50,84,94,98,100
"swiss_eq_fake_N=100","wave",43,2,3,6,9,15,16,17,21,27,43,54,56,59,63,69,81
"swiss_eq_fake_N=100","wave",44,5,7,18,24,31,33,36,37,42,60,74,76,81,84,93,98
"swiss_eq_fake_N=100","wave",45,2,5,10,12,13,14,15,33,66,69,75,80,81,82,84,86
"swiss_eq_fake_N=100","wave",46,5,9,13,14,15,16,19,32,35,63,64,66,80,81,82,91
"swiss_eq_fake_N=100","wave",47,1,3,6,8,18,28,29,49,53,59,74,78,79,86,93,96
"swiss_eq_fake_N=100","wave",48,3,14,27,31,32,48,65,70,71,74,78,82,84,86,95,99
"swiss_eq_fake_N=100","wave",49,2,16,18,21,22,37,43,48,50,55,56,57,80,83,84,92
"swiss_eq_fake_N=100","wave",50,3,7,8,17,22,31,39,41,46,47,55,76,82,90,91,99
"swiss_eq_fake_N=100","wave",51,9,12,15,17,30,33,37,41,50,68,69,73,86,92,96,99
"swiss_eq_fake_N=100","wave",52,1,3,6,10,23,27,29,39,49,51,74,78,80,86,90,95
"swiss_eq_fake_N=100","wave",53,7,17,31,34,61,62,63,65,69,70,79,82,87,91,92,94
"swiss_eq_fake_N=100","wave",54,1,6,7,20,27,30,31,34,44,47,48,69,72,88,91,94
"swiss_eq_fake_N=100","wave",55,4,6,8,13,22,26,28,36,40,61,65,85,89,94,99,100
"swiss_eq_fake_N=100","wave",56,1,6,22,29,30,31,33,39,42,47,52,60,75,78,86,87
"swiss_eq_fake_N=100","wave",57,9,13,14,33,34,51,64,65,66,67,68,71,73,80,83,93
"swiss_eq_fake_N=100","wave",58,1,17,23,25,51,52,53,54,55,61,65,77,87,89,92,97
"swiss_eq_fake_N=100","wave",59,6,7,9,15,19,33,36,50,57,60,64,75,81,88,99,100
"swiss_eq_fake_N=100","wave",60,5,17,20,30,37,38,41,44,53,58,63,67,82,84,91,100
"swiss_eq_fake_N=100","wave",61,5,16,22,28,30,36,42,44,61,62,65,67,74,82,95,97
"swiss_eq_fake_N=100","wave",62,3,4,8,16,20,34,46,58,60,65,67,68,71,83,88,91
"swiss_eq_fake_N=100","wave",63,4,6,7,20,21,22,27,29,34,47,58,61,66,70,84,100
"swiss_eq_fake_N=100","wave",64,3,4,14,17,23,31,51,54,61,63,71,76,79,89,94,99
"swiss_eq_fake_N=100","wave",65,9,10,14,16,30,34,51,68,73,76,80,83,86,88,94,98
"swiss_eq_fake_N=100","wave",66,4,7,11,13,16,19,34,46,51,66,71,76,77,83,88,94
"swiss_eq_fake_N=100","wave",67,4,5,8,9,11,14,21,24,31,34,35,71,82,89,98,99
"swiss_eq_fake_N=100","wave",68,2,30,33,38,39,41,42,46,64,67,76,78,87,88,91,92
"swiss_eq_fake_N=100","wave",69,5,10,13,32,35,40,49,50,58,59,64,66,73,81,86,93
"swiss_eq_fake_N=100","wave",70,3,5,11,12,21,35,38,39,40,43,48,69,70,77,82,91
"swiss_eq_fake_N=100","wave",71,9,14,15,18,30,32,38,56,60,74,75,77,78,82,87,95
"swiss_eq_fake_N=100","wave",72,14,19,20,24,27,28,31,35,42,44,45,84,85,88,90,91
"swiss_eq_fake_N=100","wave",73,1,8,19,32,35,41,48,55,57,71,77,78,92,93,97,99
"swiss_eq_fake_N=100","wave",74,6,10,12,19,32,45,48,49,50,61,62,64,66,79,80,89
"swiss_eq_fake_N=100","wave",75,12,13,14,18,21,29,34,43,48,49,56,59,66,74,81,84
"swiss_eq_fake_N=100","wave",76,3,6,9,10,19,21,29,34,59,61,70,72,76,89,95,100
"swiss_eq_fake_N=100","wave",77,1,3,11,16,19,25,32,46,47,64,70,71,77,83,85,95
"swiss_eq_fake_N=100","wave",78,3,7,10,13,19,31,39,46,51,71,72,75,76,78,95,99
"swiss_eq_fake_N=100","wave",79,3,9,12,27,30,31,36,48,54,55,61,65,78,90,97,99
"swiss_eq_fake_N=100","wave",80,9,14,15,22,24,29,31,52,60,65,74,81,83,85,87,90
"swiss_eq_fake_N=100","wave",81,1,3,10,17,19,22,27,31,33,39,42,45,46,59,85,89
"swiss_eq_fake_N=100","wave",82,18,22,26,30,33,36,41,46,49,52,55,58,78,80,81,89
"swiss_eq_fake_N=100","wave",83,2,3,8,10,12,20,32,38,54,55,62,69,75,76,78,97
"swiss_eq_fake_N=100","wave",84,10,19,25,51,53,54,57,61,62,63,77,78,79,87,89,92
"swiss_eq_fake_N=100","wave",85,1,2,4,6,7,20,25,33,36,41,47,55,57,64,92,93
"swiss_eq_fake_N=100","wave",86,9,10,18,33,34,40,51,57,72,74,82,86,92,98,99,100
"swiss_eq_fake_N=100","wave",87,3,4,7,8,14,17,21,23,31,38,39,76,79,88,91,99
"swiss_eq_fake_N=100","wave",88,11,14,17,30,33,44,51,64,68,76,79,84,86,93,96,99
"swiss_eq_fake_N=100","wave",89,24,29,34,36,43,46,47,52,53,58,60,68,70,81,83,88
"swiss_eq_fake_N=100","wave",90,11,13,17,31,37,38,48,50,53,66,71,73,81,84,89,93
"swiss_eq_fake_N=100","wave",91,1,4,8,14,17,24,28,36,42,49,52,65,85,88,89,94
"swiss_eq_fake_N=100","wave",92,5,10,13,19,26,28,32,49,61,73,80,81,82,84,89,95
"swiss_eq_fake_N=100","wave",93,1,4,12,16,21,29,30,37,42,43,47,56,60,74,78,98
"swiss_eq_fake_N=100","wave",94,1,5,6,12,23,25,36,51,54,57,65,68,75,80,90,92
"swiss_eq_fake_N=100","wave",95,1,4,7,13,16,17,26,34,41,47,51,59,77,88,94,97
"swiss_eq_fake_N=100","wave",96,1,7,13,18,20,22,31,34,36,39,41,51,53,82,83,97
"swiss_eq_fake_N=100","wave",97,18,19,28,36,37,39,42,49,59,66,74,81,83,85,90,95
"swiss_eq_fake_N=100","wave",98,1,2,10,14,16,19,20,24,25,32,51,52,55,64,83,93
"swiss_eq_fake_N=100","wave",99,1,7,13,14,17,19,21,30,31,34,48,61,63,71,92,93
"swiss_eq_fake_N=100","wave",100,2,5,10,13,28,33,43,46,49,66,69,75,80,84,88,92
"swiss_eq_fake_N=100","wave",101,1,7,10,11,16,17,25,51,63,66,68,69,79,82,94,97
"swiss_eq_fake_N=100","wave",102,6,7,31,48,52,54,57,60,62,65,74,79,85,91,94,95
"swiss_eq_fake_N=100","wave",103,19,23,35,36,46,55,58,59,63,64,65,70,90,92,98,100
"swiss_eq_fake_N=100","wave",104,9,14,15,38,53,54,56,57,60,63,67,71,74,75,78,87
"swiss_eq_fake_N=100","wave",105,1,7,10,19,22,25,30,42,60,73,74,85,94,97,98,100
"swiss_eq_fake_N=100","wave",106,1,2,6,15,25,27,30,44,47,59,61,78,86,88,90,91
"swiss_eq_fake_N=100","wave",107,1,5,6,22,25,41,42,43,47,49,51,66,80,82,91,94
"swiss_eq_fake_N=100","wave",108,1,7,20,25,30,42,44,47,52,53,54,72,74,77,85,97
"swiss_eq_fake_N=100","wave",109,26,31,35,38,39,41,46,51,55,57,71,73,76,85,87,95
"swiss_eq_fake_N=100","wave",110,1,17,28,38,45,52,59,65,66,71,79,85,88,90,97,100
"swiss_eq_fake_N=100","wave",111,4,5,7,10,21,23,30,40,48,60,61,65,77,87,88,98
"swiss_eq_fake_N=100","wave",112,1,17,20,30,33,36,39,44,47,48,54,79,85,88,89,97
"swiss_eq_fake_N=100","wave",113,2,4,8,14,27,38,48,57,59,62,78,89,91,92,94,95
"swiss_eq_fake_N=100","wave",114,8,11,13,24,25,26,31,34,38,71,74,83,87,90,95,97
"swiss_eq_fake_N=100","wave",115,10,18,19,20,42,46,49,51,58,61,66,73,79,85,90,95
"swiss_eq_fake_N=100","wave",116,2,7,20,27,30,31,38,44,54,55,62,69,72,91,94,97
"swiss_eq_fake_N=100","wave",117,1,22,33,36,48,49,53,57,60,61,65,78,79,86,93,97
"swiss_eq_fake_N=100","wave",118,6,10,26,30,33,34,42,43,49,52,59,64,73,83,84,93
"swiss_eq_fake_N=100","wave",119,24,29,37,50,51,52,55,60,74,75,76,86,87,94,95,96
"swiss_eq_fake_N=100","wave",120,6,30,34,38,48,49,52,62,71,73,82,83,90,92,95,99
"swiss_eq_fake_N=100","wave",121,28,32,36,37,42,45,60,64,65,66,78,84,86,87,93,98
"swiss_eq_fake_N=100","wave",122,1,3,16,28,32,35,38,42,45,50,54,59,63,69,91,98
"swiss_eq_fake_N=100","wave",123,17,18,19,26,30,34,40,49,52,58,59,62,88,90,91,98
"swiss_eq_fake_N=100","wave",124,1,3,17,25,32,46,47,51,56,59,75,77,79,82,86,95
"swiss_eq_fake_N=100","wave",125,3,32,35,39,45,46,49,50,59,64,65,76,79,91,93,98
"swiss_eq_fake_N=100","wave",126,7,14,15,20,27,30,38,44,62,71,72,74,77,82,90,95
"swiss_eq_fake_N=100","wave",127,18,20,21,22,25,26,34,56,61,62,70,72,77,79,89,97
"swiss_eq_fake_N=100","wave",128,1,4,11,21,22,25,42,46,52,65,66,77,83,85,87,89
"swiss_eq_fake_N=100","wave",129,1,19,22,31,32,39,41,42,46,57,71,73,78,82,87,92
"swiss_eq_fake_N=100","wave",130,12,17,18,29,30,32,33,40,41,44,50,58,86,96,99,100
"swiss_eq_fake_N=100","wave",131,9,17,20,31,42,47,52,53,54,57,60,61,67,85,86,97
"swiss_eq_fake_N=100","wave",132,17,23,32,40,52,55,58,64,68,73,75,80,81,86,92,96
"swiss_eq_fake_N=100","wave",133,5,13,16,21,29,40,43,48,66,68,69,75,80,81,88,96
"swiss_eq_fake_N=100","wave",134,13,16,19,20,24,25,34,51,60,62,67,71,77,83,95,97
"swiss_eq_fake_N=100","wave",135,6,17,23,31,44,45,47,53,54,55,61,62,67,73,76,87
"swiss_eq_fake_N=100","wave",136,9,12,17,19,29,30,32,34,40,49,51,52,61,64,80,96
"swiss_eq_fake_N=100","wave",137,2,17,18,19,20,22,26,32,37,48,55,56,70,75,82,84
"swiss_eq_fake_N=100","wave",138,8,9,11,15,16,26,35,37,47,53,56,67,77,78,82,98
"swiss_eq_fake_N=100","wave",139,14,18,20,27,32,42,57,61,78,81,84,86,88,91,92,100
"swiss_eq_fake_N=100","wave",140,5,8,26,33,35,36,37,58,60,68,69,86,93,96,98,99
"swiss_eq_fake_N=100","wave",141,3,7,8,15,20,39,40,53,54,63,65,74,77,79,85,91
"swiss_eq_fake_N=100","wave",142,28,33,39,43,46,49,66,69,73,75,78,79,80,81,93,96
"swiss_eq_fake_N=100","wave",143,6,21,23,24,28,34,43,49,52,54,59,62,69,70,83,91
"swiss_eq_fake_N=100","wave",144,3,19,29,46,51,60,61,76,78,79,90,93,95,96,99,100
"swiss_eq_fake_N=100","wave",145,7,15,35,38,44,50,54,56,59,62,63,70,71,94,98,100
"swiss_eq_fake_N=100","wave",146,3,4,7,8,11,21,22,28,31,35,36,46,47,50,62,79
"swiss_eq_fake_N=100","wave",147,3,7,8,14,17,31,38,41,50,58,71,73,80,84,88,90
"swiss_eq_fake_N=100","wave",148,1,3,7,10,20,39,45,53,63,72,74,77,82,94,97,98
"swiss_eq_fake_N=100","wave",149,1,5,6,29,30,41,48,63,69,70,86,87,92,93,94,96
"swiss_eq_fake_N=100","wave",150,4,7,9,11,12,16,21,26,34,45,52,54,68,83,96,97
"swiss_eq_fake_N=100","wave",151,1,4,5,7,13,20,31,38,44,48,61,88,91,92,94,97
"swiss_eq_fake_N=100","wave",152,4,20,27,39,46,54,57,63,74,76,85,89,91,92,94,100
"swiss_eq_fake_N=100","wave",153,3,7,8,9,10,11,12,19,35,49,64,73,79,85,94,97
"swiss_eq_fake_N=100","wave",154,1,6,12,18,25,29,33,45,49,56,59,74,78,89,92,98
"swiss_eq_fake_N=100","wave",155,5,24,41,42,45,46,52,58,60,65,77,87,90,91,93,95
"swiss_eq_fake_N=100","wave",156,2,5,12,20,30,38,40,44,48,53,56,67,71,75,82,98
"swiss_eq_fake_N=100","wave",157,3,9,20,21,31,51,53,65,67,73,75,78,79,91,93,97
"swiss_eq_fake_N=100","wave",158,1,4,7,21,25,26,34,47,51,52,59,63,68,83,88,97
"swiss_eq_fake_N=100","wave",159,13,20,30,34,38,44,46,48,61,64,72,79,90,91,93,100
"swiss_eq_fake_N=100","wave",160,1,3,4,21,35,36,39,45,46,60,65,67,68,79,85,95
"swiss_eq_fake_N=100","wave",161,2,9,24,31,34,38,45,52,53,54,59,67,71,79,83,97
"swiss_eq_fake_N=100","wave",162,2,7,8,9,14,15,16,18,19,21,22,36,57,60,83,85
"swiss_eq_fake_N=100","wave",163,2,3,6,8,11,21,43,48,53,62,64,78,79,87,93,96
"swiss_eq_fake_N=100","wave",164,9,10,15,19,30,31,37,63,67,69,74,78,80,82,92,98
"swiss_eq_fake_N=100","wave",165,5,9,14,15,23,26,41,47,53,54,63,67,70,74,77,99
"swiss_eq_fake_N=100","wave",166,28,29,37,41,43,49,50,66,69,70,74,80,84,88,94,96
"swiss_eq_fake_N=100","wave",167,1,3,6,11,23,25,31,35,38,51,53,54,63,67,79,99
"swiss_eq_fake_N=100","wave",168,1,2,31,38,39,42,45,57,60,69,71,75,78,93,97,99
"swiss_eq_fake_N=100","wave",169,9,10,12,15,19,24,37,45,52,60,68,69,75,78,82,94
"swiss_eq_fake_N=100","wave",170,16,18,24,33,34,40,42,47,52,56,58,74,80,81,83,89
"swiss_eq_fake_N=100","wave",171,6,21,26,29,35,43,47,50,58,59,62,70,82,95,98,100
"swiss_eq_fake_N=100","wave",172,12,29,35,39,40,42,45,50,59,66,68,76,86,90,96,98
"swiss_eq_fake_N=100","wave",173,21,22,26,28,39,46,61,62,65,67,68,70,72,85,91,98
"swiss_eq_fake_N=100","wave",174,3,4,8,9,13,15,16,22,27,32,47,74,77,78,80,97
"swiss_eq_fake_N=100","wave",175,1,2,7,16,19,25,26,29,45,56,78,80,94,95,97,98
"swiss_eq_fake_N=100","wave",176,2,5,9,10,14,19,20,30,33,48,52,60,61,64,67,93
"swiss_eq_fake_N=100","wave",177,4,5,7,12,17,21,41,47,48,54,57,62,77,87,92,97
"swiss_eq_fake_N=100","wave",178,4,11,17,22,27,32,37,42,49,57,62,65,73,76,85,91
"swiss_eq_fake_N=100","wave",179,9,12,20,29,37,42,45,56,67,69,75,76,78,92,98,100
"swiss_eq_fake_N=100","wave",180,9,12,17,20,24,31,34,37,38,43,51,52,53,60,71,82
"swiss_eq_fake_N=100","wave",181,2,13,16,37,50,53,54,56,58,63,65,66,75,81,84,89
"swiss_eq_fake_N=100","wave",182,4,10,12,15,20,21,27,49,50,57,60,62,71,74,81,89
"swiss_eq_fake_N=100","wave",183,14,16,38,44,50,51,55,57,62,63,68,71,75,80,90,93
"swiss_eq_fake_N=100","wave",184,2,9,22,41,47,51,53,55,56,57,72,78,86,92,97,99
"swiss_eq_fake_N=100","wave",185,10,11,19,22,31,35,46,50,51,52,53,66,67,73,76,79
"swiss_eq_fake_N=100","wave",186,1,2,3,8,14,20,25,29,38,55,56,69,75,78,88,94
"swiss_eq_fake_N=100","wave",187,5,11,14,19,21,22,48,66,70,71,74,77,82,84,89,99
"swiss_eq_fake_N=100","wave",188,4,7,24,29,31,35,39,46,51,60,72,76,79,88,94,96
"swiss_eq_fake_N=100","wave",189,3,6,8,12,16,21,28,43,50,54,59,62,69,74,96,98
"swiss_eq_fake_N=100","wave",190,1,6,18,25,27,30,42,44,49,50,56,67,73,74,82,95
"swiss_eq_fake_N=100","wave",191,2,9,11,13,21,22,29,46,51,56,65,66,83,85,87,89
"swiss_eq_fake_N=100","wave",192,1,11,15,23,24,25,33,47,52,54,74,77,81,83,86,87
"swiss_eq_fake_N=100","wave",193,16,17,18,25,27,33,42,46,54,59,66,76,77,85,86,91
"swiss_eq_fake_N=100","wave",194,1,3,4,14,17,23,25,32,41,47,51,54,55,56,77,99
"swiss_eq_fake_N=100","wave",195,4,7,12,20,26,30,33,35,42,46,50,58,65,71,98,100
"swiss_eq_fake_N=100","wave",196,2,5,10,16,28,38,44,59,63,64,70,75,84,85,89,94
"swiss_eq_fake_N=100","wave",197,3,6,18,21,27,35,36,42,43,45,59,62,76,78,88,100
"swiss_eq_fake_N=100","wave",198,14,20,31,38,39,42,60,66,71,73,76,81,83,85,90,95
"swiss_eq_fake_N=100","wave",199,4,7,8,9,10,52,54,55,63,68,72,75,80,92,94,97
"swiss_eq_fake_N=100","wave",200,2,26,31,38,40,50,53,54,55,58,59,67,70,71,75,93
"swiss_eq_fake_N=100","wave",201,19,27,28,36,44,54,62,63,69,70,74,78,80,94,96,100
"swiss_eq_fake_N=100","wave",202,4,15,22,24,39,40,45,56,60,65,77,83,85,87,89,94
"swiss_eq_fake_N=100","wave",203,17,19,22,32,39,45,46,48,56,60,61,66,73,79,85,100
"swiss_eq_fake_N=100","wave",204,9,14,15,16,17,23,24,41,44,51,53,64,77,79,86,96
"swiss_eq_fake_N=100","wave",205,4,7,21,28,31,35,36,38,45,50,62,66,79,80,88,97
"swiss_eq_fake_N=100","wave",206,9,14,18,26,33,34,54,56,60,61,70,72,76,77,89,99
"swiss_eq_fake_N=100","wave",207,3,10,13,15,22,31,32,38,39,40,50,51,59,73,76,83
"swiss_eq_fake_N=100","wave",208,1,6,25,27,32,36,42,47,54,57,60,63,69,74,85,87
"swiss_eq_fake_N=100","wave",209,4,24,29,34,40,45,58,60,63,68,83,89,93,94,96,98
"swiss_eq_fake_N=100","wave",210,5,18,28,40,41,54,56,57,63,74,81,82,90,91,92,99
"swiss_eq_fake_N=100","wave",211,5,10,14,33,44,54,58,68,69,70,75,81,84,89,93,99
"swiss_eq_fake_N=100","wave",212,7,11,17,28,31,38,46,50,54,55,63,69,70,91,92,94
"swiss_eq_fake_N=100","wave",213,1,5,6,13,25,47,51,53,56,59,61,63,66,67,77,82
"swiss_eq_fake_N=100","wave",214,13,19,29,31,34,37,41,51,58,63,66,74,84,90,96,99
"swiss_eq_fake_N=100","wave",215,1,2,5,7,11,19,24,29,33,39,42,46,56,57,82,99
"swiss_eq_fake_N=100","wave",216,5,21,23,24,40,45,48,52,56,60,61,65,71,77,93,99
"swiss_eq_fake_N=100","wave",217,12,21,35,37,38,45,48,50,64,66,67,80,84,96,98,100
"swiss_eq_fake_N=100","wave",218,11,12,17,24,27,34,40,43,49,58,65,69,70,92,94,99
"swiss_eq_fake_N=100","wave",219,2,9,11,12,13,26,31,34,37,44,47,53,67,81,82,83
"swiss_eq_fake_N=100","wave",220,3,6,7,21,27,28,42,45,49,50,56,59,62,65,71,95
"swiss_eq_fake_N=100","wave",221,1,6,24,25,27,29,34,51,52,65,68,72,80,90,92,95
"swiss_eq_fake_N=100","wave",222,5,6,11,13,16,18,22,32,35,48,66,81,82,84,86,91
"swiss_eq_fake_N=100","wave",223,1,3,6,17,34,38,41,51,53,63,67,71,77,79,93,99
"swiss_eq_fake_N=100","wave",224,21,26,29,40,43,57,58,61,78,79,81,93,95,96,99,100
"swiss_eq_fake_N=100","wave",225,1,4,7,10,21,22,26,39,51,52,55,59,68,82,83,97
"swiss_eq_fake_N=100","wave",226,6,7,22,39,42,47,57,60,61,72,76,79,85,87,90,100
"swiss_eq_fake_N=100","wave",227,4,40,55,57,58,68,71,72,74,75,81,88,89,92,94,99
"swiss_eq_fake_N=100","wave",228,5,14,26,29,43,60,62,63,68,69,70,75,76,85,94,96
"swiss_eq_fake_N=100","wave",229,1,2,6,11,16,18,24,25,32,42,45,52,56,83,85,88
"swiss_eq_fake_N=100","wave",230,28,29,33,35,39,42,46,50,66,68,69,86,88,96,98,99
"swiss_eq_fake_N=100","wave",231,10,15,19,21,24,39,40,51,52,59,63,64,67,68,83,85
"swiss_eq_fake_N=100","wave",232,5,20,28,30,32,36,38,42,44,62,75,82,86,95,97,100
"swiss_eq_fake_N=100","wave",233,3,7,16,28,35,45,47,50,54,59,62,63,69,77,94,98
"swiss_eq_fake_N=100","wave",234,18,20,32,45,48,61,62,66,69,74,76,77,78,85,88,98
"swiss_eq_fake_N=100","wave",235,1,2,3,4,5,15,16,25,36,41,65,70,82,90,95,97
"swiss_eq_fake_N=100","wave",236,1,3,6,12,28,34,41,43,47,53,70,77,82,83,87,94
"swiss_eq_fake_N=100","wave",237,16,21,23,27,40,43,44,55,58,59,69,70,74,78,88,96
"swiss_eq_fake_N=100","wave",238,10,14,19,26,35,41,48,70,73,79,82,84,89,94,95,100
"swiss_eq_fake_N=100","wave",239,3,6,8,17,18,27,28,36,42,49,59,62,85,86,90,95
"swiss_eq_fake_N=100","wave",240,3,11,18,22,39,46,49,53,72,74,76,79,81,85,89,91
"swiss_eq_fake_N=100","wave",241,4,7,20,34,38,39,44,46,48,53,70,71,83,94,98,100
"swiss_eq_fake_N=100","wave",242,1,4,15,22,23,25,27,32,45,57,60,77,78,87,91,97
"swiss_eq_fake_N=100","wave",243,2,8,29,44,48,53,61,64,78,79,87,89,93,94,96,97
"swiss_eq_fake_N=100","wave",244,12,14,18,29,30,33,39,41,44,55,56,76,78,86,99,100
"swiss_eq_fake_N=100","wave",245,9,15,24,32,37,43,50,52,54,63,68,69,81,83,96,99
"swiss_eq_fake_N=100","wave",246,11,12,19,23,26,30,36,39,46,47,48,49,74,79,90,95
"swiss_eq_fake_N=100","wave",247,5,12,26,29,39,40,41,43,60,67,69,70,76,77,87,96
"swiss_eq_fake_N=100","wave",248,1,5,14,17,22,27,32,36,38,42,57,60,61,81,82,87
"swiss_eq_fake_N=100","wave",249,3,8,34,38,39,41,42,44,46,53,56,67,71,93,99,100
"swiss_eq_fake_N=100","wave",250,13,15,18,29,37,50,56,66,67,68,75,80,81,84,86,95
"swiss_eq_fake_N=100","wave",251,22,23,31,33,37,41,55,57,65,74,76,78,84,87,90,91
"swiss_eq_fake_N=100","wave",252,1,6,12,20,35,38,39,44,45,60,71,78,79,82,90,100
"swiss_eq_fake_N=100","wave",253,16,26,34,40,42,43,52,58,60,68,69,81,82,83,94,96
"swiss_eq_fake_N=100","wave",254,3,4,7,10,13,14,28,54,59,62,63,68,70,83,85,94
"swiss_eq_fake_N=100","wave",255,2,4,6,7,21,22,42,45,47,56,57,60,62,83,85,99
"swiss_eq_fake_N=100","wave",256,4,10,17,23,25,26,32,40,42,51,60,64,77,84,98,99
"swiss_eq_fake_N=100","wave",257,21,22,23,26,29,39,46,56,61,65,70,76,78,79,80,89
"swiss_eq_fake_N=100","wave",258,3,9,10,13,15,19,23,35,40,49,59,63,64,73,81,90
"swiss_eq_fake_N=100","wave",259,1,16,25,34,38,51,57,63,68,71,80,83,90,92,93,97
"swiss_eq_fake_N=100","wave",260,18,25,41,42,45,57,61,67,76,78,82,86,87,91,95,97
"swiss_eq_fake_N=100","wave",261,1,19,33,39,45,55,57,61,64,67,73,78,91,92,97,99
"swiss_eq_fake_N=100","wave",262,3,14,23,41,47,53,55,64,70,76,78,84,89,93,99,100
"swiss_eq_fake_N=100","wave",263,20,28,30,31,41,42,44,45,46,63,67,69,71,72,74,82
"swiss_eq_fake_N=100","wave",264,1,7,11,22,25,31,38,42,46,52,66,73,83,85,90,91
"swiss_eq_fake_N=100","wave",265,4,7,22,24,52,55,56,58,60,61,62,72,77,81,87,94
"swiss_eq_fake_N=100","wave",266,3,4,7,8,9,11,14,15,21,22,23,27,36,49,65,74
