pop,method,rep,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8
swiss_uneq_fake_N=100,wave,59,7,10,14,18,28,43,66,75
swiss_uneq_fake_N=100,wave,60,8,27,47,67,76,80,85,86
swiss_uneq_fake_N=100,wave,61,31,65,66,75,76,88,89,90
swiss_uneq_fake_N=100,wave,62,10,14,18,50,59,66,67,89
swiss_uneq_fake_N=100,wave,63,5,7,10,18,20,21,43,66
swiss_uneq_fake_N=100,wave,64,3,7,10,14,16,17,18,45
swiss_uneq_fake_N=100,wave,65,7,20,21,66,71,75,81,89
swiss_uneq_fake_N=100,wave,66,4,8,10,14,23,60,65,89
swiss_uneq_fake_N=100,wave,67,4,9,10,23,66,67,83,99
swiss_uneq_fake_N=100,wave,68,4,10,18,20,23,52,81,89
swiss_uneq_fake_N=100,wave,69,4,7,11,23,42,43,66,84
swiss_uneq_fake_N=100,wave,70,7,10,21,43,50,66,80,88
swiss_uneq_fake_N=100,wave,71,2,10,11,18,66,76,88,89
swiss_uneq_fake_N=100,wave,72,35,42,43,44,62,65,67,88
swiss_uneq_fake_N=100,wave,73,31,42,46,60,65,71,89,90
swiss_uneq_fake_N=100,wave,74,5,7,10,18,43,45,75,97
swiss_uneq_fake_N=100,wave,75,7,10,11,18,21,45,85,89
swiss_uneq_fake_N=100,wave,76,10,11,14,18,31,43,67,81
swiss_uneq_fake_N=100,wave,77,7,10,42,46,59,66,89,90
swiss_uneq_fake_N=100,wave,78,3,7,8,17,43,46,65,87
swiss_uneq_fake_N=100,wave,79,7,8,20,27,65,77,88,90
swiss_uneq_fake_N=100,wave,80,2,10,18,34,43,66,67,80
swiss_uneq_fake_N=100,wave,81,10,11,18,23,43,46,67,81
swiss_uneq_fake_N=100,wave,82,7,12,20,42,43,65,66,90
swiss_uneq_fake_N=100,wave,83,25,31,47,66,67,75,86,88
swiss_uneq_fake_N=100,wave,84,14,64,66,83,87,89,90,96
swiss_uneq_fake_N=100,wave,85,6,60,65,77,81,83,89,90
swiss_uneq_fake_N=100,wave,86,7,9,10,18,20,43,45,72
swiss_uneq_fake_N=100,wave,87,2,7,10,43,65,80,85,98
swiss_uneq_fake_N=100,wave,88,7,31,35,42,43,65,66,88
swiss_uneq_fake_N=100,wave,89,10,11,14,17,18,21,70,89
swiss_uneq_fake_N=100,wave,90,10,11,18,34,43,45,66,67
swiss_uneq_fake_N=100,wave,91,14,47,67,81,82,86,87,98
swiss_uneq_fake_N=100,wave,92,7,18,31,45,75,76,89,90
swiss_uneq_fake_N=100,wave,93,27,28,47,66,67,69,74,97
swiss_uneq_fake_N=100,wave,94,31,42,43,62,65,66,67,75
swiss_uneq_fake_N=100,wave,95,8,10,18,43,60,67,83,97
swiss_uneq_fake_N=100,wave,96,7,8,10,11,14,18,43,72
swiss_uneq_fake_N=100,wave,97,4,7,10,20,62,66,83,89
swiss_uneq_fake_N=100,wave,98,7,10,18,21,35,42,43,66
swiss_uneq_fake_N=100,wave,99,7,10,20,66,76,83,89,90
swiss_uneq_fake_N=100,wave,100,5,10,18,20,43,62,66,67
swiss_uneq_fake_N=100,wave,101,10,18,41,43,45,60,67,93
swiss_uneq_fake_N=100,wave,102,10,17,22,45,47,67,86,99
swiss_uneq_fake_N=100,wave,103,2,11,47,66,76,88,89,90
swiss_uneq_fake_N=100,wave,104,7,43,65,66,75,76,77,88
swiss_uneq_fake_N=100,wave,105,4,7,9,23,43,45,65,66
swiss_uneq_fake_N=100,wave,106,4,7,35,52,62,65,88,89
swiss_uneq_fake_N=100,wave,107,7,8,10,11,18,46,85,90
swiss_uneq_fake_N=100,wave,108,7,9,18,43,56,83,92,99
swiss_uneq_fake_N=100,wave,109,7,10,18,46,66,75,88,89
swiss_uneq_fake_N=100,wave,110,5,37,54,65,66,77,89,90
swiss_uneq_fake_N=100,wave,111,11,14,23,45,65,77,89,90
swiss_uneq_fake_N=100,wave,112,20,31,65,70,76,85,89,90
swiss_uneq_fake_N=100,wave,113,4,11,42,46,66,71,89,96
swiss_uneq_fake_N=100,wave,114,12,31,35,42,43,65,66,67
swiss_uneq_fake_N=100,wave,115,20,38,64,67,76,77,83,86
swiss_uneq_fake_N=100,wave,116,2,8,43,47,60,67,77,95
swiss_uneq_fake_N=100,wave,117,7,10,14,23,35,42,66,67
swiss_uneq_fake_N=100,wave,118,7,10,63,65,66,73,75,89
swiss_uneq_fake_N=100,wave,119,4,12,20,65,66,67,81,83
swiss_uneq_fake_N=100,wave,120,7,8,60,71,76,83,89,95
swiss_uneq_fake_N=100,wave,121,7,10,18,20,43,66,76,83
swiss_uneq_fake_N=100,wave,122,7,10,17,20,66,76,89,90
swiss_uneq_fake_N=100,wave,123,7,8,10,18,43,60,76,83
swiss_uneq_fake_N=100,wave,124,7,27,65,66,77,88,90,99
swiss_uneq_fake_N=100,wave,125,11,65,66,75,76,88,89,94
swiss_uneq_fake_N=100,wave,126,7,26,27,43,54,62,65,77
swiss_uneq_fake_N=100,wave,127,5,7,10,18,20,21,43,66
swiss_uneq_fake_N=100,wave,128,10,18,42,43,66,67,75,76
swiss_uneq_fake_N=100,wave,129,14,23,28,31,65,66,67,75
swiss_uneq_fake_N=100,wave,130,7,31,46,65,66,67,75,85
swiss_uneq_fake_N=100,wave,131,7,10,11,18,21,43,50,66
swiss_uneq_fake_N=100,wave,132,7,11,18,43,56,67,70,85
swiss_uneq_fake_N=100,wave,133,10,11,18,23,42,66,67,90
swiss_uneq_fake_N=100,wave,134,7,10,11,45,65,66,85,95
swiss_uneq_fake_N=100,wave,135,4,7,34,35,46,65,66,89
swiss_uneq_fake_N=100,wave,136,7,10,20,50,52,62,89,90
swiss_uneq_fake_N=100,wave,137,7,16,62,65,66,83,88,89
swiss_uneq_fake_N=100,wave,138,4,10,35,42,62,66,67,88
swiss_uneq_fake_N=100,wave,139,7,14,17,20,45,65,89,90
swiss_uneq_fake_N=100,wave,140,10,14,18,23,43,66,67,75
swiss_uneq_fake_N=100,wave,141,20,28,31,65,66,88,89,90
swiss_uneq_fake_N=100,wave,142,4,7,10,20,43,45,46,78
swiss_uneq_fake_N=100,wave,143,10,18,42,62,66,67,72,80
swiss_uneq_fake_N=100,wave,144,7,10,11,18,45,46,85,89
swiss_uneq_fake_N=100,wave,145,5,7,10,14,18,59,66,89
swiss_uneq_fake_N=100,wave,146,7,10,35,43,45,85,92,97
swiss_uneq_fake_N=100,wave,147,7,10,18,46,55,66,80,89
swiss_uneq_fake_N=100,wave,148,18,21,28,43,46,56,66,75
swiss_uneq_fake_N=100,wave,149,7,10,20,21,43,50,57,88
swiss_uneq_fake_N=100,wave,150,7,10,18,20,43,46,66,79
swiss_uneq_fake_N=100,wave,151,7,8,18,21,36,43,60,85
swiss_uneq_fake_N=100,wave,152,7,10,18,20,21,70,78,89
swiss_uneq_fake_N=100,wave,153,4,7,65,66,75,76,88,89
swiss_uneq_fake_N=100,wave,154,10,12,18,43,66,67,72,80
swiss_uneq_fake_N=100,wave,155,7,10,18,20,46,50,66,67
swiss_uneq_fake_N=100,wave,156,10,14,18,20,43,66,67,83
swiss_uneq_fake_N=100,wave,157,7,10,18,42,43,46,66,75
swiss_uneq_fake_N=100,wave,158,7,8,10,20,46,85,89,90
swiss_uneq_fake_N=100,wave,159,10,18,20,43,46,52,67,83
swiss_uneq_fake_N=100,wave,160,7,11,23,45,47,84,89,90
swiss_uneq_fake_N=100,wave,161,10,11,18,23,43,45,62,67
swiss_uneq_fake_N=100,wave,162,7,10,11,18,23,42,43,89
swiss_uneq_fake_N=100,wave,163,7,11,18,23,45,56,89,94
swiss_uneq_fake_N=100,wave,164,10,11,18,23,43,45,67,100
swiss_uneq_fake_N=100,wave,165,5,7,10,18,20,46,66,89
swiss_uneq_fake_N=100,wave,166,4,7,10,23,28,66,75,97
swiss_uneq_fake_N=100,wave,167,5,7,10,20,43,46,66,94
swiss_uneq_fake_N=100,wave,168,10,13,23,46,59,65,67,86
swiss_uneq_fake_N=100,wave,169,4,7,11,14,45,50,65,89
swiss_uneq_fake_N=100,wave,170,4,7,10,11,42,43,68,88
swiss_uneq_fake_N=100,wave,171,7,11,14,45,65,85,89,90
swiss_uneq_fake_N=100,wave,172,2,4,10,20,42,43,46,67
swiss_uneq_fake_N=100,wave,173,7,10,18,21,23,43,66,99
swiss_uneq_fake_N=100,wave,174,7,10,18,43,46,66,75,81
swiss_uneq_fake_N=100,wave,175,10,18,20,46,66,67,79,90
swiss_uneq_fake_N=100,wave,176,7,10,11,18,23,45,89,90
swiss_uneq_fake_N=100,wave,177,42,46,65,66,72,89,90,100
swiss_uneq_fake_N=100,wave,178,1,10,16,18,43,66,67,75
swiss_uneq_fake_N=100,wave,179,10,14,18,25,35,43,45,67
swiss_uneq_fake_N=100,wave,180,4,7,10,20,30,42,82,89
swiss_uneq_fake_N=100,wave,181,7,18,42,60,85,87,89,97
swiss_uneq_fake_N=100,wave,182,2,7,42,65,66,80,88,89
swiss_uneq_fake_N=100,wave,183,10,18,43,62,66,67,75,85
swiss_uneq_fake_N=100,wave,184,8,18,21,23,46,56,60,89
swiss_uneq_fake_N=100,wave,185,7,10,11,18,23,45,66,89
swiss_uneq_fake_N=100,wave,186,7,18,20,30,39,56,79,89
swiss_uneq_fake_N=100,wave,187,7,10,18,23,35,43,46,66
swiss_uneq_fake_N=100,wave,188,10,18,23,35,43,45,67,97
swiss_uneq_fake_N=100,wave,189,7,18,43,65,66,75,76,77
swiss_uneq_fake_N=100,wave,190,12,31,43,65,66,67,75,76
swiss_uneq_fake_N=100,wave,191,7,45,59,65,85,89,90,100
swiss_uneq_fake_N=100,wave,192,4,7,10,20,42,43,50,66
swiss_uneq_fake_N=100,wave,193,7,11,15,18,23,66,89,96
swiss_uneq_fake_N=100,wave,194,5,7,18,20,30,84,89,96
swiss_uneq_fake_N=100,wave,195,7,8,11,31,62,65,89,90
swiss_uneq_fake_N=100,wave,196,7,8,11,14,23,43,65,77
swiss_uneq_fake_N=100,wave,197,1,7,23,35,42,43,47,66
swiss_uneq_fake_N=100,wave,198,7,10,18,20,27,62,81,89
swiss_uneq_fake_N=100,wave,199,7,42,43,46,65,66,72,77
swiss_uneq_fake_N=100,wave,200,1,7,18,20,66,83,89,90
swiss_uneq_fake_N=100,wave,201,7,35,42,65,66,71,88,89
swiss_uneq_fake_N=100,wave,202,5,10,11,18,43,62,66,67
swiss_uneq_fake_N=100,wave,203,2,7,10,14,18,66,75,89
swiss_uneq_fake_N=100,wave,204,7,8,11,23,31,65,89,90
swiss_uneq_fake_N=100,wave,205,7,10,11,18,23,43,70,94
swiss_uneq_fake_N=100,wave,206,7,11,19,23,45,71,89,95
swiss_uneq_fake_N=100,wave,207,7,10,12,18,46,60,83,89
swiss_uneq_fake_N=100,wave,208,7,9,31,43,65,66,75,88
swiss_uneq_fake_N=100,wave,209,14,27,43,54,65,66,67,80
swiss_uneq_fake_N=100,wave,210,7,10,11,18,23,43,45,62
swiss_uneq_fake_N=100,wave,211,7,10,11,23,45,46,89,90
swiss_uneq_fake_N=100,wave,212,8,10,18,60,62,83,89,90
swiss_uneq_fake_N=100,wave,213,10,18,43,50,66,67,80,97
swiss_uneq_fake_N=100,wave,214,5,7,10,18,20,30,43,97
swiss_uneq_fake_N=100,wave,215,10,11,14,18,23,43,45,89
swiss_uneq_fake_N=100,wave,216,8,10,18,46,66,67,80,83
swiss_uneq_fake_N=100,wave,217,4,10,11,23,42,43,66,67
swiss_uneq_fake_N=100,wave,218,7,16,18,25,36,43,46,98
swiss_uneq_fake_N=100,wave,219,7,10,18,23,43,81,84,98
swiss_uneq_fake_N=100,wave,220,7,10,18,60,76,81,89,90
swiss_uneq_fake_N=100,wave,221,31,35,42,65,66,67,90,95
swiss_uneq_fake_N=100,wave,222,8,10,14,18,23,43,52,67
swiss_uneq_fake_N=100,wave,223,7,10,14,18,28,66,75,89
swiss_uneq_fake_N=100,wave,224,7,43,62,65,66,75,77,90
swiss_uneq_fake_N=100,wave,225,7,14,41,43,65,66,88,100
swiss_uneq_fake_N=100,wave,226,10,12,18,35,42,66,89,90
swiss_uneq_fake_N=100,wave,227,2,7,10,43,64,66,75,76
swiss_uneq_fake_N=100,wave,228,4,7,65,66,75,76,88,89
swiss_uneq_fake_N=100,wave,229,10,18,20,25,27,46,66,67
swiss_uneq_fake_N=100,wave,230,10,16,18,21,43,45,72,76
swiss_uneq_fake_N=100,wave,231,11,18,43,45,66,85,89,96
swiss_uneq_fake_N=100,wave,232,11,28,38,42,71,89,90,97
swiss_uneq_fake_N=100,wave,233,10,11,18,42,46,66,67,85
swiss_uneq_fake_N=100,wave,234,4,23,35,42,46,66,89,96
swiss_uneq_fake_N=100,wave,235,6,10,18,35,45,50,66,67
swiss_uneq_fake_N=100,wave,236,7,10,21,35,42,43,60,65
swiss_uneq_fake_N=100,wave,237,7,18,27,36,45,67,76,99
swiss_uneq_fake_N=100,wave,238,4,7,12,20,65,66,75,89
swiss_uneq_fake_N=100,wave,239,13,18,20,23,31,43,65,67
swiss_uneq_fake_N=100,wave,240,10,18,66,67,78,80,81,97
swiss_uneq_fake_N=100,wave,241,10,18,35,43,44,66,67,85
swiss_uneq_fake_N=100,wave,242,10,18,28,66,67,75,90,97
swiss_uneq_fake_N=100,wave,243,7,10,11,18,23,43,45,46
swiss_uneq_fake_N=100,wave,244,4,5,20,43,65,66,67,88
swiss_uneq_fake_N=100,wave,245,7,42,65,66,67,71,87,95
swiss_uneq_fake_N=100,wave,246,7,8,10,18,20,43,46,83
swiss_uneq_fake_N=100,wave,247,10,18,23,43,45,46,59,67
swiss_uneq_fake_N=100,wave,248,7,10,18,25,43,66,83,99
swiss_uneq_fake_N=100,wave,249,7,8,10,18,23,43,44,99
swiss_uneq_fake_N=100,wave,250,4,7,17,20,43,47,66,76
swiss_uneq_fake_N=100,wave,251,5,7,20,65,66,67,77,95
swiss_uneq_fake_N=100,wave,252,7,11,18,42,50,62,89,90
swiss_uneq_fake_N=100,wave,253,5,7,10,18,20,46,66,90
swiss_uneq_fake_N=100,wave,254,7,31,43,54,65,66,75,84
swiss_uneq_fake_N=100,wave,255,5,7,10,20,62,66,89,90
swiss_uneq_fake_N=100,wave,256,5,7,11,31,65,66,89,95
swiss_uneq_fake_N=100,wave,257,4,7,10,35,42,43,66,88
swiss_uneq_fake_N=100,wave,258,7,10,18,31,43,60,62,83
swiss_uneq_fake_N=100,wave,259,10,18,28,43,46,66,67,75
swiss_uneq_fake_N=100,wave,260,3,15,36,46,61,64,67,86
swiss_uneq_fake_N=100,wave,261,3,18,20,23,81,89,90,100
swiss_uneq_fake_N=100,wave,262,5,7,10,18,20,30,46,89
swiss_uneq_fake_N=100,wave,263,7,8,10,18,23,46,60,89
swiss_uneq_fake_N=100,wave,264,7,18,20,21,58,66,88,89
swiss_uneq_fake_N=100,wave,265,7,20,23,43,45,71,89,98
swiss_uneq_fake_N=100,wave,266,10,18,25,43,66,80,83,89
swiss_uneq_fake_N=100,wave,267,9,11,23,57,65,77,89,90
swiss_uneq_fake_N=100,wave,268,10,18,35,42,46,66,89,90
swiss_uneq_fake_N=100,wave,269,7,11,14,18,45,56,85,89
swiss_uneq_fake_N=100,wave,270,8,10,11,18,23,43,62,67
swiss_uneq_fake_N=100,wave,271,8,43,49,58,60,65,67,88
swiss_uneq_fake_N=100,wave,272,7,10,12,18,35,42,66,67
swiss_uneq_fake_N=100,wave,273,7,20,23,42,65,66,89,90
swiss_uneq_fake_N=100,wave,274,7,11,23,31,43,45,65,95
swiss_uneq_fake_N=100,wave,275,7,10,18,49,66,72,76,89
swiss_uneq_fake_N=100,wave,276,7,10,18,66,75,76,89,90
swiss_uneq_fake_N=100,wave,277,7,10,18,21,43,60,72,81
swiss_uneq_fake_N=100,wave,278,7,10,11,18,45,50,67,97
swiss_uneq_fake_N=100,wave,279,10,18,34,46,66,80,81,89
swiss_uneq_fake_N=100,wave,280,11,31,43,45,47,67,76,88
swiss_uneq_fake_N=100,wave,281,7,10,18,21,43,66,80,83
swiss_uneq_fake_N=100,wave,282,14,18,23,35,60,81,89,90
swiss_uneq_fake_N=100,wave,283,4,8,10,13,46,67,80,85
swiss_uneq_fake_N=100,wave,284,18,31,34,43,63,66,67,80
swiss_uneq_fake_N=100,wave,285,5,7,10,18,20,21,43,66
swiss_uneq_fake_N=100,wave,286,10,18,43,50,66,67,75,76
swiss_uneq_fake_N=100,wave,287,23,65,66,67,75,90,97,100
swiss_uneq_fake_N=100,wave,288,4,10,14,18,20,66,67,83
swiss_uneq_fake_N=100,wave,289,7,10,11,18,23,43,45,67
swiss_uneq_fake_N=100,wave,290,8,11,31,43,65,67,71,97
swiss_uneq_fake_N=100,wave,291,18,31,35,42,46,89,90,92
swiss_uneq_fake_N=100,wave,292,25,43,65,66,67,75,88,99
swiss_uneq_fake_N=100,wave,293,3,7,8,16,18,43,72,97
swiss_uneq_fake_N=100,wave,294,10,20,46,50,65,66,89,90
swiss_uneq_fake_N=100,wave,295,10,18,20,43,66,67,76,83
swiss_uneq_fake_N=100,wave,296,8,10,18,20,23,52,62,89
swiss_uneq_fake_N=100,wave,297,16,22,42,46,65,66,67,72
swiss_uneq_fake_N=100,wave,298,4,11,23,45,46,65,67,95
swiss_uneq_fake_N=100,wave,299,8,18,43,60,62,67,72,96
swiss_uneq_fake_N=100,wave,300,7,10,18,28,66,75,82,89
swiss_uneq_fake_N=100,wave,301,23,41,43,65,66,67,95,100
swiss_uneq_fake_N=100,wave,302,7,10,18,26,43,46,75,81
swiss_uneq_fake_N=100,wave,303,7,10,18,20,27,43,58,66
swiss_uneq_fake_N=100,wave,304,4,10,14,20,23,42,66,67
swiss_uneq_fake_N=100,wave,305,5,7,10,18,62,66,80,89
swiss_uneq_fake_N=100,wave,306,10,18,21,42,66,67,80,85
swiss_uneq_fake_N=100,wave,307,7,10,18,23,46,61,66,89
swiss_uneq_fake_N=100,wave,308,4,7,10,42,59,62,88,89
swiss_uneq_fake_N=100,wave,309,4,7,8,23,31,43,60,65
swiss_uneq_fake_N=100,wave,310,10,18,20,43,66,67,79,88
swiss_uneq_fake_N=100,wave,311,10,18,20,23,37,42,66,67
swiss_uneq_fake_N=100,wave,312,7,17,20,51,65,66,67,88
swiss_uneq_fake_N=100,wave,313,10,18,43,62,67,70,72,80
swiss_uneq_fake_N=100,wave,314,18,37,43,66,67,80,83,91
swiss_uneq_fake_N=100,wave,315,7,65,66,77,83,88,89,90
swiss_uneq_fake_N=100,wave,316,7,10,11,42,65,66,89,90
swiss_uneq_fake_N=100,wave,317,7,10,18,21,43,62,80,83
swiss_uneq_fake_N=100,wave,318,4,7,10,11,18,45,85,89
swiss_uneq_fake_N=100,wave,319,7,10,18,21,42,62,66,99
swiss_uneq_fake_N=100,wave,320,2,7,43,46,65,66,71,83
swiss_uneq_fake_N=100,wave,321,4,7,20,31,43,65,66,85
swiss_uneq_fake_N=100,wave,322,7,9,31,35,43,45,65,71
swiss_uneq_fake_N=100,wave,323,5,14,31,54,65,66,89,90
swiss_uneq_fake_N=100,wave,324,2,4,14,43,65,67,85,98
swiss_uneq_fake_N=100,wave,325,7,10,18,27,66,76,89,99
swiss_uneq_fake_N=100,wave,326,7,10,14,18,28,66,75,89
swiss_uneq_fake_N=100,wave,327,10,14,18,43,45,59,67,85
swiss_uneq_fake_N=100,wave,328,7,10,18,20,42,66,85,90
swiss_uneq_fake_N=100,wave,329,2,7,10,11,18,21,43,45
swiss_uneq_fake_N=100,wave,330,5,7,10,18,20,46,66,89
swiss_uneq_fake_N=100,wave,331,10,11,18,27,43,46,66,67
swiss_uneq_fake_N=100,wave,332,8,10,18,43,66,67,85,87
swiss_uneq_fake_N=100,wave,333,7,16,23,42,43,44,46,47
swiss_uneq_fake_N=100,wave,334,4,20,23,42,62,65,66,89
swiss_uneq_fake_N=100,wave,335,10,18,46,60,81,85,89,90
swiss_uneq_fake_N=100,wave,336,11,42,43,65,66,67,68,88
swiss_uneq_fake_N=100,wave,337,7,10,21,23,42,66,80,89
swiss_uneq_fake_N=100,wave,338,7,10,14,18,60,66,83,89
swiss_uneq_fake_N=100,wave,339,7,10,18,23,27,66,89,99
swiss_uneq_fake_N=100,wave,340,10,11,15,18,43,46,66,67
swiss_uneq_fake_N=100,wave,341,10,18,43,46,66,67,72,75
swiss_uneq_fake_N=100,wave,342,7,10,42,46,66,75,89,90
swiss_uneq_fake_N=100,wave,343,7,9,10,35,43,45,65,88
swiss_uneq_fake_N=100,wave,344,7,20,31,34,65,66,71,89
swiss_uneq_fake_N=100,wave,345,2,10,18,20,45,46,67,75
swiss_uneq_fake_N=100,wave,346,7,8,31,43,65,76,88,92
swiss_uneq_fake_N=100,wave,347,4,7,10,35,62,65,66,88
swiss_uneq_fake_N=100,wave,348,3,7,8,16,18,23,46,89
swiss_uneq_fake_N=100,wave,349,4,20,46,65,66,67,77,81
swiss_uneq_fake_N=100,wave,350,7,10,20,45,72,76,89,90
swiss_uneq_fake_N=100,wave,351,7,12,42,65,66,74,89,90
swiss_uneq_fake_N=100,wave,352,7,10,18,20,23,46,66,89
swiss_uneq_fake_N=100,wave,353,8,23,46,61,65,67,90,92
swiss_uneq_fake_N=100,wave,354,7,10,18,20,27,46,66,89
swiss_uneq_fake_N=100,wave,355,10,18,20,43,46,66,67,83
swiss_uneq_fake_N=100,wave,356,10,13,18,43,67,80,85,88
swiss_uneq_fake_N=100,wave,357,10,18,23,42,66,67,80,90
swiss_uneq_fake_N=100,wave,358,2,7,11,14,18,45,89,90
swiss_uneq_fake_N=100,wave,359,4,11,45,65,67,77,88,92
swiss_uneq_fake_N=100,wave,360,7,10,18,35,58,66,89,90
swiss_uneq_fake_N=100,wave,361,4,27,31,58,65,66,67,99
swiss_uneq_fake_N=100,wave,362,7,16,17,43,47,52,76,95
swiss_uneq_fake_N=100,wave,363,7,16,35,42,43,65,66,88
swiss_uneq_fake_N=100,wave,364,10,18,46,66,67,75,81,89
swiss_uneq_fake_N=100,wave,365,7,44,65,67,76,83,87,88
swiss_uneq_fake_N=100,wave,366,10,11,18,23,40,43,45,67
swiss_uneq_fake_N=100,wave,367,4,10,28,43,66,67,75,88
swiss_uneq_fake_N=100,wave,368,5,7,10,18,20,21,66,89
swiss_uneq_fake_N=100,wave,369,7,10,43,46,65,66,83,90
swiss_uneq_fake_N=100,wave,370,7,9,23,43,65,66,75,77
swiss_uneq_fake_N=100,wave,371,10,14,18,21,59,70,85,89
swiss_uneq_fake_N=100,wave,372,7,10,18,25,66,75,88,89
swiss_uneq_fake_N=100,wave,373,8,10,14,18,20,43,67,83
swiss_uneq_fake_N=100,wave,374,18,20,31,42,66,72,89,90
swiss_uneq_fake_N=100,wave,375,7,10,18,45,46,72,80,89
swiss_uneq_fake_N=100,wave,376,4,7,8,10,11,14,23,43
swiss_uneq_fake_N=100,wave,377,5,7,10,18,20,21,30,43
swiss_uneq_fake_N=100,wave,378,4,6,7,11,23,45,89,96
swiss_uneq_fake_N=100,wave,379,7,10,12,20,43,65,81,83
swiss_uneq_fake_N=100,wave,380,4,10,11,14,18,45,50,67
swiss_uneq_fake_N=100,wave,381,7,10,11,18,45,46,89,90
swiss_uneq_fake_N=100,wave,382,10,18,20,46,66,67,81,83
swiss_uneq_fake_N=100,wave,383,4,7,9,54,65,66,74,89
swiss_uneq_fake_N=100,wave,384,4,43,65,67,81,87,88,98
swiss_uneq_fake_N=100,wave,385,7,9,10,18,23,43,66,75
swiss_uneq_fake_N=100,wave,386,7,13,20,23,47,62,89,96
