pop,method,rep,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx10
meuse_eq,wave,124,16,25,36,49,52,69,99,115,144,153
meuse_eq,wave,125,9,32,42,51,66,92,111,123,138,144
meuse_eq,wave,126,5,45,56,68,74,83,105,118,133,152
meuse_eq,wave,127,5,29,36,62,84,89,98,126,137,149
meuse_eq,wave,128,19,30,32,54,64,70,103,105,126,140
meuse_eq,wave,129,9,20,28,46,61,93,112,131,138,146
meuse_eq,wave,130,2,29,63,76,107,113,120,124,144,148
meuse_eq,wave,131,14,22,30,78,81,114,118,124,134,138
meuse_eq,wave,132,1,23,26,50,69,76,83,122,124,145
meuse_eq,wave,133,14,33,43,53,63,75,102,108,120,146
meuse_eq,wave,134,2,25,38,49,54,81,93,100,103,116
meuse_eq,wave,135,13,25,36,55,62,75,102,128,144,153
meuse_eq,wave,136,5,42,59,69,73,83,116,128,133,141
meuse_eq,wave,137,9,20,50,68,74,86,90,124,145,155
meuse_eq,wave,138,15,23,40,83,102,122,127,136,139,150
meuse_eq,wave,139,9,18,27,38,49,81,113,118,125,140
meuse_eq,wave,140,7,24,38,49,58,78,99,111,114,144
meuse_eq,wave,141,3,25,32,59,67,75,108,127,130,142
meuse_eq,wave,142,14,27,39,70,79,85,104,132,140,147
meuse_eq,wave,143,14,19,24,57,75,86,101,109,126,147
meuse_eq,wave,144,10,15,42,53,62,68,73,104,130,141
meuse_eq,wave,145,4,12,36,53,71,92,94,116,127,131
meuse_eq,wave,146,14,31,38,44,65,78,99,125,135,145
meuse_eq,wave,147,4,16,24,37,58,75,86,101,102,128
meuse_eq,wave,148,11,36,59,70,103,114,130,134,140,155
meuse_eq,wave,149,7,29,52,63,79,97,108,120,127,151
meuse_eq,wave,150,10,19,34,47,55,62,73,109,136,141
meuse_eq,wave,151,22,66,76,82,84,121,124,127,135,143
meuse_eq,wave,152,10,27,40,54,79,96,116,134,136,150
meuse_eq,wave,153,3,14,27,43,51,72,93,95,112,121
meuse_eq,wave,154,8,25,32,45,50,90,99,113,118,121
meuse_eq,wave,155,17,30,39,62,67,77,81,108,119,144
meuse_eq,wave,156,4,12,19,35,70,79,100,104,121,126
meuse_eq,wave,157,16,28,30,37,80,100,102,107,114,132
meuse_eq,wave,158,8,19,53,77,81,102,105,116,126,145
meuse_eq,wave,159,10,40,42,58,86,87,101,106,130,151
meuse_eq,wave,160,1,24,42,63,73,125,130,137,150,154
meuse_eq,wave,161,5,53,56,66,77,97,104,126,133,146
meuse_eq,wave,162,4,36,68,77,81,108,115,123,128,130
meuse_eq,wave,163,4,16,26,39,48,56,136,138,145,153
meuse_eq,wave,164,8,22,30,57,67,76,108,124,127,145
meuse_eq,wave,165,34,38,66,77,99,123,129,134,137,145
meuse_eq,wave,166,9,23,31,44,58,64,88,96,131,150
meuse_eq,wave,167,15,19,35,87,97,117,119,135,152,155
meuse_eq,wave,168,3,27,42,52,58,88,95,97,109,114
meuse_eq,wave,169,15,20,35,74,85,90,104,123,126,143
meuse_eq,wave,170,5,29,37,49,63,73,96,104,123,150
meuse_eq,wave,171,4,43,49,56,70,77,108,113,133,154
meuse_eq,wave,172,14,32,52,57,65,87,91,94,110,128
meuse_eq,wave,173,11,23,43,51,53,62,69,78,95,99
meuse_eq,wave,174,8,76,85,94,106,111,123,124,133,153
meuse_eq,wave,175,4,13,33,46,66,96,107,136,139,146
meuse_eq,wave,176,8,25,35,39,75,103,115,120,143,148
meuse_eq,wave,177,2,12,53,69,71,107,114,126,144,153
meuse_eq,wave,178,3,15,42,49,88,97,104,115,123,151
meuse_eq,wave,179,1,11,20,32,47,66,77,121,137,145
meuse_eq,wave,180,2,6,41,81,89,100,103,117,133,134
meuse_eq,wave,181,6,13,19,52,98,108,116,123,134,153
meuse_eq,wave,182,8,26,32,44,58,67,75,95,109,117
meuse_eq,wave,183,3,42,48,54,63,71,91,108,133,144
meuse_eq,wave,184,15,23,26,88,97,108,117,132,143,152
meuse_eq,wave,185,4,38,61,71,89,100,125,133,134,137
meuse_eq,wave,186,5,40,57,70,77,113,127,133,142,155
meuse_eq,wave,187,8,19,31,41,73,97,104,117,119,150
meuse_eq,wave,188,18,25,53,66,78,100,103,120,126,149
meuse_eq,wave,189,8,31,42,50,55,89,99,112,130,155
meuse_eq,wave,190,33,40,49,55,71,84,85,109,143,153
meuse_eq,wave,191,13,30,34,57,67,80,130,131,132,140
meuse_eq,wave,192,34,41,78,84,116,121,132,137,138,143
meuse_eq,wave,193,4,21,26,47,61,70,93,101,104,147
meuse_eq,wave,194,14,23,31,72,82,122,124,128,135,152
meuse_eq,wave,195,5,41,70,89,95,117,119,133,137,145
meuse_eq,wave,196,1,27,37,82,90,99,114,125,134,143
meuse_eq,wave,197,3,22,25,44,58,75,102,105,115,146
meuse_eq,wave,198,5,16,19,31,46,51,92,99,116,143
meuse_eq,wave,199,9,34,60,72,82,113,119,130,144,153
meuse_eq,wave,200,8,23,53,62,72,127,135,153,154,155
meuse_eq,wave,201,32,39,49,81,84,91,93,94,104,117
meuse_eq,wave,202,8,32,43,65,79,94,99,108,117,150
meuse_eq,wave,203,3,45,51,81,96,111,122,133,139,145
meuse_eq,wave,204,9,33,52,64,73,96,110,122,128,141
meuse_eq,wave,205,16,28,43,56,83,86,101,108,139,141
meuse_eq,wave,206,16,23,30,44,55,65,108,120,138,149
meuse_eq,wave,207,3,25,42,63,73,95,121,130,131,132
meuse_eq,wave,208,10,21,35,47,70,77,108,110,117,149
meuse_eq,wave,209,8,20,27,47,55,78,98,135,143,155
meuse_eq,wave,210,15,35,40,59,71,82,122,134,136,152
meuse_eq,wave,211,10,18,31,55,74,85,90,100,109,128
meuse_eq,wave,212,5,36,50,67,89,99,102,125,133,144
meuse_eq,wave,213,6,16,20,28,48,71,93,109,114,141
meuse_eq,wave,214,4,18,31,54,70,77,101,117,128,147
meuse_eq,wave,215,11,19,34,40,74,90,114,119,137,143
meuse_eq,wave,216,9,32,52,70,89,113,121,134,142,150
meuse_eq,wave,217,4,17,34,50,83,118,122,124,139,144
meuse_eq,wave,218,10,29,43,57,81,90,100,107,112,119
meuse_eq,wave,219,1,6,44,58,64,76,92,133,135,141
meuse_eq,wave,220,3,40,90,99,122,128,133,136,137,146
meuse_eq,wave,221,22,69,84,88,105,120,122,124,140,141
meuse_eq,wave,222,13,25,39,62,77,81,132,137,149,154
meuse_eq,wave,223,7,33,39,48,57,74,109,134,136,150
meuse_eq,wave,224,13,19,26,62,76,80,125,134,137,147
meuse_eq,wave,225,14,27,45,50,56,67,88,95,118,148
meuse_eq,wave,226,3,20,25,47,60,83,102,105,129,138
meuse_eq,wave,227,7,17,36,65,68,80,100,107,119,148
meuse_eq,wave,228,5,41,58,66,76,92,104,127,133,141
meuse_eq,wave,229,19,32,67,76,84,107,125,132,142,148
meuse_eq,wave,230,13,30,34,38,72,90,100,114,132,154
meuse_eq,wave,231,4,16,36,50,53,60,112,140,148,155
meuse_eq,wave,232,4,13,20,26,58,65,77,81,126,137
meuse_eq,wave,233,14,31,38,57,59,67,75,110,134,147
meuse_eq,wave,234,6,43,59,72,77,105,114,133,149,154
meuse_eq,wave,235,15,20,22,44,58,78,85,95,99,137
meuse_eq,wave,236,17,26,43,50,55,78,99,102,115,150
meuse_eq,wave,237,4,27,40,48,92,99,110,121,133,143
meuse_eq,wave,238,10,42,54,87,90,100,103,115,120,130
meuse_eq,wave,239,11,61,67,77,80,101,130,132,136,146
meuse_eq,wave,240,7,18,51,54,92,102,115,126,138,146
meuse_eq,wave,241,14,30,33,49,52,79,96,103,116,146
meuse_eq,wave,242,5,50,53,65,68,76,92,118,133,142
meuse_eq,wave,243,4,15,42,50,54,74,103,115,145,153
meuse_eq,wave,244,3,15,47,68,81,92,100,107,117,147
meuse_eq,wave,245,5,12,37,58,64,75,128,135,148,154
meuse_eq,wave,246,15,23,44,58,71,82,85,90,100,104
meuse_eq,wave,247,2,25,36,68,88,98,109,117,132,146
meuse_eq,wave,248,14,31,36,48,49,60,69,81,89,100
meuse_eq,wave,249,11,29,40,63,70,77,82,105,134,146
meuse_eq,wave,250,4,16,26,37,63,68,75,108,120,149
meuse_eq,wave,251,10,19,34,52,64,89,96,110,120,142
meuse_eq,wave,252,2,12,21,25,48,81,91,103,115,123
meuse_eq,wave,253,4,16,25,36,50,63,71,100,110,125
meuse_eq,wave,254,29,39,47,64,73,84,105,122,136,151
meuse_eq,wave,255,11,17,23,55,81,92,100,112,121,131
meuse_eq,wave,256,11,18,38,74,85,93,111,121,128,149
meuse_eq,wave,257,11,22,53,62,87,89,97,104,126,149
meuse_eq,wave,258,11,18,27,54,87,103,115,120,143,150
meuse_eq,wave,259,7,21,25,54,65,68,73,107,126,141
meuse_eq,wave,260,3,26,42,51,60,76,112,125,130,150
meuse_eq,wave,261,1,22,30,48,60,81,89,100,112,137
meuse_eq,wave,262,5,12,37,56,88,96,108,112,132,149
meuse_eq,wave,263,2,27,36,44,53,62,69,98,131,147
meuse_eq,wave,264,5,41,49,73,90,111,115,121,133,141
meuse_eq,wave,265,2,27,39,58,67,70,95,110,127,139
meuse_eq,wave,266,13,20,24,47,90,98,117,118,135,141
meuse_eq,wave,267,9,23,43,54,80,102,105,116,140,145
meuse_eq,wave,268,8,23,46,60,66,68,101,106,139,147
meuse_eq,wave,269,1,37,59,62,67,87,105,133,134,152
meuse_eq,wave,270,5,43,69,88,96,107,115,121,133,150
meuse_eq,wave,271,14,20,34,49,57,81,92,100,106,111
meuse_eq,wave,272,1,19,28,86,87,109,124,134,148,154
meuse_eq,wave,273,1,24,40,58,76,112,118,128,130,142
meuse_eq,wave,274,21,35,46,75,85,101,123,129,131,148
meuse_eq,wave,275,14,20,31,47,60,83,87,111,131,151
meuse_eq,wave,276,11,23,44,51,57,78,96,114,150,155
meuse_eq,wave,277,1,23,24,53,63,87,111,128,145,152
meuse_eq,wave,278,13,23,25,57,65,76,93,119,135,149
meuse_eq,wave,279,8,30,33,40,50,56,68,72,78,141
meuse_eq,wave,280,7,19,27,53,62,91,98,104,126,146
meuse_eq,wave,281,3,27,37,65,68,79,118,123,128,151
meuse_eq,wave,282,4,57,67,74,90,126,130,131,136,142
meuse_eq,wave,283,22,29,59,64,71,84,94,127,131,139
meuse_eq,wave,284,18,31,40,63,76,80,97,108,132,149
meuse_eq,wave,285,9,38,68,78,81,105,122,134,144,148
meuse_eq,wave,286,1,19,24,36,81,102,105,123,134,147
meuse_eq,wave,287,15,28,52,73,98,116,120,127,137,151
meuse_eq,wave,288,7,24,29,41,50,53,73,103,115,154
meuse_eq,wave,289,4,18,41,59,62,82,134,136,138,148
meuse_eq,wave,290,11,20,66,71,89,117,119,133,137,141
meuse_eq,wave,291,7,21,27,36,69,73,86,101,132,144
meuse_eq,wave,292,6,36,52,71,92,109,116,128,129,143
meuse_eq,wave,293,15,19,35,44,58,92,104,115,138,146
meuse_eq,wave,294,4,16,26,36,52,63,77,81,111,144
meuse_eq,wave,295,11,18,36,39,48,60,67,77,131,151
meuse_eq,wave,296,9,20,29,53,62,87,104,127,139,142
meuse_eq,wave,297,1,19,26,54,80,82,96,114,128,147
meuse_eq,wave,298,10,18,34,43,59,68,81,105,140,142
meuse_eq,wave,299,12,39,55,81,93,101,115,126,136,150
meuse_eq,wave,300,6,31,42,70,89,110,117,130,132,154
meuse_eq,wave,301,9,20,33,59,73,91,112,117,137,145
meuse_eq,wave,302,15,39,55,74,90,101,108,115,119,141
meuse_eq,wave,303,4,12,22,54,61,66,89,100,109,127
meuse_eq,wave,304,6,14,20,27,76,83,101,116,131,148
meuse_eq,wave,305,7,8,29,44,58,85,88,98,109,147
meuse_eq,wave,306,11,14,33,49,69,98,122,124,139,145
meuse_eq,wave,307,15,32,76,92,102,105,115,122,124,146
meuse_eq,wave,308,10,19,35,44,81,94,116,135,140,155
meuse_eq,wave,309,5,36,50,60,79,115,124,133,152,154
meuse_eq,wave,310,10,32,44,55,64,70,91,94,135,155
meuse_eq,wave,311,3,25,37,60,81,91,94,125,128,135
meuse_eq,wave,312,22,46,62,81,84,92,107,112,138,143
meuse_eq,wave,313,7,29,41,87,106,113,118,123,153,154
meuse_eq,wave,314,11,32,46,67,75,100,121,130,131,148
meuse_eq,wave,315,7,20,27,47,66,76,92,110,121,144
meuse_eq,wave,316,5,16,40,61,83,111,119,133,140,146
meuse_eq,wave,317,3,29,42,72,89,109,116,120,129,151
meuse_eq,wave,318,16,24,36,54,76,103,126,135,150,154
meuse_eq,wave,319,14,23,30,77,82,98,105,115,125,127
meuse_eq,wave,320,28,43,68,98,117,119,129,131,139,146
meuse_eq,wave,321,14,28,45,64,77,82,87,96,134,135
meuse_eq,wave,322,10,50,60,72,112,124,130,153,154,155
meuse_eq,wave,323,12,32,45,51,62,68,80,109,140,147
meuse_eq,wave,324,16,30,32,63,81,91,97,108,132,147
meuse_eq,wave,325,13,27,38,56,85,88,125,131,134,149
meuse_eq,wave,326,8,19,31,44,58,75,85,104,143,147
meuse_eq,wave,327,2,17,31,38,47,57,73,86,95,137
meuse_eq,wave,328,28,39,66,84,101,108,121,128,139,141
meuse_eq,wave,329,3,17,24,42,65,73,121,132,137,150
meuse_eq,wave,330,13,21,24,47,55,82,91,98,136,149
meuse_eq,wave,331,28,40,83,84,90,95,102,107,120,127
meuse_eq,wave,332,3,42,56,90,94,99,109,114,119,133
meuse_eq,wave,333,11,18,35,40,64,69,77,120,134,146
meuse_eq,wave,334,16,30,32,51,60,70,91,118,136,154
meuse_eq,wave,335,18,31,43,58,61,89,113,131,147,154
meuse_eq,wave,336,7,43,53,73,80,105,108,112,130,141
meuse_eq,wave,337,10,18,31,55,66,76,110,124,128,149
meuse_eq,wave,338,3,15,21,71,94,108,116,123,127,152
meuse_eq,wave,339,15,20,35,45,67,98,121,131,139,151
meuse_eq,wave,340,11,22,41,67,71,109,117,119,140,143
meuse_eq,wave,341,9,28,64,87,123,124,134,137,152,154
meuse_eq,wave,342,15,23,49,52,68,79,83,122,140,145
meuse_eq,wave,343,16,26,32,42,52,68,75,95,105,118
meuse_eq,wave,344,8,23,31,47,58,74,115,131,144,153
meuse_eq,wave,345,1,19,24,34,52,57,65,74,136,154
meuse_eq,wave,346,1,17,24,32,80,94,117,132,137,150
meuse_eq,wave,347,7,20,27,55,79,85,91,94,127,135
meuse_eq,wave,348,7,22,46,79,83,122,129,131,138,147
meuse_eq,wave,349,12,32,38,69,75,80,116,123,134,147
meuse_eq,wave,350,1,30,32,58,64,76,82,105,129,142
meuse_eq,wave,351,13,30,35,38,66,80,91,96,107,132
meuse_eq,wave,352,8,29,41,50,56,74,90,103,116,145
meuse_eq,wave,353,33,44,73,84,96,104,116,123,129,149
meuse_eq,wave,354,3,32,47,72,91,97,117,129,137,144
meuse_eq,wave,355,4,17,27,51,52,61,88,97,126,141
meuse_eq,wave,356,9,20,29,48,56,81,92,108,112,154
meuse_eq,wave,357,9,23,42,66,76,92,119,121,131,143
meuse_eq,wave,358,8,19,25,52,61,78,91,98,113,128
meuse_eq,wave,359,9,20,32,62,72,78,104,112,119,140
meuse_eq,wave,360,6,42,98,117,132,133,135,139,143,155
meuse_eq,wave,361,8,18,43,56,66,79,111,114,132,152
meuse_eq,wave,362,10,18,49,52,56,87,104,111,140,143
meuse_eq,wave,363,8,27,41,58,76,83,112,118,128,143
meuse_eq,wave,364,12,36,50,54,68,74,92,115,118,141
meuse_eq,wave,365,6,12,21,83,111,117,125,127,139,145
meuse_eq,wave,366,2,6,29,63,93,99,110,120,124,150
meuse_eq,wave,367,3,20,51,52,85,100,108,121,127,133
meuse_eq,wave,368,10,29,41,75,96,111,119,122,145,148
meuse_eq,wave,369,3,20,54,81,92,94,103,115,133,138
meuse_eq,wave,370,2,18,25,43,78,99,103,114,125,150
meuse_eq,wave,371,16,19,27,44,58,62,71,104,142,153
meuse_eq,wave,372,3,17,26,38,83,113,118,119,139,147
meuse_eq,wave,373,4,21,26,45,74,86,93,110,132,143
meuse_eq,wave,374,2,6,38,62,68,72,108,129,132,150
meuse_eq,wave,375,4,16,28,43,59,81,91,101,128,136
meuse_eq,wave,376,3,17,34,38,61,68,70,77,78,119
meuse_eq,wave,377,8,22,30,55,74,85,93,95,107,132
meuse_eq,wave,378,13,25,59,64,76,105,122,130,143,150
meuse_eq,wave,379,8,23,32,52,61,79,100,103,112,128
meuse_eq,wave,380,8,22,47,66,79,96,122,135,146,155
meuse_eq,wave,381,4,13,21,26,65,92,99,111,125,141
meuse_eq,wave,382,8,23,26,46,68,83,105,117,139,146
meuse_eq,wave,383,6,34,70,86,93,100,107,124,129,133
meuse_eq,wave,384,13,28,30,42,53,64,73,96,137,150
meuse_eq,wave,385,1,30,34,38,51,59,75,102,117,144
meuse_eq,wave,386,10,19,32,61,82,89,124,127,136,143
meuse_eq,wave,387,15,20,35,47,60,72,108,112,140,143
meuse_eq,wave,388,22,44,57,84,89,98,100,103,114,145
meuse_eq,wave,389,11,37,51,64,79,102,122,129,132,150
meuse_eq,wave,390,7,59,78,122,130,134,135,138,146,155
meuse_eq,wave,391,5,18,40,48,69,79,98,107,121,150
meuse_eq,wave,392,8,28,40,63,66,92,110,128,138,149
meuse_eq,wave,393,4,21,27,58,64,69,89,104,126,144
meuse_eq,wave,394,3,18,26,45,50,69,98,117,139,146
meuse_eq,wave,395,4,17,34,39,63,83,94,110,120,139
meuse_eq,wave,396,15,33,49,54,68,83,96,139,141,155
meuse_eq,wave,397,13,25,39,49,76,85,123,148,154,155
meuse_eq,wave,398,14,25,35,41,49,56,67,79,102,150
meuse_eq,wave,399,15,35,38,49,54,103,116,138,144,148
meuse_eq,wave,400,7,33,41,69,77,81,116,128,143,148
meuse_eq,wave,401,4,12,37,55,65,74,93,110,128,149
meuse_eq,wave,402,22,27,72,84,91,98,103,114,125,155
meuse_eq,wave,403,20,25,61,77,81,107,113,132,143,148
meuse_eq,wave,404,3,25,45,51,56,67,76,101,133,148
meuse_eq,wave,405,7,21,26,54,92,115,126,131,138,145
meuse_eq,wave,406,10,23,53,60,81,93,100,127,135,155
meuse_eq,wave,407,5,39,49,59,71,94,114,118,133,153
meuse_eq,wave,408,12,21,39,51,65,88,118,123,136,141
meuse_eq,wave,409,8,21,31,48,56,68,80,100,115,155
meuse_eq,wave,410,16,25,32,56,81,108,112,119,140,155
meuse_eq,wave,411,18,34,46,77,81,84,94,105,114,123
meuse_eq,wave,412,6,21,62,74,112,129,132,143,153,155
meuse_eq,wave,413,9,19,34,46,69,72,93,101,105,152
meuse_eq,wave,414,1,12,19,50,60,66,92,101,124,138
meuse_eq,wave,415,21,26,52,68,76,95,117,128,131,148
meuse_eq,wave,416,5,36,40,61,74,93,110,128,129,150
meuse_eq,wave,417,8,17,34,44,50,69,78,98,121,152
meuse_eq,wave,418,2,5,39,87,103,116,119,133,152,154
meuse_eq,wave,419,14,30,33,44,61,78,99,104,114,151
meuse_eq,wave,420,14,30,32,52,61,66,75,103,105,147
meuse_eq,wave,421,14,34,40,57,74,85,90,95,109,134
meuse_eq,wave,422,6,13,28,45,62,68,87,108,120,140
meuse_eq,wave,423,7,29,39,57,65,69,88,116,128,141
meuse_eq,wave,424,6,16,28,41,47,64,76,92,103,141
meuse_eq,wave,425,14,22,42,54,86,93,99,105,110,150
meuse_eq,wave,426,2,30,36,62,75,87,108,132,133,154
meuse_eq,wave,427,21,53,64,79,84,98,127,135,150,155
meuse_eq,wave,428,14,23,27,85,89,99,104,120,124,146
meuse_eq,wave,429,14,32,52,69,71,91,107,117,126,144
meuse_eq,wave,430,33,45,50,82,84,97,117,136,138,152
meuse_eq,wave,431,2,30,34,39,53,62,99,103,128,147
meuse_eq,wave,432,10,35,49,52,56,72,101,113,153,154
meuse_eq,wave,433,13,32,41,82,83,113,123,128,138,148
meuse_eq,wave,434,19,34,65,72,84,102,121,124,126,150
