"pop","method","rep","idx1","idx2","idx3","idx4"
"swiss_eq_fake_N=100","wave",53,57,62,68,93
"swiss_eq_fake_N=100","wave",54,5,56,69,92
"swiss_eq_fake_N=100","wave",55,23,25,59,90
"swiss_eq_fake_N=100","wave",56,28,37,54,79
"swiss_eq_fake_N=100","wave",57,17,30,69,76
"swiss_eq_fake_N=100","wave",58,67,77,85,92
"swiss_eq_fake_N=100","wave",59,8,14,83,91
"swiss_eq_fake_N=100","wave",60,14,18,55,80
"swiss_eq_fake_N=100","wave",61,33,82,84,98
"swiss_eq_fake_N=100","wave",62,9,59,64,81
"swiss_eq_fake_N=100","wave",63,5,36,62,94
"swiss_eq_fake_N=100","wave",64,23,43,70,87
"swiss_eq_fake_N=100","wave",65,3,46,78,96
"swiss_eq_fake_N=100","wave",66,7,25,44,73
"swiss_eq_fake_N=100","wave",67,1,16,71,79
"swiss_eq_fake_N=100","wave",68,6,11,28,67
"swiss_eq_fake_N=100","wave",69,49,52,62,88
"swiss_eq_fake_N=100","wave",70,11,38,81,88
"swiss_eq_fake_N=100","wave",71,43,55,57,88
"swiss_eq_fake_N=100","wave",72,27,67,82,84
"swiss_eq_fake_N=100","wave",73,6,47,48,60
"swiss_eq_fake_N=100","wave",74,26,42,63,91
"swiss_eq_fake_N=100","wave",75,51,53,79,100
"swiss_eq_fake_N=100","wave",76,28,40,41,47
"swiss_eq_fake_N=100","wave",77,30,35,64,76
"swiss_eq_fake_N=100","wave",78,46,79,90,100
"swiss_eq_fake_N=100","wave",79,13,29,62,86
"swiss_eq_fake_N=100","wave",80,4,17,70,84
"swiss_eq_fake_N=100","wave",81,37,41,48,71
"swiss_eq_fake_N=100","wave",82,21,25,27,36
"swiss_eq_fake_N=100","wave",83,40,47,75,81
"swiss_eq_fake_N=100","wave",84,42,61,63,86
"swiss_eq_fake_N=100","wave",85,32,64,72,92
"swiss_eq_fake_N=100","wave",86,10,62,75,90
"swiss_eq_fake_N=100","wave",87,24,49,85,86
"swiss_eq_fake_N=100","wave",88,4,17,81,97
"swiss_eq_fake_N=100","wave",89,8,23,49,86
"swiss_eq_fake_N=100","wave",90,2,28,32,60
"swiss_eq_fake_N=100","wave",91,51,64,84,98
"swiss_eq_fake_N=100","wave",92,15,40,65,75
"swiss_eq_fake_N=100","wave",93,30,34,65,80
"swiss_eq_fake_N=100","wave",94,21,40,41,56
"swiss_eq_fake_N=100","wave",95,18,24,35,76
"swiss_eq_fake_N=100","wave",96,31,32,42,82
"swiss_eq_fake_N=100","wave",97,49,70,78,88
"swiss_eq_fake_N=100","wave",98,3,67,82,87
"swiss_eq_fake_N=100","wave",99,5,25,33,91
"swiss_eq_fake_N=100","wave",100,22,33,42,77
"swiss_eq_fake_N=100","wave",101,13,47,73,90
"swiss_eq_fake_N=100","wave",102,46,49,79,88
"swiss_eq_fake_N=100","wave",103,20,40,42,54
"swiss_eq_fake_N=100","wave",104,2,70,78,90
"swiss_eq_fake_N=100","wave",105,33,36,60,76
"swiss_eq_fake_N=100","wave",106,37,38,78,92
"swiss_eq_fake_N=100","wave",107,70,79,91,95
"swiss_eq_fake_N=100","wave",108,5,11,63,65
"swiss_eq_fake_N=100","wave",109,3,23,31,32
"swiss_eq_fake_N=100","wave",110,25,57,61,95
"swiss_eq_fake_N=100","wave",111,23,27,67,91
"swiss_eq_fake_N=100","wave",112,18,35,57,58
"swiss_eq_fake_N=100","wave",113,5,26,40,65
"swiss_eq_fake_N=100","wave",114,26,49,54,84
"swiss_eq_fake_N=100","wave",115,7,29,58,59
"swiss_eq_fake_N=100","wave",116,5,9,19,57
"swiss_eq_fake_N=100","wave",117,10,55,62,80
"swiss_eq_fake_N=100","wave",118,7,12,27,74
"swiss_eq_fake_N=100","wave",119,2,17,70,90
"swiss_eq_fake_N=100","wave",120,22,68,70,98
"swiss_eq_fake_N=100","wave",121,15,46,69,75
"swiss_eq_fake_N=100","wave",122,23,67,70,74
"swiss_eq_fake_N=100","wave",123,33,55,60,96
"swiss_eq_fake_N=100","wave",124,18,35,42,62
"swiss_eq_fake_N=100","wave",125,2,4,39,57
"swiss_eq_fake_N=100","wave",126,9,90,91,98
"swiss_eq_fake_N=100","wave",127,6,7,31,50
"swiss_eq_fake_N=100","wave",128,13,43,49,93
"swiss_eq_fake_N=100","wave",129,3,6,34,69
"swiss_eq_fake_N=100","wave",130,14,44,62,73
"swiss_eq_fake_N=100","wave",131,37,48,52,67
"swiss_eq_fake_N=100","wave",132,7,23,54,60
"swiss_eq_fake_N=100","wave",133,10,12,43,75
"swiss_eq_fake_N=100","wave",134,18,23,75,97
"swiss_eq_fake_N=100","wave",135,13,23,68,89
"swiss_eq_fake_N=100","wave",136,6,22,25,83
"swiss_eq_fake_N=100","wave",137,7,11,29,48
"swiss_eq_fake_N=100","wave",138,3,12,43,100
"swiss_eq_fake_N=100","wave",139,6,22,41,87
"swiss_eq_fake_N=100","wave",140,14,22,74,79
"swiss_eq_fake_N=100","wave",141,28,47,63,75
"swiss_eq_fake_N=100","wave",142,5,26,84,100
"swiss_eq_fake_N=100","wave",143,12,35,92,96
"swiss_eq_fake_N=100","wave",144,27,31,43,61
"swiss_eq_fake_N=100","wave",145,7,55,80,95
"swiss_eq_fake_N=100","wave",146,20,38,81,85
"swiss_eq_fake_N=100","wave",147,30,31,53,72
"swiss_eq_fake_N=100","wave",148,8,69,74,84
"swiss_eq_fake_N=100","wave",149,21,34,66,68
"swiss_eq_fake_N=100","wave",150,13,16,40,54
"swiss_eq_fake_N=100","wave",151,30,33,62,74
"swiss_eq_fake_N=100","wave",152,8,11,12,96
"swiss_eq_fake_N=100","wave",153,8,46,54,80
"swiss_eq_fake_N=100","wave",154,4,50,83,97
"swiss_eq_fake_N=100","wave",155,7,13,73,84
"swiss_eq_fake_N=100","wave",156,25,41,56,95
"swiss_eq_fake_N=100","wave",157,38,45,93,99
"swiss_eq_fake_N=100","wave",158,10,34,60,94
"swiss_eq_fake_N=100","wave",159,7,29,37,59
"swiss_eq_fake_N=100","wave",160,5,26,73,95
"swiss_eq_fake_N=100","wave",161,15,57,75,95
"swiss_eq_fake_N=100","wave",162,20,22,42,86
"swiss_eq_fake_N=100","wave",163,2,13,28,53
"swiss_eq_fake_N=100","wave",164,21,40,56,83
"swiss_eq_fake_N=100","wave",165,6,18,42,87
"swiss_eq_fake_N=100","wave",166,10,15,62,78
"swiss_eq_fake_N=100","wave",167,23,57,86,99
"swiss_eq_fake_N=100","wave",168,3,38,63,74
"swiss_eq_fake_N=100","wave",169,10,21,24,76
"swiss_eq_fake_N=100","wave",170,45,54,87,98
"swiss_eq_fake_N=100","wave",171,17,64,84,98
"swiss_eq_fake_N=100","wave",172,7,45,56,93
"swiss_eq_fake_N=100","wave",173,21,29,42,68
"swiss_eq_fake_N=100","wave",174,5,10,37,92
"swiss_eq_fake_N=100","wave",175,51,65,83,93
"swiss_eq_fake_N=100","wave",176,16,64,79,84
"swiss_eq_fake_N=100","wave",177,20,33,42,82
"swiss_eq_fake_N=100","wave",178,44,48,82,86
"swiss_eq_fake_N=100","wave",179,33,79,91,92
"swiss_eq_fake_N=100","wave",180,4,13,40,72
"swiss_eq_fake_N=100","wave",181,21,51,71,75
"swiss_eq_fake_N=100","wave",182,4,24,50,100
"swiss_eq_fake_N=100","wave",183,66,85,86,100
"swiss_eq_fake_N=100","wave",184,22,39,42,75
"swiss_eq_fake_N=100","wave",185,1,7,68,88
"swiss_eq_fake_N=100","wave",186,14,48,69,83
"swiss_eq_fake_N=100","wave",187,3,20,47,85
"swiss_eq_fake_N=100","wave",188,56,70,85,99
"swiss_eq_fake_N=100","wave",189,10,55,63,80
"swiss_eq_fake_N=100","wave",190,14,52,62,73
"swiss_eq_fake_N=100","wave",191,19,55,80,97
"swiss_eq_fake_N=100","wave",192,15,37,38,99
"swiss_eq_fake_N=100","wave",193,3,29,94,99
"swiss_eq_fake_N=100","wave",194,19,45,72,97
"swiss_eq_fake_N=100","wave",195,20,28,38,88
"swiss_eq_fake_N=100","wave",196,4,25,83,95
"swiss_eq_fake_N=100","wave",197,4,30,37,74
"swiss_eq_fake_N=100","wave",198,35,70,89,93
"swiss_eq_fake_N=100","wave",199,55,57,94,96
"swiss_eq_fake_N=100","wave",200,18,20,37,42
"swiss_eq_fake_N=100","wave",201,1,52,67,77
"swiss_eq_fake_N=100","wave",202,39,69,72,92
"swiss_eq_fake_N=100","wave",203,8,23,56,69
"swiss_eq_fake_N=100","wave",204,13,29,46,86
"swiss_eq_fake_N=100","wave",205,14,51,56,83
"swiss_eq_fake_N=100","wave",206,7,12,36,75
"swiss_eq_fake_N=100","wave",207,19,51,60,84
"swiss_eq_fake_N=100","wave",208,31,46,55,67
"swiss_eq_fake_N=100","wave",209,52,58,73,89
"swiss_eq_fake_N=100","wave",210,25,27,63,96
"swiss_eq_fake_N=100","wave",211,16,23,43,57
"swiss_eq_fake_N=100","wave",212,43,52,58,73
"swiss_eq_fake_N=100","wave",213,21,39,52,73
"swiss_eq_fake_N=100","wave",214,7,24,77,85
"swiss_eq_fake_N=100","wave",215,4,17,24,46
"swiss_eq_fake_N=100","wave",216,2,70,86,93
"swiss_eq_fake_N=100","wave",217,15,43,54,75
"swiss_eq_fake_N=100","wave",218,26,58,71,78
"swiss_eq_fake_N=100","wave",219,14,71,78,92
"swiss_eq_fake_N=100","wave",220,14,71,93,98
"swiss_eq_fake_N=100","wave",221,4,80,81,93
"swiss_eq_fake_N=100","wave",222,1,29,67,98
"swiss_eq_fake_N=100","wave",223,43,44,49,85
"swiss_eq_fake_N=100","wave",224,22,25,98,100
"swiss_eq_fake_N=100","wave",225,3,32,85,91
"swiss_eq_fake_N=100","wave",226,23,31,60,86
"swiss_eq_fake_N=100","wave",227,1,52,67,77
"swiss_eq_fake_N=100","wave",228,63,79,87,91
"swiss_eq_fake_N=100","wave",229,10,12,28,41
"swiss_eq_fake_N=100","wave",230,19,44,85,99
"swiss_eq_fake_N=100","wave",231,8,16,19,50
"swiss_eq_fake_N=100","wave",232,64,66,68,83
"swiss_eq_fake_N=100","wave",233,3,14,85,91
"swiss_eq_fake_N=100","wave",234,22,49,61,81
"swiss_eq_fake_N=100","wave",235,13,39,63,96
"swiss_eq_fake_N=100","wave",236,10,40,79,80
"swiss_eq_fake_N=100","wave",237,18,36,51,61
"swiss_eq_fake_N=100","wave",238,1,44,68,89
"swiss_eq_fake_N=100","wave",239,23,56,57,80
"swiss_eq_fake_N=100","wave",240,21,23,66,100
"swiss_eq_fake_N=100","wave",241,18,47,55,80
"swiss_eq_fake_N=100","wave",242,19,52,87,93
"swiss_eq_fake_N=100","wave",243,6,30,54,87
"swiss_eq_fake_N=100","wave",244,69,79,82,100
"swiss_eq_fake_N=100","wave",245,8,38,78,97
"swiss_eq_fake_N=100","wave",246,28,82,90,99
"swiss_eq_fake_N=100","wave",247,38,51,80,85
"swiss_eq_fake_N=100","wave",248,31,32,45,85
"swiss_eq_fake_N=100","wave",249,8,17,40,95
"swiss_eq_fake_N=100","wave",250,5,20,52,63
"swiss_eq_fake_N=100","wave",251,1,95,98,100
"swiss_eq_fake_N=100","wave",252,70,77,89,93
"swiss_eq_fake_N=100","wave",253,3,35,48,53
"swiss_eq_fake_N=100","wave",254,4,17,45,57
"swiss_eq_fake_N=100","wave",255,4,20,24,72
"swiss_eq_fake_N=100","wave",256,2,6,38,81
"swiss_eq_fake_N=100","wave",257,11,21,28,29
"swiss_eq_fake_N=100","wave",258,6,13,31,54
"swiss_eq_fake_N=100","wave",259,5,16,62,69
"swiss_eq_fake_N=100","wave",260,22,34,60,91
"swiss_eq_fake_N=100","wave",261,1,8,54,74
"swiss_eq_fake_N=100","wave",262,21,56,70,83
"swiss_eq_fake_N=100","wave",263,42,68,86,93
"swiss_eq_fake_N=100","wave",264,24,34,53,87
"swiss_eq_fake_N=100","wave",265,30,37,65,78
"swiss_eq_fake_N=100","wave",266,32,41,62,71
"swiss_eq_fake_N=100","wave",267,34,53,79,100
"swiss_eq_fake_N=100","wave",268,4,5,84,99
"swiss_eq_fake_N=100","wave",269,13,53,67,77
"swiss_eq_fake_N=100","wave",270,45,74,75,95
"swiss_eq_fake_N=100","wave",271,20,25,67,97
"swiss_eq_fake_N=100","wave",272,29,45,58,80
"swiss_eq_fake_N=100","wave",273,5,36,52,69
"swiss_eq_fake_N=100","wave",274,41,76,94,100
"swiss_eq_fake_N=100","wave",275,4,49,54,98
"swiss_eq_fake_N=100","wave",276,11,28,29,94
"swiss_eq_fake_N=100","wave",277,4,17,30,39
"swiss_eq_fake_N=100","wave",278,51,61,64,97
"swiss_eq_fake_N=100","wave",279,13,16,39,54
"swiss_eq_fake_N=100","wave",280,55,59,63,100
"swiss_eq_fake_N=100","wave",281,10,28,55,60
"swiss_eq_fake_N=100","wave",282,9,60,69,78
"swiss_eq_fake_N=100","wave",283,22,30,53,83
"swiss_eq_fake_N=100","wave",284,19,24,35,58
"swiss_eq_fake_N=100","wave",285,37,65,78,92
"swiss_eq_fake_N=100","wave",286,61,84,91,92
"swiss_eq_fake_N=100","wave",287,42,43,48,77
"swiss_eq_fake_N=100","wave",288,78,79,95,100
"swiss_eq_fake_N=100","wave",289,5,14,69,87
"swiss_eq_fake_N=100","wave",290,14,21,47,98
"swiss_eq_fake_N=100","wave",291,33,35,36,45
"swiss_eq_fake_N=100","wave",292,21,34,44,100
"swiss_eq_fake_N=100","wave",293,7,42,54,99
"swiss_eq_fake_N=100","wave",294,15,54,60,73
"swiss_eq_fake_N=100","wave",295,38,44,49,85
"swiss_eq_fake_N=100","wave",296,79,91,95,99
"swiss_eq_fake_N=100","wave",297,15,19,23,97
"swiss_eq_fake_N=100","wave",298,13,18,29,80
"swiss_eq_fake_N=100","wave",299,4,6,55,80
"swiss_eq_fake_N=100","wave",300,12,19,26,83
"swiss_eq_fake_N=100","wave",301,15,26,68,95
"swiss_eq_fake_N=100","wave",302,11,28,29,94
"swiss_eq_fake_N=100","wave",303,38,59,70,93
"swiss_eq_fake_N=100","wave",304,27,39,95,100
"swiss_eq_fake_N=100","wave",305,9,36,75,94
"swiss_eq_fake_N=100","wave",306,50,60,90,100
"swiss_eq_fake_N=100","wave",307,23,32,36,79
"swiss_eq_fake_N=100","wave",308,7,52,88,100
"swiss_eq_fake_N=100","wave",309,29,37,60,86
"swiss_eq_fake_N=100","wave",310,13,49,84,88
"swiss_eq_fake_N=100","wave",311,18,45,80,93
"swiss_eq_fake_N=100","wave",312,42,50,90,99
"swiss_eq_fake_N=100","wave",313,31,63,72,92
"swiss_eq_fake_N=100","wave",314,2,27,63,91
"swiss_eq_fake_N=100","wave",315,18,42,97,99
"swiss_eq_fake_N=100","wave",316,36,46,69,79
"swiss_eq_fake_N=100","wave",317,9,13,22,80
"swiss_eq_fake_N=100","wave",318,14,21,27,36
"swiss_eq_fake_N=100","wave",319,4,17,24,62
"swiss_eq_fake_N=100","wave",320,23,31,86,98
"swiss_eq_fake_N=100","wave",321,21,27,56,66
"swiss_eq_fake_N=100","wave",322,1,22,61,81
"swiss_eq_fake_N=100","wave",323,30,60,73,90
"swiss_eq_fake_N=100","wave",324,16,18,60,63
"swiss_eq_fake_N=100","wave",325,8,12,20,89
"swiss_eq_fake_N=100","wave",326,22,58,98,100
"swiss_eq_fake_N=100","wave",327,4,28,29,41
"swiss_eq_fake_N=100","wave",328,10,11,55,94
"swiss_eq_fake_N=100","wave",329,2,50,66,95
"swiss_eq_fake_N=100","wave",330,20,42,52,54
"swiss_eq_fake_N=100","wave",331,11,48,67,73
"swiss_eq_fake_N=100","wave",332,38,40,44,73
"swiss_eq_fake_N=100","wave",333,7,11,37,54
"swiss_eq_fake_N=100","wave",334,1,10,49,98
"swiss_eq_fake_N=100","wave",335,11,23,51,90
"swiss_eq_fake_N=100","wave",336,35,40,45,47
"swiss_eq_fake_N=100","wave",337,56,85,88,92
"swiss_eq_fake_N=100","wave",338,4,45,74,96
"swiss_eq_fake_N=100","wave",339,39,47,83,94
"swiss_eq_fake_N=100","wave",340,25,33,36,52
"swiss_eq_fake_N=100","wave",341,22,52,76,77
"swiss_eq_fake_N=100","wave",342,11,28,54,83
"swiss_eq_fake_N=100","wave",343,56,70,82,94
"swiss_eq_fake_N=100","wave",344,19,23,30,77
"swiss_eq_fake_N=100","wave",345,11,31,46,51
"swiss_eq_fake_N=100","wave",346,3,34,95,96
"swiss_eq_fake_N=100","wave",347,21,41,56,93
"swiss_eq_fake_N=100","wave",348,16,21,27,96
"swiss_eq_fake_N=100","wave",349,24,48,64,87
"swiss_eq_fake_N=100","wave",350,33,52,58,100
"swiss_eq_fake_N=100","wave",351,6,49,54,79
"swiss_eq_fake_N=100","wave",352,38,58,61,93
"swiss_eq_fake_N=100","wave",353,10,41,76,88
"swiss_eq_fake_N=100","wave",354,22,70,74,84
"swiss_eq_fake_N=100","wave",355,18,35,45,97
"swiss_eq_fake_N=100","wave",356,22,25,75,97
"swiss_eq_fake_N=100","wave",357,8,40,78,96
"swiss_eq_fake_N=100","wave",358,11,38,48,93
"swiss_eq_fake_N=100","wave",359,3,68,79,95
"swiss_eq_fake_N=100","wave",360,1,5,26,67
"swiss_eq_fake_N=100","wave",361,1,52,90,91
"swiss_eq_fake_N=100","wave",362,11,29,33,81
"swiss_eq_fake_N=100","wave",363,30,31,72,94
"swiss_eq_fake_N=100","wave",364,13,50,84,96
"swiss_eq_fake_N=100","wave",365,27,38,40,73
"swiss_eq_fake_N=100","wave",366,23,37,66,68
"swiss_eq_fake_N=100","wave",367,51,56,63,75
"swiss_eq_fake_N=100","wave",368,25,32,73,92
"swiss_eq_fake_N=100","wave",369,2,34,53,92
"swiss_eq_fake_N=100","wave",370,23,37,68,86
"swiss_eq_fake_N=100","wave",371,12,27,66,91
"swiss_eq_fake_N=100","wave",372,17,22,24,76
"swiss_eq_fake_N=100","wave",373,57,85,90,99
"swiss_eq_fake_N=100","wave",374,17,64,84,92
"swiss_eq_fake_N=100","wave",375,42,46,71,92
"swiss_eq_fake_N=100","wave",376,6,44,65,72
"swiss_eq_fake_N=100","wave",377,10,43,59,82
"swiss_eq_fake_N=100","wave",378,55,84,92,100
"swiss_eq_fake_N=100","wave",379,4,28,41,91
"swiss_eq_fake_N=100","wave",380,37,43,65,74
"swiss_eq_fake_N=100","wave",381,3,9,32,72
"swiss_eq_fake_N=100","wave",382,2,12,41,58
"swiss_eq_fake_N=100","wave",383,8,63,65,80
"swiss_eq_fake_N=100","wave",384,4,17,62,81
"swiss_eq_fake_N=100","wave",385,6,15,59,71
"swiss_eq_fake_N=100","wave",386,8,65,78,100
"swiss_eq_fake_N=100","wave",387,17,24,58,69
"swiss_eq_fake_N=100","wave",388,51,73,84,92
"swiss_eq_fake_N=100","wave",389,3,5,10,76
"swiss_eq_fake_N=100","wave",390,8,29,97,99
"swiss_eq_fake_N=100","wave",391,37,48,65,75
"swiss_eq_fake_N=100","wave",392,6,15,61,69
"swiss_eq_fake_N=100","wave",393,12,52,67,77
"swiss_eq_fake_N=100","wave",394,37,49,81,89
"swiss_eq_fake_N=100","wave",395,28,36,83,86
"swiss_eq_fake_N=100","wave",396,18,27,84,91
"swiss_eq_fake_N=100","wave",397,11,14,48,82
"swiss_eq_fake_N=100","wave",398,22,50,74,92
"swiss_eq_fake_N=100","wave",399,19,39,72,92
"swiss_eq_fake_N=100","wave",400,13,29,39,89
"swiss_eq_fake_N=100","wave",401,10,12,38,41
"swiss_eq_fake_N=100","wave",402,18,42,97,99
"swiss_eq_fake_N=100","wave",403,84,90,91,98
"swiss_eq_fake_N=100","wave",404,22,47,51,61
"swiss_eq_fake_N=100","wave",405,20,52,93,96
"swiss_eq_fake_N=100","wave",406,23,39,47,60
"swiss_eq_fake_N=100","wave",407,9,17,24,69
"swiss_eq_fake_N=100","wave",408,5,37,56,67
"swiss_eq_fake_N=100","wave",409,21,56,60,72
"swiss_eq_fake_N=100","wave",410,11,22,28,47
"swiss_eq_fake_N=100","wave",411,46,51,61,89
"swiss_eq_fake_N=100","wave",412,42,73,90,99
"swiss_eq_fake_N=100","wave",413,14,18,24,35
"swiss_eq_fake_N=100","wave",414,13,17,53,58
"swiss_eq_fake_N=100","wave",415,5,26,53,100
"swiss_eq_fake_N=100","wave",416,23,31,90,98
"swiss_eq_fake_N=100","wave",417,21,51,56,80
"swiss_eq_fake_N=100","wave",418,19,45,74,88
"swiss_eq_fake_N=100","wave",419,25,64,97,98
"swiss_eq_fake_N=100","wave",420,49,55,62,64
"swiss_eq_fake_N=100","wave",421,8,38,74,93
"swiss_eq_fake_N=100","wave",422,48,75,89,93
"swiss_eq_fake_N=100","wave",423,30,34,95,100
"swiss_eq_fake_N=100","wave",424,7,14,51,73
"swiss_eq_fake_N=100","wave",425,15,26,29,81
"swiss_eq_fake_N=100","wave",426,36,39,69,98
"swiss_eq_fake_N=100","wave",427,51,61,64,97
"swiss_eq_fake_N=100","wave",428,8,21,50,100
"swiss_eq_fake_N=100","wave",429,22,39,56,98
"swiss_eq_fake_N=100","wave",430,7,44,77,85
"swiss_eq_fake_N=100","wave",431,18,24,35,48
"swiss_eq_fake_N=100","wave",432,55,68,80,95
"swiss_eq_fake_N=100","wave",433,22,25,98,100
"swiss_eq_fake_N=100","wave",434,1,26,69,78
"swiss_eq_fake_N=100","wave",435,8,14,17,47
"swiss_eq_fake_N=100","wave",436,27,39,53,77
"swiss_eq_fake_N=100","wave",437,9,24,53,83
"swiss_eq_fake_N=100","wave",438,10,40,88,98
"swiss_eq_fake_N=100","wave",439,24,35,71,89
"swiss_eq_fake_N=100","wave",440,50,65,66,68
"swiss_eq_fake_N=100","wave",441,3,33,36,50
"swiss_eq_fake_N=100","wave",442,7,12,52,77
"swiss_eq_fake_N=100","wave",443,11,34,56,69
"swiss_eq_fake_N=100","wave",444,59,68,79,95
"swiss_eq_fake_N=100","wave",445,10,41,62,78
"swiss_eq_fake_N=100","wave",446,44,67,85,87
"swiss_eq_fake_N=100","wave",447,6,28,29,41
"swiss_eq_fake_N=100","wave",448,1,24,68,94
"swiss_eq_fake_N=100","wave",449,10,34,44,49
"swiss_eq_fake_N=100","wave",450,30,34,47,80
"swiss_eq_fake_N=100","wave",451,4,9,70,74
"swiss_eq_fake_N=100","wave",452,2,45,63,89
"swiss_eq_fake_N=100","wave",453,4,32,85,87
"swiss_eq_fake_N=100","wave",454,4,24,49,62
"swiss_eq_fake_N=100","wave",455,4,17,30,62
"swiss_eq_fake_N=100","wave",456,2,21,57,62
"swiss_eq_fake_N=100","wave",457,13,63,73,89
"swiss_eq_fake_N=100","wave",458,57,62,73,90
"swiss_eq_fake_N=100","wave",459,14,25,73,92
"swiss_eq_fake_N=100","wave",460,12,31,96,98
"swiss_eq_fake_N=100","wave",461,55,64,80,84
"swiss_eq_fake_N=100","wave",462,20,57,82,89
"swiss_eq_fake_N=100","wave",463,19,80,81,85
"swiss_eq_fake_N=100","wave",464,48,69,75,88
"swiss_eq_fake_N=100","wave",465,26,56,67,93
"swiss_eq_fake_N=100","wave",466,24,27,96,97
"swiss_eq_fake_N=100","wave",467,2,6,54,70
"swiss_eq_fake_N=100","wave",468,32,72,96,99
"swiss_eq_fake_N=100","wave",469,7,12,26,75
"swiss_eq_fake_N=100","wave",470,36,40,94,98
"swiss_eq_fake_N=100","wave",471,1,27,33,91
"swiss_eq_fake_N=100","wave",472,39,57,67,87
"swiss_eq_fake_N=100","wave",473,6,55,67,77
"swiss_eq_fake_N=100","wave",474,1,30,47,61
"swiss_eq_fake_N=100","wave",475,2,28,53,92
"swiss_eq_fake_N=100","wave",476,6,17,48,69
"swiss_eq_fake_N=100","wave",477,30,65,78,87
"swiss_eq_fake_N=100","wave",478,9,81,90,99
"swiss_eq_fake_N=100","wave",479,31,67,78,92
"swiss_eq_fake_N=100","wave",480,7,35,42,82
"swiss_eq_fake_N=100","wave",481,34,54,81,99
"swiss_eq_fake_N=100","wave",482,5,21,26,36
"swiss_eq_fake_N=100","wave",483,13,32,71,84
"swiss_eq_fake_N=100","wave",484,5,10,13,53
"swiss_eq_fake_N=100","wave",485,13,46,73,89
"swiss_eq_fake_N=100","wave",486,63,67,77,79
"swiss_eq_fake_N=100","wave",487,5,26,32,91
"swiss_eq_fake_N=100","wave",488,52,68,69,93
"swiss_eq_fake_N=100","wave",489,38,63,70,72
"swiss_eq_fake_N=100","wave",490,6,10,34,60
"swiss_eq_fake_N=100","wave",491,12,41,43,47
"swiss_eq_fake_N=100","wave",492,34,43,92,100
"swiss_eq_fake_N=100","wave",493,8,19,61,85
"swiss_eq_fake_N=100","wave",494,19,37,48,74
"swiss_eq_fake_N=100","wave",495,24,46,65,87
"swiss_eq_fake_N=100","wave",496,27,37,77,89
"swiss_eq_fake_N=100","wave",497,5,64,81,97
"swiss_eq_fake_N=100","wave",498,34,37,60,65
