"pop","method","rep","idx1","idx2","idx3","idx4","idx5"
"meuse_eq","wave",97,16,41,83,104,141
"meuse_eq","wave",98,15,71,104,119,146
"meuse_eq","wave",99,77,92,109,125,130
"meuse_eq","wave",100,11,23,48,93,96
"meuse_eq","wave",101,21,49,72,92,143
"meuse_eq","wave",102,2,34,100,115,128
"meuse_eq","wave",103,40,84,107,116,140
"meuse_eq","wave",104,20,30,57,110,147
"meuse_eq","wave",105,3,33,58,77,137
"meuse_eq","wave",106,19,85,125,153,155
"meuse_eq","wave",107,29,48,85,118,153
"meuse_eq","wave",108,16,37,54,97,108
"meuse_eq","wave",109,32,58,71,109,148
"meuse_eq","wave",110,4,39,56,110,152
"meuse_eq","wave",111,33,71,92,107,123
"meuse_eq","wave",112,17,52,60,75,143
"meuse_eq","wave",113,15,52,65,69,141
"meuse_eq","wave",114,10,41,76,114,155
"meuse_eq","wave",115,17,48,115,118,152
"meuse_eq","wave",116,1,33,48,85,151
"meuse_eq","wave",117,2,37,87,110,127
"meuse_eq","wave",118,23,52,66,92,95
"meuse_eq","wave",119,27,51,83,111,141
"meuse_eq","wave",120,29,86,125,138,155
"meuse_eq","wave",121,17,54,93,97,131
"meuse_eq","wave",122,5,36,99,105,122
"meuse_eq","wave",123,15,52,76,106,117
"meuse_eq","wave",124,8,36,86,95,143
"meuse_eq","wave",125,2,23,70,120,154
"meuse_eq","wave",126,21,98,123,128,148
"meuse_eq","wave",127,56,80,130,131,145
"meuse_eq","wave",128,5,46,97,125,148
"meuse_eq","wave",129,24,87,103,119,145
"meuse_eq","wave",130,6,41,78,96,136
"meuse_eq","wave",131,6,20,53,98,105
"meuse_eq","wave",132,54,72,118,130,144
"meuse_eq","wave",133,21,30,56,99,105
"meuse_eq","wave",134,26,45,83,131,150
"meuse_eq","wave",135,2,34,53,75,114
"meuse_eq","wave",136,14,39,50,72,111
"meuse_eq","wave",137,14,44,78,86,101
"meuse_eq","wave",138,13,18,58,97,104
"meuse_eq","wave",139,5,38,71,110,146
"meuse_eq","wave",140,6,21,78,101,120
"meuse_eq","wave",141,68,78,132,133,143
"meuse_eq","wave",142,9,52,72,135,144
"meuse_eq","wave",143,9,20,49,90,97
"meuse_eq","wave",144,2,29,91,112,127
"meuse_eq","wave",145,13,31,46,85,155
"meuse_eq","wave",146,15,46,64,80,95
"meuse_eq","wave",147,48,61,68,133,147
"meuse_eq","wave",148,19,30,49,81,142
"meuse_eq","wave",149,36,62,71,146,155
"meuse_eq","wave",150,10,20,68,78,123
"meuse_eq","wave",151,19,92,97,125,149
"meuse_eq","wave",152,15,54,63,96,106
"meuse_eq","wave",153,22,65,73,102,121
"meuse_eq","wave",154,17,98,105,117,148
"meuse_eq","wave",155,32,52,67,69,90
"meuse_eq","wave",156,26,32,74,108,122
"meuse_eq","wave",157,28,59,83,109,140
"meuse_eq","wave",158,23,31,85,92,107
"meuse_eq","wave",159,29,55,93,103,134
"meuse_eq","wave",160,13,35,51,71,146
"meuse_eq","wave",161,18,63,82,134,140
"meuse_eq","wave",162,37,48,84,122,144
"meuse_eq","wave",163,1,38,92,97,120
"meuse_eq","wave",164,30,38,74,78,105
"meuse_eq","wave",165,6,39,55,70,142
"meuse_eq","wave",166,14,67,92,132,144
"meuse_eq","wave",167,16,53,83,104,141
"meuse_eq","wave",168,12,47,60,87,103
"meuse_eq","wave",169,15,33,55,88,143
"meuse_eq","wave",170,17,67,100,104,123
"meuse_eq","wave",171,57,67,88,129,134
"meuse_eq","wave",172,19,31,81,120,141
"meuse_eq","wave",173,18,55,74,110,134
"meuse_eq","wave",174,14,42,75,136,147
"meuse_eq","wave",175,9,59,70,110,147
"meuse_eq","wave",176,56,72,84,113,130
"meuse_eq","wave",177,3,23,50,99,136
"meuse_eq","wave",178,30,40,65,92,104
"meuse_eq","wave",179,3,32,113,119,139
"meuse_eq","wave",180,8,54,92,97,137
"meuse_eq","wave",181,26,69,73,115,127
"meuse_eq","wave",182,44,64,118,130,152
"meuse_eq","wave",183,13,34,59,113,140
"meuse_eq","wave",184,11,43,63,91,109
"meuse_eq","wave",185,5,21,50,92,97
"meuse_eq","wave",186,21,24,71,120,146
"meuse_eq","wave",187,28,65,107,123,151
"meuse_eq","wave",188,8,38,51,73,94
"meuse_eq","wave",189,13,43,60,131,140
"meuse_eq","wave",190,16,66,113,124,153
"meuse_eq","wave",191,29,59,79,111,146
"meuse_eq","wave",192,17,32,51,68,89
"meuse_eq","wave",193,88,111,132,133,144
"meuse_eq","wave",194,21,46,64,69,140
"meuse_eq","wave",195,7,36,50,65,151
"meuse_eq","wave",196,11,37,55,88,135
"meuse_eq","wave",197,18,96,111,125,150
"meuse_eq","wave",198,2,23,53,81,137
"meuse_eq","wave",199,31,40,54,85,144
"meuse_eq","wave",200,9,41,63,78,94
"meuse_eq","wave",201,5,37,57,107,139
"meuse_eq","wave",202,26,45,63,73,110
"meuse_eq","wave",203,17,44,68,72,94
"meuse_eq","wave",204,4,42,50,70,149
"meuse_eq","wave",205,35,91,112,125,133
"meuse_eq","wave",206,4,33,49,100,104
"meuse_eq","wave",207,18,85,88,101,132
"meuse_eq","wave",208,12,52,76,136,151
"meuse_eq","wave",209,11,38,69,74,121
"meuse_eq","wave",210,30,61,71,104,146
"meuse_eq","wave",211,2,33,50,115,145
"meuse_eq","wave",212,80,113,124,129,146
"meuse_eq","wave",213,80,86,128,133,142
"meuse_eq","wave",214,19,31,85,120,150
"meuse_eq","wave",215,9,35,49,66,150
"meuse_eq","wave",216,3,22,57,99,104
"meuse_eq","wave",217,18,50,58,98,147
"meuse_eq","wave",218,3,23,51,66,154
"meuse_eq","wave",219,8,21,57,99,106
"meuse_eq","wave",220,44,51,65,84,149
"meuse_eq","wave",221,27,53,77,117,118
"meuse_eq","wave",222,6,48,85,90,133
"meuse_eq","wave",223,17,44,61,73,109
"meuse_eq","wave",224,25,39,79,95,113
"meuse_eq","wave",225,27,56,71,107,144
"meuse_eq","wave",226,107,112,124,129,140
"meuse_eq","wave",227,21,34,104,123,145
"meuse_eq","wave",228,3,39,72,137,144
"meuse_eq","wave",229,17,36,75,107,122
"meuse_eq","wave",230,15,53,69,106,138
"meuse_eq","wave",231,4,20,53,68,89
"meuse_eq","wave",232,9,71,132,141,155
"meuse_eq","wave",233,7,81,123,137,141
"meuse_eq","wave",234,3,41,55,96,104
"meuse_eq","wave",235,1,29,93,97,120
"meuse_eq","wave",236,11,42,66,90,143
"meuse_eq","wave",237,38,85,92,109,143
"meuse_eq","wave",238,26,80,106,123,142
"meuse_eq","wave",239,20,30,82,98,120
"meuse_eq","wave",240,21,61,93,107,145
"meuse_eq","wave",241,8,37,100,107,116
"meuse_eq","wave",242,12,46,113,127,139
"meuse_eq","wave",243,2,31,59,71,131
"meuse_eq","wave",244,5,58,66,82,152
"meuse_eq","wave",245,6,47,112,130,138
"meuse_eq","wave",246,6,19,63,82,91
"meuse_eq","wave",247,27,55,83,125,141
"meuse_eq","wave",248,22,49,64,100,118
"meuse_eq","wave",249,32,55,90,136,146
"meuse_eq","wave",250,8,73,112,122,126
"meuse_eq","wave",251,2,34,61,78,128
"meuse_eq","wave",252,3,32,95,116,125
"meuse_eq","wave",253,5,19,49,65,151
"meuse_eq","wave",254,26,42,62,104,140
"meuse_eq","wave",255,42,84,96,108,150
"meuse_eq","wave",256,29,75,111,125,137
"meuse_eq","wave",257,3,20,88,102,122
"meuse_eq","wave",258,88,116,128,133,145
"meuse_eq","wave",259,15,73,122,126,143
"meuse_eq","wave",260,52,76,99,130,135
"meuse_eq","wave",261,24,50,53,66,147
"meuse_eq","wave",262,14,46,60,88,149
"meuse_eq","wave",263,45,84,98,109,148
"meuse_eq","wave",264,8,37,51,65,90
"meuse_eq","wave",265,8,45,80,111,148
"meuse_eq","wave",266,1,33,62,96,137
"meuse_eq","wave",267,3,34,85,134,147
"meuse_eq","wave",268,43,84,89,109,116
"meuse_eq","wave",269,30,40,51,83,150
"meuse_eq","wave",270,1,34,95,123,148
"meuse_eq","wave",271,24,36,56,70,105
"meuse_eq","wave",272,25,52,67,91,113
"meuse_eq","wave",273,57,73,100,107,133
"meuse_eq","wave",274,5,23,110,125,140
"meuse_eq","wave",275,15,46,83,103,142
"meuse_eq","wave",276,17,61,75,82,126
"meuse_eq","wave",277,21,93,96,110,123
"meuse_eq","wave",278,52,81,118,129,141
"meuse_eq","wave",279,8,39,62,77,109
"meuse_eq","wave",280,4,34,51,66,151
"meuse_eq","wave",281,37,110,121,129,153
"meuse_eq","wave",282,17,36,89,117,131
"meuse_eq","wave",283,18,53,65,100,109
"meuse_eq","wave",284,14,45,88,97,137
"meuse_eq","wave",285,32,55,69,87,106
"meuse_eq","wave",286,18,93,95,105,122
"meuse_eq","wave",287,3,46,60,100,104
"meuse_eq","wave",288,13,26,52,76,136
"meuse_eq","wave",289,26,45,57,75,136
"meuse_eq","wave",290,37,58,70,109,141
"meuse_eq","wave",291,29,62,74,94,132
"meuse_eq","wave",292,25,41,60,99,111
"meuse_eq","wave",293,2,21,50,102,141
"meuse_eq","wave",294,2,33,58,70,148
"meuse_eq","wave",295,14,80,121,126,143
"meuse_eq","wave",296,10,43,65,94,147
"meuse_eq","wave",297,4,38,77,107,121
"meuse_eq","wave",298,17,72,124,131,144
"meuse_eq","wave",299,5,38,49,65,153
"meuse_eq","wave",300,6,43,62,103,139
"meuse_eq","wave",301,47,55,91,112,129
"meuse_eq","wave",302,7,37,57,107,139
"meuse_eq","wave",303,36,55,87,111,146
"meuse_eq","wave",304,7,40,83,103,141
"meuse_eq","wave",305,2,36,58,81,149
"meuse_eq","wave",306,16,34,44,66,93
"meuse_eq","wave",307,7,35,55,68,148
"meuse_eq","wave",308,37,70,78,110,122
"meuse_eq","wave",309,25,41,65,105,150
"meuse_eq","wave",310,20,74,120,136,147
"meuse_eq","wave",311,32,51,81,103,147
"meuse_eq","wave",312,6,33,56,104,146
"meuse_eq","wave",313,2,34,97,119,148
"meuse_eq","wave",314,10,40,65,82,153
"meuse_eq","wave",315,6,20,73,102,123
"meuse_eq","wave",316,4,34,57,89,102
"meuse_eq","wave",317,54,67,95,133,134
"meuse_eq","wave",318,59,71,133,136,153
"meuse_eq","wave",319,22,71,118,119,146
"meuse_eq","wave",320,43,84,92,96,107
"meuse_eq","wave",321,7,33,49,79,122
"meuse_eq","wave",322,7,37,57,72,143
"meuse_eq","wave",323,48,90,133,136,155
"meuse_eq","wave",324,2,34,97,117,128
"meuse_eq","wave",325,32,72,111,123,148
"meuse_eq","wave",326,12,52,135,136,138
"meuse_eq","wave",327,18,41,61,77,104
"meuse_eq","wave",328,37,49,88,113,142
"meuse_eq","wave",329,29,78,110,120,143
"meuse_eq","wave",330,3,37,103,122,139
"meuse_eq","wave",331,4,33,54,108,140
"meuse_eq","wave",332,11,38,80,135,145
"meuse_eq","wave",333,17,69,122,126,139
"meuse_eq","wave",334,15,33,118,132,140
"meuse_eq","wave",335,1,20,31,99,120
"meuse_eq","wave",336,2,59,72,131,152
"meuse_eq","wave",337,25,41,70,135,150
"meuse_eq","wave",338,10,39,56,90,105
"meuse_eq","wave",339,38,66,76,84,123
"meuse_eq","wave",340,18,59,69,87,145
"meuse_eq","wave",341,27,47,66,136,140
"meuse_eq","wave",342,31,53,64,74,105
"meuse_eq","wave",343,29,97,110,125,146
"meuse_eq","wave",344,27,47,85,91,118
"meuse_eq","wave",345,28,59,70,86,102
"meuse_eq","wave",346,19,89,102,115,125
"meuse_eq","wave",347,24,45,65,108,151
"meuse_eq","wave",348,11,47,63,89,102
"meuse_eq","wave",349,32,68,84,132,139
"meuse_eq","wave",350,27,53,83,108,150
"meuse_eq","wave",351,11,47,70,117,144
"meuse_eq","wave",352,28,59,71,109,146
"meuse_eq","wave",353,1,23,58,83,142
"meuse_eq","wave",354,33,56,72,104,144
"meuse_eq","wave",355,9,45,76,136,150
"meuse_eq","wave",356,5,38,82,123,150
"meuse_eq","wave",357,2,47,93,115,155
"meuse_eq","wave",358,9,39,51,79,96
"meuse_eq","wave",359,14,20,55,137,151
"meuse_eq","wave",360,15,100,116,117,126
"meuse_eq","wave",361,12,44,56,74,109
"meuse_eq","wave",362,90,92,97,125,133
"meuse_eq","wave",363,27,42,59,76,135
"meuse_eq","wave",364,8,31,41,73,122
"meuse_eq","wave",365,24,50,57,112,152
"meuse_eq","wave",366,28,75,103,121,127
"meuse_eq","wave",367,25,73,82,97,130
"meuse_eq","wave",368,14,46,90,103,115
"meuse_eq","wave",369,17,36,51,112,152
"meuse_eq","wave",370,4,23,48,112,139
"meuse_eq","wave",371,18,59,66,95,109
"meuse_eq","wave",372,5,33,90,102,114
"meuse_eq","wave",373,13,19,49,69,71
"meuse_eq","wave",374,24,39,56,67,153
"meuse_eq","wave",375,54,106,116,130,149
"meuse_eq","wave",376,12,75,97,121,128
"meuse_eq","wave",377,29,59,77,113,142
"meuse_eq","wave",378,15,44,63,82,91
"meuse_eq","wave",379,14,40,61,75,136
"meuse_eq","wave",380,42,64,84,89,102
"meuse_eq","wave",381,11,43,107,114,139
"meuse_eq","wave",382,3,23,64,127,154
"meuse_eq","wave",383,1,41,60,72,118
"meuse_eq","wave",384,31,52,92,135,138
"meuse_eq","wave",385,29,54,67,105,138
"meuse_eq","wave",386,1,23,55,131,145
"meuse_eq","wave",387,9,43,57,72,96
"meuse_eq","wave",388,10,44,56,82,99
"meuse_eq","wave",389,13,34,48,97,148
"meuse_eq","wave",390,17,27,59,90,110
"meuse_eq","wave",391,8,34,67,95,132
"meuse_eq","wave",392,30,67,93,125,133
"meuse_eq","wave",393,44,81,101,129,132
"meuse_eq","wave",394,10,33,88,101,119
"meuse_eq","wave",395,30,39,52,90,136
"meuse_eq","wave",396,29,48,93,96,114
"meuse_eq","wave",397,7,42,60,108,142
"meuse_eq","wave",398,22,59,69,74,124
"meuse_eq","wave",399,27,66,69,89,125
"meuse_eq","wave",400,1,41,87,135,143
"meuse_eq","wave",401,4,38,91,114,155
"meuse_eq","wave",402,10,38,69,79,123
"meuse_eq","wave",403,14,81,119,137,141
"meuse_eq","wave",404,1,23,47,91,112
"meuse_eq","wave",405,17,70,118,125,153
"meuse_eq","wave",406,3,32,51,71,145
"meuse_eq","wave",407,28,58,72,103,143
"meuse_eq","wave",408,8,19,91,112,124
"meuse_eq","wave",409,1,36,51,83,141
"meuse_eq","wave",410,13,78,115,125,143
"meuse_eq","wave",411,9,41,64,82,99
"meuse_eq","wave",412,8,20,101,116,128
"meuse_eq","wave",413,31,59,74,109,142
"meuse_eq","wave",414,8,42,85,104,152
"meuse_eq","wave",415,7,35,52,80,113
"meuse_eq","wave",416,31,99,104,124,150
"meuse_eq","wave",417,27,42,79,94,117
"meuse_eq","wave",418,9,47,80,137,145
"meuse_eq","wave",419,17,46,77,87,114
"meuse_eq","wave",420,9,54,88,111,143
"meuse_eq","wave",421,13,42,65,131,144
"meuse_eq","wave",422,34,115,119,153,154
"meuse_eq","wave",423,23,49,55,115,150
"meuse_eq","wave",424,52,77,114,130,141
"meuse_eq","wave",425,8,41,61,77,109
"meuse_eq","wave",426,6,42,111,123,152
"meuse_eq","wave",427,4,23,74,108,117
"meuse_eq","wave",428,3,40,88,99,135
"meuse_eq","wave",429,3,23,98,120,148
"meuse_eq","wave",430,13,35,50,80,95
"meuse_eq","wave",431,25,37,78,106,122
"meuse_eq","wave",432,10,47,61,91,112
"meuse_eq","wave",433,4,20,58,109,152
"meuse_eq","wave",434,18,62,88,94,119
"meuse_eq","wave",435,48,85,130,143,153
"meuse_eq","wave",436,27,77,102,114,132
"meuse_eq","wave",437,26,54,111,133,139
"meuse_eq","wave",438,16,79,104,126,146
"meuse_eq","wave",439,17,59,67,79,143
"meuse_eq","wave",440,7,36,55,77,137
"meuse_eq","wave",441,13,35,115,125,138
"meuse_eq","wave",442,15,35,46,68,150
"meuse_eq","wave",443,12,37,46,91,113
"meuse_eq","wave",444,9,61,69,87,144
"meuse_eq","wave",445,15,44,67,93,142
"meuse_eq","wave",446,4,22,72,120,144
"meuse_eq","wave",447,41,57,69,73,84
"meuse_eq","wave",448,4,23,71,120,144
"meuse_eq","wave",449,18,61,68,98,134
"meuse_eq","wave",450,19,34,50,83,141
"meuse_eq","wave",451,20,24,46,67,151
"meuse_eq","wave",452,24,45,106,114,139
"meuse_eq","wave",453,17,56,67,105,153
"meuse_eq","wave",454,1,32,61,71,109
"meuse_eq","wave",455,12,44,113,138,147
"meuse_eq","wave",456,24,76,82,114,127
"meuse_eq","wave",457,12,47,51,112,140
"meuse_eq","wave",458,15,47,93,96,113
"meuse_eq","wave",459,30,38,100,117,134
"meuse_eq","wave",460,37,54,69,73,133
"meuse_eq","wave",461,9,39,77,114,143
"meuse_eq","wave",462,12,47,76,115,118
"meuse_eq","wave",463,3,36,56,93,96
"meuse_eq","wave",464,18,36,79,106,122
"meuse_eq","wave",465,30,40,60,131,138
"meuse_eq","wave",466,4,23,98,121,148
"meuse_eq","wave",467,37,59,65,133,151
"meuse_eq","wave",468,10,42,99,114,143
"meuse_eq","wave",469,4,32,49,153,154
"meuse_eq","wave",470,30,38,50,64,100
"meuse_eq","wave",471,27,37,91,112,132
"meuse_eq","wave",472,50,62,74,94,130
"meuse_eq","wave",473,12,22,47,112,140
"meuse_eq","wave",474,24,46,60,103,140
"meuse_eq","wave",475,9,38,81,137,142
"meuse_eq","wave",476,11,40,51,99,112
"meuse_eq","wave",477,1,33,55,80,142
"meuse_eq","wave",478,30,38,65,104,151
"meuse_eq","wave",479,24,37,106,115,138
"meuse_eq","wave",480,27,44,78,83,101
"meuse_eq","wave",481,27,42,56,90,131
"meuse_eq","wave",482,49,64,88,102,129
"meuse_eq","wave",483,25,86,100,118,125
"meuse_eq","wave",484,8,37,110,132,152
"meuse_eq","wave",485,26,32,45,98,148
"meuse_eq","wave",486,19,60,72,105,144
"meuse_eq","wave",487,19,46,54,73,105
"meuse_eq","wave",488,24,45,75,114,155
"meuse_eq","wave",489,29,55,72,137,146
"meuse_eq","wave",490,13,34,54,80,105
"meuse_eq","wave",491,9,52,96,100,109
"meuse_eq","wave",492,29,48,65,85,144
"meuse_eq","wave",493,48,62,79,133,137
"meuse_eq","wave",494,25,40,58,113,142
"meuse_eq","wave",495,32,51,52,80,144
"meuse_eq","wave",496,44,62,76,82,130
"meuse_eq","wave",497,33,50,72,85,142
"meuse_eq","wave",498,27,48,67,102,153
"meuse_eq","wave",499,9,39,65,103,151
"meuse_eq","wave",500,6,21,59,66,94
"meuse_eq","wave",501,28,71,103,125,143
"meuse_eq","wave",502,10,57,87,130,142
"meuse_eq","wave",503,33,54,74,104,146
"meuse_eq","wave",504,28,43,86,118,140
"meuse_eq","wave",505,80,85,121,133,142
"meuse_eq","wave",506,11,38,61,74,107
"meuse_eq","wave",507,59,66,69,93,95
"meuse_eq","wave",508,2,33,58,91,114
"meuse_eq","wave",509,11,39,64,71,92
"meuse_eq","wave",510,12,36,46,68,139
"meuse_eq","wave",511,27,97,104,125,150
"meuse_eq","wave",512,9,43,115,152,155
"meuse_eq","wave",513,1,34,49,70,144
"meuse_eq","wave",514,67,80,93,119,130
"meuse_eq","wave",515,52,58,84,136,138
"meuse_eq","wave",516,27,78,101,110,128
"meuse_eq","wave",517,44,57,79,84,97
"meuse_eq","wave",518,1,33,53,73,102
"meuse_eq","wave",519,34,45,66,93,95
"meuse_eq","wave",520,13,20,56,73,110
"meuse_eq","wave",521,11,37,55,137,140
"meuse_eq","wave",522,18,55,69,134,148
"meuse_eq","wave",523,13,35,53,76,111
"meuse_eq","wave",524,4,19,81,131,149
"meuse_eq","wave",525,50,55,68,133,152
"meuse_eq","wave",526,22,30,116,128,140
"meuse_eq","wave",527,25,50,81,94,145
"meuse_eq","wave",528,9,44,61,69,88
"meuse_eq","wave",529,10,45,73,86,143
"meuse_eq","wave",530,8,35,72,93,119
"meuse_eq","wave",531,13,31,55,88,128
"meuse_eq","wave",532,27,74,82,121,126
"meuse_eq","wave",533,32,49,62,90,154
"meuse_eq","wave",534,7,35,49,66,96
"meuse_eq","wave",535,16,67,90,132,150
"meuse_eq","wave",536,6,39,51,93,142
"meuse_eq","wave",537,25,101,113,124,139
"meuse_eq","wave",538,29,72,105,121,144
"meuse_eq","wave",539,33,57,70,95,106
"meuse_eq","wave",540,24,44,82,86,138
"meuse_eq","wave",541,9,39,80,114,142
"meuse_eq","wave",542,14,38,59,71,104
"meuse_eq","wave",543,3,35,80,123,145
"meuse_eq","wave",544,17,59,67,89,105
"meuse_eq","wave",545,11,36,88,111,125
"meuse_eq","wave",546,13,87,124,136,141
"meuse_eq","wave",547,16,61,98,127,137
"meuse_eq","wave",548,24,27,47,112,139
"meuse_eq","wave",549,5,36,57,107,151
"meuse_eq","wave",550,29,49,64,124,140
"meuse_eq","wave",551,6,15,43,136,140
"meuse_eq","wave",552,13,79,94,117,126
"meuse_eq","wave",553,3,35,49,53,67
"meuse_eq","wave",554,41,84,88,116,154
"meuse_eq","wave",555,18,36,85,119,142
"meuse_eq","wave",556,17,44,64,81,94
"meuse_eq","wave",557,16,42,61,77,131
"meuse_eq","wave",558,9,34,53,111,139
"meuse_eq","wave",559,16,32,47,65,96
"meuse_eq","wave",560,12,63,126,131,145
"meuse_eq","wave",561,17,18,48,78,112
"meuse_eq","wave",562,15,52,86,118,139
"meuse_eq","wave",563,7,37,85,90,142
"meuse_eq","wave",564,27,43,67,82,93
"meuse_eq","wave",565,25,40,97,117,134
"meuse_eq","wave",566,9,23,71,110,123
"meuse_eq","wave",567,30,37,86,89,105
"meuse_eq","wave",568,22,49,82,139,150
"meuse_eq","wave",569,11,43,69,79,141
"meuse_eq","wave",570,6,20,71,94,119
"meuse_eq","wave",571,6,124,129,136,138
"meuse_eq","wave",572,3,21,58,71,109
"meuse_eq","wave",573,25,47,73,112,153
"meuse_eq","wave",574,29,52,66,109,150
"meuse_eq","wave",575,14,44,78,86,143
"meuse_eq","wave",576,11,33,46,65,90
"meuse_eq","wave",577,10,13,53,104,152
"meuse_eq","wave",578,14,60,97,124,155
"meuse_eq","wave",579,7,40,93,94,121
"meuse_eq","wave",580,18,41,48,90,99
"meuse_eq","wave",581,21,46,91,112,155
"meuse_eq","wave",582,35,53,84,100,136
"meuse_eq","wave",583,31,64,105,124,141
"meuse_eq","wave",584,30,67,82,124,139
"meuse_eq","wave",585,7,27,111,125,139
"meuse_eq","wave",586,23,80,123,135,144
"meuse_eq","wave",587,29,77,117,118,126
"meuse_eq","wave",588,2,45,115,123,152
"meuse_eq","wave",589,46,86,117,133,140
"meuse_eq","wave",590,22,24,55,72,145
"meuse_eq","wave",591,85,92,95,119,129
"meuse_eq","wave",592,15,47,80,100,137
"meuse_eq","wave",593,24,45,115,126,153
"meuse_eq","wave",594,2,61,113,127,152
"meuse_eq","wave",595,8,21,58,97,148
"meuse_eq","wave",596,2,36,81,114,154
"meuse_eq","wave",597,49,88,95,115,130
"meuse_eq","wave",598,3,36,97,104,142
"meuse_eq","wave",599,20,31,55,71,104
"meuse_eq","wave",600,43,84,88,94,122
"meuse_eq","wave",601,29,58,67,89,127
"meuse_eq","wave",602,19,56,84,136,138
"meuse_eq","wave",603,29,60,102,132,139
"meuse_eq","wave",604,6,19,80,105,124
"meuse_eq","wave",605,20,29,63,90,107
"meuse_eq","wave",606,31,43,92,96,120
