pop,method,rep,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx10,idx11,idx12,idx13,idx14,idx15,idx16
swiss_uneq_fake_N=100,wave,45,4,5,7,10,11,18,23,35,43,45,46,65,66,76,89,99
swiss_uneq_fake_N=100,wave,46,7,8,10,11,14,18,20,23,43,65,66,74,76,79,89,90
swiss_uneq_fake_N=100,wave,47,7,10,13,14,16,18,21,34,43,61,65,66,67,80,88,89
swiss_uneq_fake_N=100,wave,48,7,10,17,18,20,21,23,37,43,62,65,66,67,75,89,98
swiss_uneq_fake_N=100,wave,49,4,7,10,11,18,20,23,36,42,43,62,66,67,83,89,97
swiss_uneq_fake_N=100,wave,50,4,7,10,11,18,20,21,23,31,42,43,46,66,81,83,89
swiss_uneq_fake_N=100,wave,51,2,7,8,10,11,14,18,20,25,43,66,67,71,85,88,90
swiss_uneq_fake_N=100,wave,52,5,7,10,18,20,31,35,42,43,54,60,65,66,67,89,97
swiss_uneq_fake_N=100,wave,53,4,7,10,18,22,43,45,50,56,62,66,67,75,80,89,97
swiss_uneq_fake_N=100,wave,54,4,5,7,9,10,18,20,23,43,46,65,66,67,81,91,98
swiss_uneq_fake_N=100,wave,55,3,7,10,18,20,43,45,65,66,67,71,72,75,76,89,97
swiss_uneq_fake_N=100,wave,56,7,10,11,18,20,23,42,43,46,53,65,66,67,77,83,89
swiss_uneq_fake_N=100,wave,57,4,7,10,11,18,20,31,43,45,54,62,66,67,72,89,97
swiss_uneq_fake_N=100,wave,58,7,10,11,18,23,27,31,43,45,46,65,66,67,72,76,89
swiss_uneq_fake_N=100,wave,59,7,10,18,31,43,45,46,65,66,67,72,75,76,80,89,95
swiss_uneq_fake_N=100,wave,60,6,7,10,18,20,21,23,27,36,43,45,60,65,66,76,89
swiss_uneq_fake_N=100,wave,61,7,10,18,21,28,43,45,46,56,65,66,67,75,88,89,99
swiss_uneq_fake_N=100,wave,62,7,10,11,18,23,35,43,46,47,51,66,67,87,90,95,98
swiss_uneq_fake_N=100,wave,63,7,10,18,20,35,43,45,46,60,65,66,67,69,77,79,85
swiss_uneq_fake_N=100,wave,64,7,10,11,18,31,35,42,43,50,62,65,66,67,81,90,97
swiss_uneq_fake_N=100,wave,65,4,7,10,13,18,20,23,31,37,43,66,67,75,76,81,89
swiss_uneq_fake_N=100,wave,66,7,10,12,18,43,45,46,60,65,66,72,75,80,89,90,100
swiss_uneq_fake_N=100,wave,67,7,10,11,14,18,35,43,45,65,66,67,72,76,88,89,90
swiss_uneq_fake_N=100,wave,68,2,7,8,10,11,18,23,37,42,43,66,67,71,76,89,90
swiss_uneq_fake_N=100,wave,69,4,7,10,11,18,20,23,43,45,46,66,67,76,77,83,89
swiss_uneq_fake_N=100,wave,70,1,7,8,10,14,18,20,42,43,50,61,66,88,89,90,96
swiss_uneq_fake_N=100,wave,71,7,10,18,26,42,43,46,47,66,67,75,85,86,87,89,95
swiss_uneq_fake_N=100,wave,72,7,10,18,20,21,34,43,46,65,66,69,70,75,77,85,89
swiss_uneq_fake_N=100,wave,73,5,7,10,16,18,42,43,46,65,66,67,75,80,81,86,88
swiss_uneq_fake_N=100,wave,74,4,7,10,11,17,18,23,43,45,58,66,67,89,97,99,100
swiss_uneq_fake_N=100,wave,75,7,10,14,18,20,25,31,43,45,50,65,66,67,75,88,89
swiss_uneq_fake_N=100,wave,76,7,10,18,20,25,43,45,46,66,67,75,77,85,88,89,90
swiss_uneq_fake_N=100,wave,77,3,7,8,9,10,18,20,23,37,42,43,65,66,67,75,89
swiss_uneq_fake_N=100,wave,78,4,7,10,11,14,18,23,43,45,49,65,66,67,76,80,83
swiss_uneq_fake_N=100,wave,79,7,10,11,18,20,31,35,42,43,46,64,65,66,72,89,90
swiss_uneq_fake_N=100,wave,80,2,7,10,11,18,20,21,42,43,46,50,65,66,83,88,89
swiss_uneq_fake_N=100,wave,81,3,7,10,18,20,21,31,42,43,46,50,65,66,75,88,89
swiss_uneq_fake_N=100,wave,82,2,3,7,8,10,12,15,18,43,46,65,66,67,75,80,89
swiss_uneq_fake_N=100,wave,83,4,7,8,10,11,12,16,18,27,43,46,65,66,67,72,77
swiss_uneq_fake_N=100,wave,84,4,7,10,18,20,23,31,43,46,51,52,55,61,65,66,67
swiss_uneq_fake_N=100,wave,85,4,7,9,10,18,23,31,42,43,52,66,75,80,89,95,97
swiss_uneq_fake_N=100,wave,86,7,10,18,20,23,35,42,43,60,65,66,67,81,84,95,97
swiss_uneq_fake_N=100,wave,87,4,5,7,10,11,18,28,35,43,45,46,56,65,66,67,87
swiss_uneq_fake_N=100,wave,88,4,5,7,10,18,20,31,37,43,45,52,66,75,76,82,89
swiss_uneq_fake_N=100,wave,89,2,7,10,14,18,28,43,45,46,47,66,67,85,89,90,99
swiss_uneq_fake_N=100,wave,90,2,7,10,18,27,28,30,43,46,50,65,66,67,80,88,90
swiss_uneq_fake_N=100,wave,91,7,10,14,18,23,43,45,65,66,67,75,76,80,87,89,91
swiss_uneq_fake_N=100,wave,92,7,10,18,31,34,43,45,62,66,67,71,75,80,89,90,97
swiss_uneq_fake_N=100,wave,93,7,8,10,11,18,20,21,31,42,43,65,66,67,78,88,97
swiss_uneq_fake_N=100,wave,94,7,10,17,18,20,21,23,27,43,45,65,66,67,89,92,97
swiss_uneq_fake_N=100,wave,95,7,10,11,17,18,23,28,43,45,46,65,66,67,89,90,99
swiss_uneq_fake_N=100,wave,96,7,8,10,14,17,18,20,21,23,43,56,65,66,67,89,98
swiss_uneq_fake_N=100,wave,97,1,4,7,8,10,14,18,23,42,43,65,66,80,83,89,100
swiss_uneq_fake_N=100,wave,98,7,10,18,20,28,29,43,44,45,46,50,65,66,75,89,90
swiss_uneq_fake_N=100,wave,99,7,10,18,22,31,43,46,50,65,66,67,70,75,80,89,90
swiss_uneq_fake_N=100,wave,100,7,10,18,31,41,43,45,58,65,66,80,85,86,89,95,97
swiss_uneq_fake_N=100,wave,101,2,7,10,11,18,21,23,42,43,46,65,66,67,76,83,89
swiss_uneq_fake_N=100,wave,102,7,8,10,14,15,18,20,31,43,53,65,66,67,72,75,86
swiss_uneq_fake_N=100,wave,103,7,10,11,18,20,21,34,43,51,56,65,66,83,84,88,89
swiss_uneq_fake_N=100,wave,104,4,7,9,10,11,14,18,23,36,43,45,65,66,67,80,83
swiss_uneq_fake_N=100,wave,105,7,8,10,18,20,21,23,42,43,60,62,65,66,77,83,89
swiss_uneq_fake_N=100,wave,106,4,5,7,9,10,11,18,20,23,35,37,43,45,56,66,89
swiss_uneq_fake_N=100,wave,107,7,10,12,18,43,45,66,67,71,72,75,76,80,87,90,97
swiss_uneq_fake_N=100,wave,108,4,5,7,10,11,18,20,21,23,35,43,45,46,56,66,89
swiss_uneq_fake_N=100,wave,109,7,10,18,21,28,43,45,46,66,67,72,75,80,88,89,100
swiss_uneq_fake_N=100,wave,110,7,10,18,20,26,42,43,46,47,50,66,67,75,77,89,90
swiss_uneq_fake_N=100,wave,111,7,10,11,18,20,23,27,31,43,46,65,66,67,81,89,90
swiss_uneq_fake_N=100,wave,112,4,7,9,10,18,20,23,31,37,43,45,60,65,66,67,89
swiss_uneq_fake_N=100,wave,113,4,7,9,10,18,20,31,37,42,43,52,61,66,67,88,89
swiss_uneq_fake_N=100,wave,114,4,7,10,18,20,23,43,56,58,65,66,67,75,81,89,97
swiss_uneq_fake_N=100,wave,115,3,7,8,10,18,20,31,32,42,43,46,65,66,75,85,89
swiss_uneq_fake_N=100,wave,116,7,10,12,18,20,31,42,43,46,50,65,66,67,75,89,90
swiss_uneq_fake_N=100,wave,117,4,5,7,10,14,18,20,23,43,45,60,65,66,67,75,76
swiss_uneq_fake_N=100,wave,118,7,8,10,18,21,23,31,42,43,46,65,66,67,75,80,89
swiss_uneq_fake_N=100,wave,119,7,8,10,11,18,20,23,42,43,62,65,66,67,83,89,90
swiss_uneq_fake_N=100,wave,120,4,7,9,10,11,15,18,23,43,45,46,65,66,87,89,91
swiss_uneq_fake_N=100,wave,121,7,10,18,23,42,43,46,65,66,67,72,75,89,90,96,99
swiss_uneq_fake_N=100,wave,122,4,7,8,10,18,31,42,43,46,54,66,67,80,85,89,98
swiss_uneq_fake_N=100,wave,123,7,10,18,21,31,42,43,46,50,65,66,75,80,81,88,89
swiss_uneq_fake_N=100,wave,124,7,10,11,18,20,21,23,43,46,51,56,65,66,67,83,89
swiss_uneq_fake_N=100,wave,125,7,10,11,15,16,18,43,46,65,66,67,72,81,83,89,90
swiss_uneq_fake_N=100,wave,126,7,10,13,18,20,23,31,35,43,60,62,65,66,67,81,95
swiss_uneq_fake_N=100,wave,127,5,7,10,11,18,23,28,35,43,45,46,47,66,67,80,90
swiss_uneq_fake_N=100,wave,128,7,10,14,18,42,43,62,66,67,71,75,85,89,90,92,99
swiss_uneq_fake_N=100,wave,129,7,10,11,18,20,21,22,23,35,43,45,56,66,67,84,97
swiss_uneq_fake_N=100,wave,130,4,7,10,14,18,20,23,43,45,60,65,66,67,75,89,91
swiss_uneq_fake_N=100,wave,131,7,10,18,20,31,42,43,46,51,65,66,67,75,85,86,88
swiss_uneq_fake_N=100,wave,132,7,10,18,20,21,23,36,42,43,46,65,66,67,75,89,92
swiss_uneq_fake_N=100,wave,133,7,10,14,18,20,23,31,43,60,65,66,67,76,81,83,89
swiss_uneq_fake_N=100,wave,134,7,9,10,14,18,20,23,43,44,45,65,66,68,75,89,90
swiss_uneq_fake_N=100,wave,135,4,7,10,11,18,23,42,43,46,56,66,67,81,83,87,89
swiss_uneq_fake_N=100,wave,136,4,7,8,10,18,20,23,31,34,43,62,66,67,89,97,98
swiss_uneq_fake_N=100,wave,137,2,7,10,11,18,43,45,46,65,66,79,80,85,88,89,90
swiss_uneq_fake_N=100,wave,138,7,8,10,11,18,20,21,23,42,43,46,65,66,67,75,77
swiss_uneq_fake_N=100,wave,139,4,7,10,14,18,31,43,45,50,58,66,67,75,80,88,89
swiss_uneq_fake_N=100,wave,140,7,10,11,18,27,43,45,62,66,67,85,86,87,95,96,97
swiss_uneq_fake_N=100,wave,141,7,10,12,14,17,18,23,28,41,43,45,65,66,67,89,99
swiss_uneq_fake_N=100,wave,142,5,7,10,18,20,31,35,43,46,47,66,67,76,81,88,92
swiss_uneq_fake_N=100,wave,143,7,10,11,18,21,28,31,43,45,46,50,65,66,80,88,89
swiss_uneq_fake_N=100,wave,144,7,10,15,18,21,35,43,45,46,60,65,66,72,88,89,99
swiss_uneq_fake_N=100,wave,145,5,7,8,10,14,18,23,35,42,43,65,66,67,80,89,90
swiss_uneq_fake_N=100,wave,146,7,10,11,14,18,20,23,42,43,65,66,67,76,83,91,94
swiss_uneq_fake_N=100,wave,147,4,7,10,18,20,25,31,34,43,45,46,66,67,83,88,89
swiss_uneq_fake_N=100,wave,148,5,7,8,10,11,14,18,20,31,42,43,66,67,71,89,90
swiss_uneq_fake_N=100,wave,149,4,7,10,18,20,23,31,42,43,46,57,65,66,67,75,89
swiss_uneq_fake_N=100,wave,150,7,10,11,18,21,43,46,49,65,66,70,80,83,85,88,89
swiss_uneq_fake_N=100,wave,151,4,7,8,10,11,14,18,23,43,61,66,67,71,79,80,89
swiss_uneq_fake_N=100,wave,152,7,10,18,43,45,62,65,66,67,75,80,85,89,90,97,100
swiss_uneq_fake_N=100,wave,153,7,10,16,18,20,23,42,43,46,60,65,66,77,81,83,89
swiss_uneq_fake_N=100,wave,154,5,7,10,11,18,20,23,43,46,56,65,66,67,81,89,98
swiss_uneq_fake_N=100,wave,155,7,10,11,14,18,23,28,35,43,45,47,66,89,90,98,99
swiss_uneq_fake_N=100,wave,156,7,9,10,14,18,21,31,43,45,50,65,66,75,80,88,89
swiss_uneq_fake_N=100,wave,157,6,7,10,18,20,21,31,42,43,44,66,67,72,75,86,88
swiss_uneq_fake_N=100,wave,158,1,7,10,18,20,30,42,43,65,66,75,77,85,89,90,97
swiss_uneq_fake_N=100,wave,159,7,10,18,20,40,43,45,52,65,66,67,77,83,88,89,90
swiss_uneq_fake_N=100,wave,160,5,7,10,11,14,18,20,42,43,65,66,76,77,88,89,90
swiss_uneq_fake_N=100,wave,161,2,4,7,10,11,18,23,43,45,46,66,67,76,80,83,89
swiss_uneq_fake_N=100,wave,162,7,10,18,23,28,31,43,45,46,65,66,67,75,80,89,90
swiss_uneq_fake_N=100,wave,163,7,10,13,18,31,34,43,46,53,65,66,67,72,75,80,89
swiss_uneq_fake_N=100,wave,164,5,7,10,18,20,21,35,42,43,62,65,66,72,81,88,89
swiss_uneq_fake_N=100,wave,165,4,7,10,14,18,23,42,43,44,65,66,67,75,87,89,99
swiss_uneq_fake_N=100,wave,166,7,10,11,14,18,43,45,47,66,67,72,83,89,90,93,99
swiss_uneq_fake_N=100,wave,167,4,7,10,11,18,23,43,45,66,67,80,83,84,94,97,100
swiss_uneq_fake_N=100,wave,168,7,10,16,18,23,42,43,46,65,66,75,77,81,89,90,92
swiss_uneq_fake_N=100,wave,169,1,7,10,14,18,20,23,32,43,45,65,66,67,75,77,95
swiss_uneq_fake_N=100,wave,170,7,10,14,18,20,39,42,43,52,61,66,67,71,85,89,90
swiss_uneq_fake_N=100,wave,171,7,8,10,16,18,27,43,59,65,66,67,72,76,88,89,97
swiss_uneq_fake_N=100,wave,172,7,10,14,18,20,21,31,43,45,50,60,65,66,83,88,89
swiss_uneq_fake_N=100,wave,173,2,7,10,13,14,18,23,28,43,65,66,67,71,72,80,90
swiss_uneq_fake_N=100,wave,174,7,10,18,20,23,28,31,43,45,46,60,65,66,83,89,90
swiss_uneq_fake_N=100,wave,175,1,6,7,10,18,21,43,45,50,65,66,67,75,80,88,100
swiss_uneq_fake_N=100,wave,176,4,7,10,17,18,20,23,43,46,62,65,66,67,89,91,98
swiss_uneq_fake_N=100,wave,177,5,7,8,10,18,20,23,42,43,46,56,65,66,67,75,89
swiss_uneq_fake_N=100,wave,178,5,7,10,11,18,20,42,43,46,65,66,74,76,88,89,90
swiss_uneq_fake_N=100,wave,179,7,10,11,18,20,23,43,45,46,65,66,76,77,83,89,90
swiss_uneq_fake_N=100,wave,180,7,10,18,20,21,22,31,42,43,46,65,66,75,81,89,92
swiss_uneq_fake_N=100,wave,181,4,7,10,11,18,22,34,43,45,46,65,66,68,80,83,89
swiss_uneq_fake_N=100,wave,182,4,7,8,10,11,18,23,31,42,43,62,66,67,83,89,97
swiss_uneq_fake_N=100,wave,183,4,7,10,11,14,18,23,25,34,36,43,45,66,83,89,99
swiss_uneq_fake_N=100,wave,184,7,10,18,20,22,31,37,42,43,50,65,66,67,75,89,92
swiss_uneq_fake_N=100,wave,185,7,10,14,18,28,31,43,45,65,66,67,69,80,83,85,89
swiss_uneq_fake_N=100,wave,186,7,10,14,18,20,23,43,55,60,61,62,65,66,81,89,91
swiss_uneq_fake_N=100,wave,187,7,8,10,14,17,18,20,23,27,38,43,56,60,66,67,90
swiss_uneq_fake_N=100,wave,188,7,8,10,11,18,21,23,35,42,43,46,56,65,66,67,87
swiss_uneq_fake_N=100,wave,189,4,7,10,14,18,23,42,43,65,66,67,75,77,80,84,89
swiss_uneq_fake_N=100,wave,190,5,7,10,11,12,18,25,35,43,45,46,65,66,89,90,99
swiss_uneq_fake_N=100,wave,191,7,10,14,18,21,43,45,46,50,65,66,73,75,88,89,99
swiss_uneq_fake_N=100,wave,192,4,7,10,11,18,20,23,31,43,45,46,66,67,76,83,89
swiss_uneq_fake_N=100,wave,193,2,7,10,11,18,20,43,46,65,66,67,79,81,85,89,90
swiss_uneq_fake_N=100,wave,194,7,10,18,20,31,42,43,46,50,60,65,66,75,88,89,90
swiss_uneq_fake_N=100,wave,195,5,7,8,10,11,14,18,20,25,35,43,65,66,67,88,90
swiss_uneq_fake_N=100,wave,196,4,7,10,11,16,17,18,23,43,45,46,66,67,80,89,98
swiss_uneq_fake_N=100,wave,197,7,8,10,14,18,20,31,34,43,65,66,67,75,88,89,90
swiss_uneq_fake_N=100,wave,198,7,8,10,11,18,23,42,43,46,65,66,80,83,87,89,90
swiss_uneq_fake_N=100,wave,199,7,10,13,18,23,28,41,43,47,66,67,72,87,90,95,97
swiss_uneq_fake_N=100,wave,200,4,7,10,11,18,20,23,31,43,45,66,67,76,83,89,97
swiss_uneq_fake_N=100,wave,201,3,7,10,18,20,23,28,31,43,45,46,65,66,67,75,95
swiss_uneq_fake_N=100,wave,202,3,7,10,14,18,20,23,31,42,43,65,66,67,72,75,89
swiss_uneq_fake_N=100,wave,203,3,5,7,10,18,20,31,35,42,43,62,63,65,66,67,89
swiss_uneq_fake_N=100,wave,204,7,8,10,11,18,21,35,42,43,46,65,66,78,88,89,100
swiss_uneq_fake_N=100,wave,205,4,7,10,11,18,20,31,34,43,45,46,65,66,67,88,89
swiss_uneq_fake_N=100,wave,206,7,10,18,20,34,43,46,65,66,67,75,77,81,88,89,92
swiss_uneq_fake_N=100,wave,207,1,7,8,10,11,14,18,20,31,34,43,65,66,67,83,90
swiss_uneq_fake_N=100,wave,208,7,8,10,11,14,18,43,47,66,67,72,79,80,87,89,90
swiss_uneq_fake_N=100,wave,209,7,10,18,20,36,38,43,45,46,60,66,67,75,85,89,90
swiss_uneq_fake_N=100,wave,210,6,7,10,18,20,31,43,51,62,65,66,75,85,89,90,92
swiss_uneq_fake_N=100,wave,211,7,10,18,42,43,46,65,66,67,75,80,85,88,89,90,100
swiss_uneq_fake_N=100,wave,212,7,8,10,15,18,20,21,31,43,44,46,65,66,67,75,85
swiss_uneq_fake_N=100,wave,213,7,10,17,18,23,43,45,46,65,66,67,75,76,86,87,88
swiss_uneq_fake_N=100,wave,214,7,8,10,14,18,23,42,43,59,65,66,67,83,89,94,100
swiss_uneq_fake_N=100,wave,215,7,10,11,14,18,20,27,31,43,45,65,66,67,85,88,89
swiss_uneq_fake_N=100,wave,216,7,10,12,14,18,20,21,28,41,43,45,56,65,66,67,72
swiss_uneq_fake_N=100,wave,217,7,10,11,18,31,33,43,45,65,66,67,76,82,83,86,97
swiss_uneq_fake_N=100,wave,218,4,7,10,11,14,16,18,23,42,43,47,66,67,76,83,89
swiss_uneq_fake_N=100,wave,219,7,8,10,18,31,42,43,46,65,66,67,75,80,85,89,90
swiss_uneq_fake_N=100,wave,220,7,10,18,20,21,43,45,66,67,71,72,75,76,88,89,97
swiss_uneq_fake_N=100,wave,221,4,7,10,14,18,23,27,43,60,66,67,76,81,89,96,99
swiss_uneq_fake_N=100,wave,222,2,7,9,10,14,18,23,30,42,43,65,66,75,80,89,90
swiss_uneq_fake_N=100,wave,223,5,7,10,18,20,21,43,46,56,65,66,67,75,76,88,89
swiss_uneq_fake_N=100,wave,224,7,10,18,31,42,43,54,65,66,67,75,80,85,89,90,97
swiss_uneq_fake_N=100,wave,225,7,10,11,14,18,20,43,45,66,67,71,77,83,85,90,95
swiss_uneq_fake_N=100,wave,226,4,7,10,14,18,42,43,52,62,65,66,67,75,85,87,89
swiss_uneq_fake_N=100,wave,227,7,10,18,26,31,42,43,46,47,50,66,75,80,81,89,90
swiss_uneq_fake_N=100,wave,228,6,7,10,11,18,35,42,43,66,67,71,85,87,89,90,95
swiss_uneq_fake_N=100,wave,229,7,10,18,20,21,43,45,46,65,66,74,79,85,88,89,92
swiss_uneq_fake_N=100,wave,230,7,10,11,14,18,23,43,45,47,66,67,76,83,87,89,90
swiss_uneq_fake_N=100,wave,231,2,4,7,10,14,18,20,23,43,44,45,66,67,75,76,89
swiss_uneq_fake_N=100,wave,232,7,10,18,20,31,43,45,50,62,65,66,67,75,88,90,97
swiss_uneq_fake_N=100,wave,233,5,7,10,13,18,21,35,43,45,46,65,66,76,80,82,89
swiss_uneq_fake_N=100,wave,234,7,8,10,11,18,23,27,31,34,43,46,65,66,67,89,90
swiss_uneq_fake_N=100,wave,235,7,10,18,31,42,43,46,47,50,54,66,67,75,80,81,90
swiss_uneq_fake_N=100,wave,236,7,10,14,18,20,43,45,50,60,65,66,67,83,88,89,91
swiss_uneq_fake_N=100,wave,237,7,10,11,12,18,20,34,43,45,46,66,67,71,83,89,90
swiss_uneq_fake_N=100,wave,238,4,7,10,11,18,20,23,31,43,46,55,65,66,81,83,89
swiss_uneq_fake_N=100,wave,239,4,7,8,10,11,18,20,23,31,42,43,46,65,66,83,89
swiss_uneq_fake_N=100,wave,240,4,7,10,14,18,20,23,28,31,43,45,60,66,67,83,89
swiss_uneq_fake_N=100,wave,241,7,10,14,18,21,42,43,64,65,66,67,75,85,87,89,92
swiss_uneq_fake_N=100,wave,242,5,7,8,9,10,11,14,18,31,35,43,54,65,66,67,90
swiss_uneq_fake_N=100,wave,243,4,7,10,11,13,18,20,23,31,43,45,46,66,67,83,89
swiss_uneq_fake_N=100,wave,244,7,10,11,18,31,35,42,43,65,66,67,81,85,88,90,97
swiss_uneq_fake_N=100,wave,245,7,8,10,15,18,20,22,31,43,46,65,66,67,72,75,90
swiss_uneq_fake_N=100,wave,246,7,10,14,18,20,42,43,66,67,71,72,75,81,89,90,92
swiss_uneq_fake_N=100,wave,247,5,7,10,14,18,20,23,31,43,45,47,66,67,75,76,89
swiss_uneq_fake_N=100,wave,248,7,10,18,20,23,31,42,43,46,66,67,72,75,89,90,95
swiss_uneq_fake_N=100,wave,249,7,10,18,20,23,31,43,51,60,61,62,65,66,67,85,90
swiss_uneq_fake_N=100,wave,250,4,7,8,10,18,20,28,41,43,46,55,66,72,77,88,89
swiss_uneq_fake_N=100,wave,251,3,5,7,9,10,18,19,20,43,45,56,66,67,75,95,97
swiss_uneq_fake_N=100,wave,252,7,10,14,18,20,23,27,35,36,43,45,65,66,67,89,90
swiss_uneq_fake_N=100,wave,253,7,10,11,14,18,27,43,45,47,49,62,66,67,72,88,90
swiss_uneq_fake_N=100,wave,254,4,7,8,10,11,18,23,31,42,43,62,66,67,83,89,97
swiss_uneq_fake_N=100,wave,255,3,4,7,8,10,14,18,20,42,43,66,67,71,75,85,89
swiss_uneq_fake_N=100,wave,256,7,10,14,18,20,23,32,43,45,52,61,62,65,66,77,89
swiss_uneq_fake_N=100,wave,257,3,7,8,10,18,20,42,43,46,49,53,66,71,75,85,89
swiss_uneq_fake_N=100,wave,258,2,7,10,18,20,21,23,24,42,43,46,60,65,66,83,89
swiss_uneq_fake_N=100,wave,259,7,10,12,14,18,30,34,42,43,66,67,71,75,80,89,90
swiss_uneq_fake_N=100,wave,260,7,10,11,18,20,31,34,42,43,46,65,66,67,83,88,89
swiss_uneq_fake_N=100,wave,261,4,7,10,11,14,18,27,35,43,45,62,66,71,80,85,89
swiss_uneq_fake_N=100,wave,262,4,7,8,10,14,18,20,23,31,42,43,60,66,67,83,89
swiss_uneq_fake_N=100,wave,263,7,10,18,20,21,25,31,43,45,46,50,65,66,67,75,88
swiss_uneq_fake_N=100,wave,264,7,10,18,28,29,43,45,46,65,66,79,80,85,89,90,95
swiss_uneq_fake_N=100,wave,265,7,10,18,23,30,31,42,43,46,65,66,75,80,83,89,90
swiss_uneq_fake_N=100,wave,266,7,10,18,20,42,43,46,52,66,67,71,75,85,88,89,90
