"pop","method","rep","idx1","idx2","idx3","idx4","idx5","idx6","idx7","idx8"
"swiss_eq_fake_N=100","wave",95,10,20,38,39,70,79,82,97
"swiss_eq_fake_N=100","wave",96,2,23,33,38,39,51,61,92
"swiss_eq_fake_N=100","wave",97,28,31,38,53,57,61,73,97
"swiss_eq_fake_N=100","wave",98,3,37,38,48,49,73,79,88
"swiss_eq_fake_N=100","wave",99,4,14,20,28,36,57,79,82
"swiss_eq_fake_N=100","wave",100,25,55,63,70,71,73,87,90
"swiss_eq_fake_N=100","wave",101,5,13,18,32,40,59,68,93
"swiss_eq_fake_N=100","wave",102,19,33,48,61,66,71,85,100
"swiss_eq_fake_N=100","wave",103,31,45,54,58,66,80,83,90
"swiss_eq_fake_N=100","wave",104,7,16,39,41,45,47,50,95
"swiss_eq_fake_N=100","wave",105,3,37,58,69,75,81,85,91
"swiss_eq_fake_N=100","wave",106,18,19,24,25,41,50,77,94
"swiss_eq_fake_N=100","wave",107,7,26,33,38,68,75,81,82
"swiss_eq_fake_N=100","wave",108,23,28,65,75,92,95,97,99
"swiss_eq_fake_N=100","wave",109,5,6,32,45,47,60,76,87
"swiss_eq_fake_N=100","wave",110,22,34,38,57,61,68,84,98
"swiss_eq_fake_N=100","wave",111,34,45,61,63,64,84,91,92
"swiss_eq_fake_N=100","wave",112,12,21,39,50,52,81,96,100
"swiss_eq_fake_N=100","wave",113,6,7,12,20,47,57,76,83
"swiss_eq_fake_N=100","wave",114,2,5,9,20,22,57,67,96
"swiss_eq_fake_N=100","wave",115,7,41,58,63,65,70,72,99
"swiss_eq_fake_N=100","wave",116,6,15,32,56,64,72,98,99
"swiss_eq_fake_N=100","wave",117,2,19,30,33,54,55,65,80
"swiss_eq_fake_N=100","wave",118,1,11,21,55,57,65,73,88
"swiss_eq_fake_N=100","wave",119,2,25,50,59,63,65,70,94
"swiss_eq_fake_N=100","wave",120,17,20,26,42,47,62,89,100
"swiss_eq_fake_N=100","wave",121,16,19,24,29,32,34,41,62
"swiss_eq_fake_N=100","wave",122,14,30,31,35,60,65,85,89
"swiss_eq_fake_N=100","wave",123,41,46,49,50,53,70,71,86
"swiss_eq_fake_N=100","wave",124,4,5,6,20,28,40,44,91
"swiss_eq_fake_N=100","wave",125,17,22,67,70,76,80,81,91
"swiss_eq_fake_N=100","wave",126,1,8,27,32,47,59,93,100
"swiss_eq_fake_N=100","wave",127,14,31,33,39,45,64,78,92
"swiss_eq_fake_N=100","wave",128,18,25,50,52,55,63,74,94
"swiss_eq_fake_N=100","wave",129,6,10,13,22,43,72,76,87
"swiss_eq_fake_N=100","wave",130,2,13,19,39,46,59,85,95
"swiss_eq_fake_N=100","wave",131,14,26,27,31,48,64,86,94
"swiss_eq_fake_N=100","wave",132,5,24,58,60,89,91,95,97
"swiss_eq_fake_N=100","wave",133,7,13,14,17,19,59,76,77
"swiss_eq_fake_N=100","wave",134,3,14,42,53,59,72,86,100
"swiss_eq_fake_N=100","wave",135,31,41,45,46,47,67,85,87
"swiss_eq_fake_N=100","wave",136,13,16,23,26,33,71,84,86
"swiss_eq_fake_N=100","wave",137,20,32,41,48,50,57,84,91
"swiss_eq_fake_N=100","wave",138,14,15,24,32,35,41,82,96
"swiss_eq_fake_N=100","wave",139,7,9,11,31,64,70,72,90
"swiss_eq_fake_N=100","wave",140,5,6,20,22,30,36,76,86
"swiss_eq_fake_N=100","wave",141,7,29,30,40,53,55,61,100
"swiss_eq_fake_N=100","wave",142,4,14,16,24,27,36,48,93
"swiss_eq_fake_N=100","wave",143,1,10,17,42,52,67,95,99
"swiss_eq_fake_N=100","wave",144,7,10,40,50,52,64,74,81
"swiss_eq_fake_N=100","wave",145,5,12,20,24,28,32,36,37
"swiss_eq_fake_N=100","wave",146,14,28,30,36,61,69,85,99
"swiss_eq_fake_N=100","wave",147,9,13,59,71,72,90,97,100
"swiss_eq_fake_N=100","wave",148,14,16,30,32,34,41,54,96
"swiss_eq_fake_N=100","wave",149,39,42,52,56,64,74,78,97
"swiss_eq_fake_N=100","wave",150,14,29,30,50,58,87,90,98
"swiss_eq_fake_N=100","wave",151,16,40,57,64,73,79,89,96
"swiss_eq_fake_N=100","wave",152,2,7,11,50,58,70,95,96
"swiss_eq_fake_N=100","wave",153,31,43,47,58,63,70,78,92
"swiss_eq_fake_N=100","wave",154,8,19,23,37,39,59,77,95
"swiss_eq_fake_N=100","wave",155,9,18,30,40,41,49,50,89
"swiss_eq_fake_N=100","wave",156,5,13,16,22,30,36,43,62
"swiss_eq_fake_N=100","wave",157,1,17,18,23,27,81,90,99
"swiss_eq_fake_N=100","wave",158,15,19,25,36,52,75,80,82
"swiss_eq_fake_N=100","wave",159,24,41,50,62,64,74,90,91
"swiss_eq_fake_N=100","wave",160,14,17,20,30,32,41,47,76
"swiss_eq_fake_N=100","wave",161,7,9,18,24,68,72,79,80
"swiss_eq_fake_N=100","wave",162,7,16,36,58,72,92,97,98
"swiss_eq_fake_N=100","wave",163,7,8,29,56,76,87,95,98
"swiss_eq_fake_N=100","wave",164,24,27,29,32,48,49,60,62
"swiss_eq_fake_N=100","wave",165,34,43,53,61,62,66,71,100
"swiss_eq_fake_N=100","wave",166,10,12,16,24,59,67,72,76
"swiss_eq_fake_N=100","wave",167,5,45,62,77,87,88,90,98
"swiss_eq_fake_N=100","wave",168,2,13,25,37,65,75,82,94
"swiss_eq_fake_N=100","wave",169,5,28,43,54,59,66,87,97
"swiss_eq_fake_N=100","wave",170,2,13,25,38,63,80,85,92
"swiss_eq_fake_N=100","wave",171,2,15,47,49,75,82,92,94
"swiss_eq_fake_N=100","wave",172,1,22,36,61,65,66,72,94
"swiss_eq_fake_N=100","wave",173,14,20,38,45,68,76,88,90
"swiss_eq_fake_N=100","wave",174,10,15,39,52,78,87,90,97
"swiss_eq_fake_N=100","wave",175,4,9,26,49,56,72,75,82
"swiss_eq_fake_N=100","wave",176,4,49,56,57,63,72,76,98
"swiss_eq_fake_N=100","wave",177,24,27,50,77,84,86,95,99
"swiss_eq_fake_N=100","wave",178,16,29,37,51,75,90,92,93
"swiss_eq_fake_N=100","wave",179,13,46,58,64,72,80,89,100
"swiss_eq_fake_N=100","wave",180,9,10,16,17,21,22,44,45
"swiss_eq_fake_N=100","wave",181,29,30,34,40,48,61,68,90
"swiss_eq_fake_N=100","wave",182,9,19,29,31,45,60,61,95
"swiss_eq_fake_N=100","wave",183,15,21,29,40,61,65,66,68
"swiss_eq_fake_N=100","wave",184,9,38,45,60,83,88,90,100
"swiss_eq_fake_N=100","wave",185,5,30,41,68,84,88,89,96
"swiss_eq_fake_N=100","wave",186,25,43,44,55,71,74,88,97
"swiss_eq_fake_N=100","wave",187,5,7,13,47,53,59,62,100
"swiss_eq_fake_N=100","wave",188,5,33,45,56,59,62,64,86
"swiss_eq_fake_N=100","wave",189,4,6,15,22,26,36,49,75
"swiss_eq_fake_N=100","wave",190,31,39,44,46,50,51,75,90
"swiss_eq_fake_N=100","wave",191,24,37,55,65,75,88,94,99
"swiss_eq_fake_N=100","wave",192,14,18,30,31,39,41,50,90
"swiss_eq_fake_N=100","wave",193,22,34,61,62,66,68,69,91
"swiss_eq_fake_N=100","wave",194,5,19,39,57,59,77,95,97
"swiss_eq_fake_N=100","wave",195,26,27,54,56,72,81,84,90
"swiss_eq_fake_N=100","wave",196,12,24,27,37,48,56,69,80
"swiss_eq_fake_N=100","wave",197,23,27,48,69,91,92,97,99
"swiss_eq_fake_N=100","wave",198,27,47,57,60,62,82,94,100
"swiss_eq_fake_N=100","wave",199,2,3,5,22,28,38,59,97
"swiss_eq_fake_N=100","wave",200,15,16,17,40,43,47,52,53
"swiss_eq_fake_N=100","wave",201,11,16,30,43,53,58,71,78
"swiss_eq_fake_N=100","wave",202,3,18,48,61,68,85,94,97
"swiss_eq_fake_N=100","wave",203,6,10,23,28,45,87,90,98
"swiss_eq_fake_N=100","wave",204,3,9,15,32,49,56,78,81
"swiss_eq_fake_N=100","wave",205,15,32,46,49,57,65,75,82
"swiss_eq_fake_N=100","wave",206,10,12,51,52,72,87,90,92
"swiss_eq_fake_N=100","wave",207,19,35,40,55,66,67,77,88
"swiss_eq_fake_N=100","wave",208,18,23,24,27,28,36,37,67
"swiss_eq_fake_N=100","wave",209,1,19,52,53,55,73,87,96
"swiss_eq_fake_N=100","wave",210,1,13,18,23,26,77,80,90
"swiss_eq_fake_N=100","wave",211,4,8,16,37,41,43,56,78
"swiss_eq_fake_N=100","wave",212,4,8,16,26,27,37,39,93
"swiss_eq_fake_N=100","wave",213,18,49,52,53,55,67,72,84
"swiss_eq_fake_N=100","wave",214,5,33,35,37,48,57,65,82
"swiss_eq_fake_N=100","wave",215,5,13,20,22,36,62,68,86
"swiss_eq_fake_N=100","wave",216,2,38,40,81,88,92,94,98
"swiss_eq_fake_N=100","wave",217,30,62,67,74,85,95,96,98
"swiss_eq_fake_N=100","wave",218,28,31,32,63,64,66,80,83
"swiss_eq_fake_N=100","wave",219,34,37,59,70,74,86,88,96
"swiss_eq_fake_N=100","wave",220,4,20,26,27,40,51,56,82
"swiss_eq_fake_N=100","wave",221,4,14,15,17,36,52,93,99
"swiss_eq_fake_N=100","wave",222,6,18,20,41,43,70,73,76
"swiss_eq_fake_N=100","wave",223,35,39,46,55,70,90,91,95
"swiss_eq_fake_N=100","wave",224,6,20,23,30,36,53,76,79
"swiss_eq_fake_N=100","wave",225,20,57,69,73,76,93,96,98
"swiss_eq_fake_N=100","wave",226,19,35,39,42,54,92,94,97
"swiss_eq_fake_N=100","wave",227,22,38,55,60,62,68,70,94
"swiss_eq_fake_N=100","wave",228,18,26,48,50,59,63,67,100
"swiss_eq_fake_N=100","wave",229,5,8,9,21,22,43,44,87
"swiss_eq_fake_N=100","wave",230,1,4,26,42,80,83,88,91
"swiss_eq_fake_N=100","wave",231,4,10,28,37,45,60,83,87
"swiss_eq_fake_N=100","wave",232,2,11,14,25,30,34,38,94
"swiss_eq_fake_N=100","wave",233,29,40,44,65,78,81,87,90
"swiss_eq_fake_N=100","wave",234,33,36,58,66,82,89,98,99
"swiss_eq_fake_N=100","wave",235,10,11,17,21,39,48,57,93
"swiss_eq_fake_N=100","wave",236,39,47,70,75,78,89,93,97
"swiss_eq_fake_N=100","wave",237,1,13,17,18,31,44,53,99
"swiss_eq_fake_N=100","wave",238,4,13,23,28,35,36,92,97
"swiss_eq_fake_N=100","wave",239,20,30,32,34,38,41,84,100
"swiss_eq_fake_N=100","wave",240,1,8,19,33,36,60,82,83
"swiss_eq_fake_N=100","wave",241,18,42,49,50,58,60,94,97
"swiss_eq_fake_N=100","wave",242,3,10,33,54,76,83,86,99
"swiss_eq_fake_N=100","wave",243,4,32,46,51,60,74,88,96
"swiss_eq_fake_N=100","wave",244,6,20,24,27,64,67,76,91
"swiss_eq_fake_N=100","wave",245,5,8,12,60,65,67,76,87
"swiss_eq_fake_N=100","wave",246,7,28,40,79,82,86,96,98
"swiss_eq_fake_N=100","wave",247,3,4,6,12,15,61,87,91
"swiss_eq_fake_N=100","wave",248,8,37,51,58,60,77,78,90
"swiss_eq_fake_N=100","wave",249,5,18,37,39,44,77,81,94
"swiss_eq_fake_N=100","wave",250,3,9,33,47,49,54,55,75
"swiss_eq_fake_N=100","wave",251,2,15,37,57,61,65,85,90
"swiss_eq_fake_N=100","wave",252,3,36,46,48,83,86,88,99
"swiss_eq_fake_N=100","wave",253,1,10,23,53,59,70,98,100
"swiss_eq_fake_N=100","wave",254,1,5,16,32,44,51,54,96
"swiss_eq_fake_N=100","wave",255,29,31,52,58,63,70,83,89
"swiss_eq_fake_N=100","wave",256,22,23,26,36,61,81,94,97
"swiss_eq_fake_N=100","wave",257,4,26,27,37,39,49,81,88
"swiss_eq_fake_N=100","wave",258,26,27,47,51,67,87,93,97
"swiss_eq_fake_N=100","wave",259,4,5,12,20,36,44,58,89
"swiss_eq_fake_N=100","wave",260,7,23,28,49,63,70,71,98
"swiss_eq_fake_N=100","wave",261,3,13,17,19,29,33,34,99
"swiss_eq_fake_N=100","wave",262,9,36,41,43,63,66,85,99
"swiss_eq_fake_N=100","wave",263,17,29,33,39,42,43,66,80
"swiss_eq_fake_N=100","wave",264,12,31,39,43,47,50,61,70
"swiss_eq_fake_N=100","wave",265,21,26,27,38,68,81,82,84
"swiss_eq_fake_N=100","wave",266,3,14,15,16,43,47,75,82
"swiss_eq_fake_N=100","wave",267,2,11,38,45,72,84,88,89
"swiss_eq_fake_N=100","wave",268,16,26,35,42,84,88,89,91
"swiss_eq_fake_N=100","wave",269,3,6,13,28,32,71,74,78
"swiss_eq_fake_N=100","wave",270,2,5,26,40,51,64,98,99
"swiss_eq_fake_N=100","wave",271,22,39,43,50,80,91,97,98
"swiss_eq_fake_N=100","wave",272,4,14,26,27,51,73,93,99
"swiss_eq_fake_N=100","wave",273,11,49,53,58,70,71,78,80
"swiss_eq_fake_N=100","wave",274,9,16,21,44,45,65,73,83
"swiss_eq_fake_N=100","wave",275,22,25,44,56,61,69,85,97
"swiss_eq_fake_N=100","wave",276,8,9,26,27,29,69,87,93
"swiss_eq_fake_N=100","wave",277,13,37,48,54,56,74,78,90
"swiss_eq_fake_N=100","wave",278,2,3,6,11,48,53,78,96
"swiss_eq_fake_N=100","wave",279,26,33,34,49,70,71,75,86
"swiss_eq_fake_N=100","wave",280,13,23,30,62,74,90,92,96
"swiss_eq_fake_N=100","wave",281,4,12,13,17,20,46,56,76
"swiss_eq_fake_N=100","wave",282,11,30,34,46,64,74,86,96
"swiss_eq_fake_N=100","wave",283,20,46,57,64,68,76,83,89
"swiss_eq_fake_N=100","wave",284,16,23,32,44,71,75,81,84
"swiss_eq_fake_N=100","wave",285,35,45,58,60,63,65,85,94
"swiss_eq_fake_N=100","wave",286,6,8,27,36,58,92,95,99
"swiss_eq_fake_N=100","wave",287,18,24,27,32,40,55,73,100
"swiss_eq_fake_N=100","wave",288,12,15,16,17,30,41,47,67
"swiss_eq_fake_N=100","wave",289,8,15,37,60,83,88,89,91
"swiss_eq_fake_N=100","wave",290,1,13,32,44,74,85,89,96
"swiss_eq_fake_N=100","wave",291,20,23,26,27,56,62,69,81
"swiss_eq_fake_N=100","wave",292,2,10,24,27,48,59,90,93
"swiss_eq_fake_N=100","wave",293,6,11,57,69,76,78,79,91
"swiss_eq_fake_N=100","wave",294,29,37,48,52,56,69,78,87
"swiss_eq_fake_N=100","wave",295,10,14,17,21,31,39,60,81
"swiss_eq_fake_N=100","wave",296,24,41,50,56,69,82,84,99
"swiss_eq_fake_N=100","wave",297,8,26,27,31,37,48,64,94
"swiss_eq_fake_N=100","wave",298,1,19,26,35,56,79,81,93
"swiss_eq_fake_N=100","wave",299,11,17,22,23,62,70,89,96
"swiss_eq_fake_N=100","wave",300,5,6,9,57,61,64,89,91
"swiss_eq_fake_N=100","wave",301,2,18,23,24,28,63,89,98
"swiss_eq_fake_N=100","wave",302,2,18,23,30,55,67,75,97
"swiss_eq_fake_N=100","wave",303,13,23,25,29,35,86,92,95
"swiss_eq_fake_N=100","wave",304,7,13,16,17,23,26,65,84
"swiss_eq_fake_N=100","wave",305,6,12,20,47,75,76,89,92
"swiss_eq_fake_N=100","wave",306,4,14,15,24,41,68,82,96
"swiss_eq_fake_N=100","wave",307,6,12,13,25,38,49,75,100
"swiss_eq_fake_N=100","wave",308,11,15,16,22,70,78,86,96
"swiss_eq_fake_N=100","wave",309,4,9,11,36,45,75,85,95
"swiss_eq_fake_N=100","wave",310,18,31,32,34,41,66,73,84
"swiss_eq_fake_N=100","wave",311,1,18,50,56,61,70,92,94
"swiss_eq_fake_N=100","wave",312,6,8,27,32,39,71,74,93
"swiss_eq_fake_N=100","wave",313,28,40,45,54,56,60,72,86
"swiss_eq_fake_N=100","wave",314,19,31,35,42,66,73,84,95
"swiss_eq_fake_N=100","wave",315,19,29,33,34,40,49,57,61
"swiss_eq_fake_N=100","wave",316,2,19,26,33,39,41,45,72
"swiss_eq_fake_N=100","wave",317,9,35,44,55,69,81,91,93
"swiss_eq_fake_N=100","wave",318,10,11,12,30,31,48,78,90
"swiss_eq_fake_N=100","wave",319,13,25,47,59,63,67,72,100
"swiss_eq_fake_N=100","wave",320,5,16,28,43,53,71,80,98
"swiss_eq_fake_N=100","wave",321,6,20,44,58,83,88,91,94
"swiss_eq_fake_N=100","wave",322,23,30,40,41,64,65,68,94
"swiss_eq_fake_N=100","wave",323,1,8,31,50,52,63,64,86
"swiss_eq_fake_N=100","wave",324,6,19,72,74,76,91,92,98
"swiss_eq_fake_N=100","wave",325,1,18,28,31,41,43,50,70
"swiss_eq_fake_N=100","wave",326,8,35,44,54,55,56,62,89
"swiss_eq_fake_N=100","wave",327,18,26,34,43,57,61,62,100
"swiss_eq_fake_N=100","wave",328,2,28,30,65,79,80,82,94
"swiss_eq_fake_N=100","wave",329,6,23,26,64,65,75,76,81
"swiss_eq_fake_N=100","wave",330,25,31,38,54,60,67,70,97
"swiss_eq_fake_N=100","wave",331,3,5,51,69,74,84,88,96
"swiss_eq_fake_N=100","wave",332,5,9,43,53,66,71,75,100
"swiss_eq_fake_N=100","wave",333,7,33,45,58,64,68,85,92
"swiss_eq_fake_N=100","wave",334,20,37,48,50,52,53,71,100
"swiss_eq_fake_N=100","wave",335,8,12,29,31,34,65,84,89
"swiss_eq_fake_N=100","wave",336,10,19,21,39,44,51,78,87
"swiss_eq_fake_N=100","wave",337,5,9,43,49,59,70,93,97
"swiss_eq_fake_N=100","wave",338,8,22,44,62,65,67,72,74
"swiss_eq_fake_N=100","wave",339,5,8,58,60,63,71,90,100
"swiss_eq_fake_N=100","wave",340,2,23,30,33,42,56,60,86
"swiss_eq_fake_N=100","wave",341,20,24,36,48,75,86,88,94
"swiss_eq_fake_N=100","wave",342,9,20,33,38,55,57,73,98
"swiss_eq_fake_N=100","wave",343,12,13,31,34,35,38,51,90
"swiss_eq_fake_N=100","wave",344,4,6,12,25,35,55,77,92
"swiss_eq_fake_N=100","wave",345,10,15,23,26,33,46,52,74
"swiss_eq_fake_N=100","wave",346,12,15,27,30,65,67,73,80
"swiss_eq_fake_N=100","wave",347,2,21,26,35,42,65,76,82
"swiss_eq_fake_N=100","wave",348,4,10,16,27,30,62,82,94
"swiss_eq_fake_N=100","wave",349,24,27,37,48,64,77,80,89
"swiss_eq_fake_N=100","wave",350,5,22,44,77,81,86,87,97
"swiss_eq_fake_N=100","wave",351,7,10,11,46,50,51,53,87
"swiss_eq_fake_N=100","wave",352,2,7,42,44,84,85,88,96
"swiss_eq_fake_N=100","wave",353,28,32,37,52,64,74,93,96
"swiss_eq_fake_N=100","wave",354,20,28,67,70,83,84,88,91
"swiss_eq_fake_N=100","wave",355,46,58,67,70,75,85,95,96
"swiss_eq_fake_N=100","wave",356,3,25,29,35,45,63,85,90
"swiss_eq_fake_N=100","wave",357,35,37,39,56,66,69,79,82
"swiss_eq_fake_N=100","wave",358,29,32,34,35,42,65,66,84
"swiss_eq_fake_N=100","wave",359,3,40,42,50,56,74,90,95
"swiss_eq_fake_N=100","wave",360,13,28,36,50,59,64,94,97
"swiss_eq_fake_N=100","wave",361,17,22,25,42,43,46,56,80
"swiss_eq_fake_N=100","wave",362,9,32,54,56,57,80,83,98
"swiss_eq_fake_N=100","wave",363,46,51,52,78,86,87,91,95
"swiss_eq_fake_N=100","wave",364,9,21,31,55,59,65,66,82
"swiss_eq_fake_N=100","wave",365,1,7,13,32,50,68,71,75
"swiss_eq_fake_N=100","wave",366,2,8,15,21,27,38,60,84
"swiss_eq_fake_N=100","wave",367,16,21,39,47,54,55,70,83
"swiss_eq_fake_N=100","wave",368,1,2,16,27,38,57,94,95
"swiss_eq_fake_N=100","wave",369,15,61,63,64,70,82,91,94
"swiss_eq_fake_N=100","wave",370,6,11,12,24,32,48,78,91
"swiss_eq_fake_N=100","wave",371,7,14,31,38,45,50,60,71
"swiss_eq_fake_N=100","wave",372,7,9,16,65,66,73,75,95
"swiss_eq_fake_N=100","wave",373,1,13,16,19,29,33,35,78
"swiss_eq_fake_N=100","wave",374,14,24,32,41,48,50,64,77
"swiss_eq_fake_N=100","wave",375,7,19,33,51,71,83,87,92
"swiss_eq_fake_N=100","wave",376,1,22,43,51,66,71,83,87
"swiss_eq_fake_N=100","wave",377,1,3,4,36,48,50,61,63
"swiss_eq_fake_N=100","wave",378,1,7,10,23,45,53,98,100
"swiss_eq_fake_N=100","wave",379,2,9,11,18,23,32,45,97
"swiss_eq_fake_N=100","wave",380,4,28,37,41,45,65,68,85
"swiss_eq_fake_N=100","wave",381,1,16,17,33,42,60,64,89
"swiss_eq_fake_N=100","wave",382,22,25,30,40,41,43,50,56
"swiss_eq_fake_N=100","wave",383,9,19,33,56,57,79,82,87
"swiss_eq_fake_N=100","wave",384,3,15,16,46,61,69,71,85
"swiss_eq_fake_N=100","wave",385,13,22,31,32,47,58,72,75
"swiss_eq_fake_N=100","wave",386,19,29,31,33,42,62,66,75
