pop,method,rep,idx1,idx2,idx3,idx4
swiss_uneq_fake_N=100,wave,38,7,18,66,78
swiss_uneq_fake_N=100,wave,39,10,15,32,80
swiss_uneq_fake_N=100,wave,40,9,10,75,89
swiss_uneq_fake_N=100,wave,41,4,7,42,56
swiss_uneq_fake_N=100,wave,42,4,20,43,55
swiss_uneq_fake_N=100,wave,43,2,3,10,90
swiss_uneq_fake_N=100,wave,44,67,72,92,96
swiss_uneq_fake_N=100,wave,45,2,43,66,88
swiss_uneq_fake_N=100,wave,46,10,20,43,79
swiss_uneq_fake_N=100,wave,47,22,66,67,77
swiss_uneq_fake_N=100,wave,48,7,21,65,66
swiss_uneq_fake_N=100,wave,49,21,24,65,100
swiss_uneq_fake_N=100,wave,50,18,31,67,79
swiss_uneq_fake_N=100,wave,51,4,18,43,52
swiss_uneq_fake_N=100,wave,52,34,65,66,90
swiss_uneq_fake_N=100,wave,53,7,18,25,41
swiss_uneq_fake_N=100,wave,54,8,10,83,90
swiss_uneq_fake_N=100,wave,55,18,45,62,89
swiss_uneq_fake_N=100,wave,56,3,7,18,85
swiss_uneq_fake_N=100,wave,57,10,23,66,67
swiss_uneq_fake_N=100,wave,58,4,7,20,23
swiss_uneq_fake_N=100,wave,59,11,31,43,62
swiss_uneq_fake_N=100,wave,60,10,66,67,76
swiss_uneq_fake_N=100,wave,61,10,67,79,90
swiss_uneq_fake_N=100,wave,62,7,18,20,45
swiss_uneq_fake_N=100,wave,63,7,8,18,87
swiss_uneq_fake_N=100,wave,64,10,11,46,89
swiss_uneq_fake_N=100,wave,65,7,23,38,66
swiss_uneq_fake_N=100,wave,66,18,21,45,87
swiss_uneq_fake_N=100,wave,67,10,66,76,89
swiss_uneq_fake_N=100,wave,68,20,57,67,91
swiss_uneq_fake_N=100,wave,69,30,83,89,95
swiss_uneq_fake_N=100,wave,70,7,10,42,46
swiss_uneq_fake_N=100,wave,71,3,7,18,46
swiss_uneq_fake_N=100,wave,72,23,43,56,66
swiss_uneq_fake_N=100,wave,73,7,65,66,88
swiss_uneq_fake_N=100,wave,74,7,18,35,42
swiss_uneq_fake_N=100,wave,75,14,31,43,66
swiss_uneq_fake_N=100,wave,76,9,11,71,89
swiss_uneq_fake_N=100,wave,77,3,50,65,89
swiss_uneq_fake_N=100,wave,78,7,18,20,21
swiss_uneq_fake_N=100,wave,79,10,66,76,89
swiss_uneq_fake_N=100,wave,80,10,23,43,75
swiss_uneq_fake_N=100,wave,81,7,77,81,88
swiss_uneq_fake_N=100,wave,82,3,18,31,89
swiss_uneq_fake_N=100,wave,83,10,27,37,89
swiss_uneq_fake_N=100,wave,84,10,43,75,90
swiss_uneq_fake_N=100,wave,85,9,11,18,43
swiss_uneq_fake_N=100,wave,86,5,31,43,88
swiss_uneq_fake_N=100,wave,87,10,62,75,90
swiss_uneq_fake_N=100,wave,88,7,66,77,90
swiss_uneq_fake_N=100,wave,89,23,43,56,66
swiss_uneq_fake_N=100,wave,90,15,18,67,80
swiss_uneq_fake_N=100,wave,91,7,18,46,66
swiss_uneq_fake_N=100,wave,92,35,42,65,67
swiss_uneq_fake_N=100,wave,93,20,43,45,95
swiss_uneq_fake_N=100,wave,94,10,77,90,98
swiss_uneq_fake_N=100,wave,95,10,35,43,62
swiss_uneq_fake_N=100,wave,96,10,46,67,80
swiss_uneq_fake_N=100,wave,97,7,21,65,83
swiss_uneq_fake_N=100,wave,98,2,7,66,90
swiss_uneq_fake_N=100,wave,99,18,46,66,89
swiss_uneq_fake_N=100,wave,100,31,42,53,67
swiss_uneq_fake_N=100,wave,101,18,46,67,98
swiss_uneq_fake_N=100,wave,102,21,23,65,66
swiss_uneq_fake_N=100,wave,103,7,18,21,83
swiss_uneq_fake_N=100,wave,104,7,14,20,65
swiss_uneq_fake_N=100,wave,105,7,9,10,11
swiss_uneq_fake_N=100,wave,106,7,20,77,95
swiss_uneq_fake_N=100,wave,107,18,43,50,99
swiss_uneq_fake_N=100,wave,108,10,34,43,66
swiss_uneq_fake_N=100,wave,109,43,66,82,100
swiss_uneq_fake_N=100,wave,110,47,83,89,97
swiss_uneq_fake_N=100,wave,111,10,75,89,97
swiss_uneq_fake_N=100,wave,112,31,41,43,88
swiss_uneq_fake_N=100,wave,113,10,23,43,66
swiss_uneq_fake_N=100,wave,114,47,62,75,89
swiss_uneq_fake_N=100,wave,115,14,65,75,89
swiss_uneq_fake_N=100,wave,116,18,51,80,89
swiss_uneq_fake_N=100,wave,117,2,8,14,86
swiss_uneq_fake_N=100,wave,118,7,11,18,50
swiss_uneq_fake_N=100,wave,119,3,14,67,71
swiss_uneq_fake_N=100,wave,120,7,18,60,76
swiss_uneq_fake_N=100,wave,121,4,20,55,67
swiss_uneq_fake_N=100,wave,122,7,16,42,47
swiss_uneq_fake_N=100,wave,123,4,7,31,45
swiss_uneq_fake_N=100,wave,124,14,61,65,89
swiss_uneq_fake_N=100,wave,125,10,46,67,75
swiss_uneq_fake_N=100,wave,126,7,45,65,74
swiss_uneq_fake_N=100,wave,127,22,31,43,66
swiss_uneq_fake_N=100,wave,128,35,43,66,88
swiss_uneq_fake_N=100,wave,129,10,85,90,92
swiss_uneq_fake_N=100,wave,130,20,43,45,46
swiss_uneq_fake_N=100,wave,131,7,8,65,72
swiss_uneq_fake_N=100,wave,132,7,46,75,95
swiss_uneq_fake_N=100,wave,133,10,20,43,66
swiss_uneq_fake_N=100,wave,134,18,20,42,43
swiss_uneq_fake_N=100,wave,135,7,18,35,42
swiss_uneq_fake_N=100,wave,136,12,20,45,89
swiss_uneq_fake_N=100,wave,137,66,77,88,90
swiss_uneq_fake_N=100,wave,138,10,14,43,66
swiss_uneq_fake_N=100,wave,139,7,18,50,80
swiss_uneq_fake_N=100,wave,140,7,18,21,27
swiss_uneq_fake_N=100,wave,141,5,20,45,89
swiss_uneq_fake_N=100,wave,142,7,18,74,81
swiss_uneq_fake_N=100,wave,143,4,10,43,83
swiss_uneq_fake_N=100,wave,144,4,7,20,46
swiss_uneq_fake_N=100,wave,145,10,46,66,67
swiss_uneq_fake_N=100,wave,146,65,66,85,89
swiss_uneq_fake_N=100,wave,147,10,11,46,89
swiss_uneq_fake_N=100,wave,148,31,42,43,95
swiss_uneq_fake_N=100,wave,149,7,16,18,83
swiss_uneq_fake_N=100,wave,150,7,11,18,25
swiss_uneq_fake_N=100,wave,151,7,18,66,72
swiss_uneq_fake_N=100,wave,152,10,50,66,67
swiss_uneq_fake_N=100,wave,153,5,7,18,20
swiss_uneq_fake_N=100,wave,154,31,43,66,88
swiss_uneq_fake_N=100,wave,155,10,11,43,46
swiss_uneq_fake_N=100,wave,156,7,10,11,48
swiss_uneq_fake_N=100,wave,157,10,11,42,90
swiss_uneq_fake_N=100,wave,158,7,18,46,75
swiss_uneq_fake_N=100,wave,159,10,11,67,76
swiss_uneq_fake_N=100,wave,160,4,7,20,42
swiss_uneq_fake_N=100,wave,161,18,20,34,67
swiss_uneq_fake_N=100,wave,162,7,18,50,60
swiss_uneq_fake_N=100,wave,163,46,65,83,89
swiss_uneq_fake_N=100,wave,164,12,31,43,66
swiss_uneq_fake_N=100,wave,165,10,14,43,60
swiss_uneq_fake_N=100,wave,166,11,77,83,90
swiss_uneq_fake_N=100,wave,167,10,14,43,75
swiss_uneq_fake_N=100,wave,168,23,65,66,89
swiss_uneq_fake_N=100,wave,169,2,8,18,89
swiss_uneq_fake_N=100,wave,170,23,43,45,91
swiss_uneq_fake_N=100,wave,171,10,32,50,66
swiss_uneq_fake_N=100,wave,172,9,18,20,67
swiss_uneq_fake_N=100,wave,173,7,11,18,99
swiss_uneq_fake_N=100,wave,174,18,62,67,83
swiss_uneq_fake_N=100,wave,175,23,43,65,66
swiss_uneq_fake_N=100,wave,176,20,31,42,90
swiss_uneq_fake_N=100,wave,177,10,14,20,57
swiss_uneq_fake_N=100,wave,178,7,45,62,77
swiss_uneq_fake_N=100,wave,179,10,50,66,90
swiss_uneq_fake_N=100,wave,180,7,11,58,65
swiss_uneq_fake_N=100,wave,181,7,62,65,75
swiss_uneq_fake_N=100,wave,182,4,7,31,42
swiss_uneq_fake_N=100,wave,183,18,45,87,97
swiss_uneq_fake_N=100,wave,184,7,21,60,72
swiss_uneq_fake_N=100,wave,185,23,43,65,66
swiss_uneq_fake_N=100,wave,186,7,8,17,18
swiss_uneq_fake_N=100,wave,187,7,18,45,72
swiss_uneq_fake_N=100,wave,188,7,18,21,42
swiss_uneq_fake_N=100,wave,189,18,35,43,81
swiss_uneq_fake_N=100,wave,190,7,18,41,72
swiss_uneq_fake_N=100,wave,191,10,18,66,89
swiss_uneq_fake_N=100,wave,192,43,45,65,83
swiss_uneq_fake_N=100,wave,193,7,8,18,74
swiss_uneq_fake_N=100,wave,194,23,65,67,87
swiss_uneq_fake_N=100,wave,195,7,12,55,66
swiss_uneq_fake_N=100,wave,196,12,65,67,83
swiss_uneq_fake_N=100,wave,197,11,23,65,89
swiss_uneq_fake_N=100,wave,198,10,43,60,76
swiss_uneq_fake_N=100,wave,199,5,7,11,18
swiss_uneq_fake_N=100,wave,200,10,43,46,98
swiss_uneq_fake_N=100,wave,201,46,65,83,89
swiss_uneq_fake_N=100,wave,202,7,8,18,20
swiss_uneq_fake_N=100,wave,203,7,20,23,65
swiss_uneq_fake_N=100,wave,204,7,15,18,80
swiss_uneq_fake_N=100,wave,205,10,43,62,66
swiss_uneq_fake_N=100,wave,206,50,65,66,89
swiss_uneq_fake_N=100,wave,207,50,65,66,67
swiss_uneq_fake_N=100,wave,208,23,43,65,66
swiss_uneq_fake_N=100,wave,209,7,18,35,81
swiss_uneq_fake_N=100,wave,210,10,11,43,95
swiss_uneq_fake_N=100,wave,211,7,22,66,68
swiss_uneq_fake_N=100,wave,212,14,18,67,75
swiss_uneq_fake_N=100,wave,213,22,31,66,67
swiss_uneq_fake_N=100,wave,214,18,45,80,89
swiss_uneq_fake_N=100,wave,215,18,60,62,67
swiss_uneq_fake_N=100,wave,216,10,23,66,99
swiss_uneq_fake_N=100,wave,217,10,66,85,89
swiss_uneq_fake_N=100,wave,218,10,43,62,66
swiss_uneq_fake_N=100,wave,219,1,10,11,43
swiss_uneq_fake_N=100,wave,220,4,7,23,66
swiss_uneq_fake_N=100,wave,221,31,43,66,88
swiss_uneq_fake_N=100,wave,222,23,31,43,66
swiss_uneq_fake_N=100,wave,223,7,10,20,23
swiss_uneq_fake_N=100,wave,224,11,65,67,88
swiss_uneq_fake_N=100,wave,225,10,14,27,43
swiss_uneq_fake_N=100,wave,226,7,18,20,81
swiss_uneq_fake_N=100,wave,227,18,20,42,89
swiss_uneq_fake_N=100,wave,228,10,23,66,89
swiss_uneq_fake_N=100,wave,229,11,14,18,43
swiss_uneq_fake_N=100,wave,230,18,20,66,76
swiss_uneq_fake_N=100,wave,231,7,10,60,97
swiss_uneq_fake_N=100,wave,232,10,43,46,75
swiss_uneq_fake_N=100,wave,233,5,37,43,80
swiss_uneq_fake_N=100,wave,234,51,65,75,90
swiss_uneq_fake_N=100,wave,235,10,50,66,89
swiss_uneq_fake_N=100,wave,236,43,65,66,85
swiss_uneq_fake_N=100,wave,237,18,28,67,80
swiss_uneq_fake_N=100,wave,238,43,56,66,76
swiss_uneq_fake_N=100,wave,239,12,38,60,77
swiss_uneq_fake_N=100,wave,240,5,7,49,86
swiss_uneq_fake_N=100,wave,241,7,18,21,98
swiss_uneq_fake_N=100,wave,242,18,46,67,75
swiss_uneq_fake_N=100,wave,243,10,43,46,60
swiss_uneq_fake_N=100,wave,244,8,18,50,80
swiss_uneq_fake_N=100,wave,245,20,42,88,90
swiss_uneq_fake_N=100,wave,246,10,31,43,66
swiss_uneq_fake_N=100,wave,247,10,43,46,75
swiss_uneq_fake_N=100,wave,248,7,18,20,42
swiss_uneq_fake_N=100,wave,249,10,43,62,66
swiss_uneq_fake_N=100,wave,250,43,46,66,83
swiss_uneq_fake_N=100,wave,251,10,14,43,79
swiss_uneq_fake_N=100,wave,252,7,8,18,20
swiss_uneq_fake_N=100,wave,253,18,34,43,80
swiss_uneq_fake_N=100,wave,254,8,47,67,72
swiss_uneq_fake_N=100,wave,255,10,45,75,90
swiss_uneq_fake_N=100,wave,256,7,10,11,23
swiss_uneq_fake_N=100,wave,257,10,43,54,83
swiss_uneq_fake_N=100,wave,258,10,18,66,89
swiss_uneq_fake_N=100,wave,259,46,65,75,89
swiss_uneq_fake_N=100,wave,260,46,65,67,75
swiss_uneq_fake_N=100,wave,261,18,20,42,43
swiss_uneq_fake_N=100,wave,262,18,43,45,80
swiss_uneq_fake_N=100,wave,263,18,21,45,67
swiss_uneq_fake_N=100,wave,264,43,46,65,83
swiss_uneq_fake_N=100,wave,265,12,60,67,91
swiss_uneq_fake_N=100,wave,266,7,10,75,90
swiss_uneq_fake_N=100,wave,267,7,50,56,66
swiss_uneq_fake_N=100,wave,268,3,4,7,18
swiss_uneq_fake_N=100,wave,269,1,7,18,66
swiss_uneq_fake_N=100,wave,270,11,89,95,96
swiss_uneq_fake_N=100,wave,271,25,66,77,89
swiss_uneq_fake_N=100,wave,272,7,62,65,75
swiss_uneq_fake_N=100,wave,273,11,65,67,72
swiss_uneq_fake_N=100,wave,274,10,23,43,66
swiss_uneq_fake_N=100,wave,275,14,36,43,66
swiss_uneq_fake_N=100,wave,276,1,10,11,43
swiss_uneq_fake_N=100,wave,277,8,9,65,90
swiss_uneq_fake_N=100,wave,278,7,65,66,72
swiss_uneq_fake_N=100,wave,279,7,65,75,76
swiss_uneq_fake_N=100,wave,280,7,47,62,75
swiss_uneq_fake_N=100,wave,281,4,7,18,75
swiss_uneq_fake_N=100,wave,282,31,66,88,89
swiss_uneq_fake_N=100,wave,283,45,66,67,88
swiss_uneq_fake_N=100,wave,284,43,66,77,88
swiss_uneq_fake_N=100,wave,285,4,7,15,80
swiss_uneq_fake_N=100,wave,286,3,7,18,83
swiss_uneq_fake_N=100,wave,287,7,10,42,46
swiss_uneq_fake_N=100,wave,288,10,23,43,66
swiss_uneq_fake_N=100,wave,289,45,50,77,89
swiss_uneq_fake_N=100,wave,290,4,23,45,68
swiss_uneq_fake_N=100,wave,291,11,23,71,90
swiss_uneq_fake_N=100,wave,292,7,18,20,45
swiss_uneq_fake_N=100,wave,293,23,43,66,73
swiss_uneq_fake_N=100,wave,294,43,56,66,85
swiss_uneq_fake_N=100,wave,295,7,18,34,80
swiss_uneq_fake_N=100,wave,296,7,42,46,65
swiss_uneq_fake_N=100,wave,297,8,23,46,89
swiss_uneq_fake_N=100,wave,298,7,18,20,42
swiss_uneq_fake_N=100,wave,299,10,14,43,99
swiss_uneq_fake_N=100,wave,300,10,14,66,67
swiss_uneq_fake_N=100,wave,301,5,18,43,100
swiss_uneq_fake_N=100,wave,302,7,18,60,72
swiss_uneq_fake_N=100,wave,303,10,20,66,90
swiss_uneq_fake_N=100,wave,304,8,65,72,89
swiss_uneq_fake_N=100,wave,305,18,21,23,66
swiss_uneq_fake_N=100,wave,306,18,30,67,85
swiss_uneq_fake_N=100,wave,307,10,21,66,85
swiss_uneq_fake_N=100,wave,308,35,46,65,67
swiss_uneq_fake_N=100,wave,309,11,18,43,97
swiss_uneq_fake_N=100,wave,310,4,7,20,42
swiss_uneq_fake_N=100,wave,311,10,14,75,89
swiss_uneq_fake_N=100,wave,312,7,20,60,65
swiss_uneq_fake_N=100,wave,313,7,8,11,18
swiss_uneq_fake_N=100,wave,314,7,18,21,42
swiss_uneq_fake_N=100,wave,315,50,65,87,89
swiss_uneq_fake_N=100,wave,316,10,43,50,66
swiss_uneq_fake_N=100,wave,317,4,7,10,80
swiss_uneq_fake_N=100,wave,318,18,20,21,45
swiss_uneq_fake_N=100,wave,319,7,11,65,85
swiss_uneq_fake_N=100,wave,320,7,23,66,87
swiss_uneq_fake_N=100,wave,321,7,10,14,81
swiss_uneq_fake_N=100,wave,322,7,18,34,80
swiss_uneq_fake_N=100,wave,323,7,17,18,66
swiss_uneq_fake_N=100,wave,324,7,46,65,87
swiss_uneq_fake_N=100,wave,325,23,62,66,86
swiss_uneq_fake_N=100,wave,326,43,45,46,96
swiss_uneq_fake_N=100,wave,327,10,11,62,89
swiss_uneq_fake_N=100,wave,328,10,11,43,76
swiss_uneq_fake_N=100,wave,329,7,16,22,70
swiss_uneq_fake_N=100,wave,330,10,46,66,89
swiss_uneq_fake_N=100,wave,331,7,65,66,85
swiss_uneq_fake_N=100,wave,332,7,18,21,72
swiss_uneq_fake_N=100,wave,333,18,46,67,75
swiss_uneq_fake_N=100,wave,334,7,16,18,42
swiss_uneq_fake_N=100,wave,335,10,43,85,99
swiss_uneq_fake_N=100,wave,336,1,4,10,66
swiss_uneq_fake_N=100,wave,337,21,60,65,88
swiss_uneq_fake_N=100,wave,338,10,23,80,89
swiss_uneq_fake_N=100,wave,339,11,43,56,85
swiss_uneq_fake_N=100,wave,340,10,12,27,43
swiss_uneq_fake_N=100,wave,341,7,10,43,83
swiss_uneq_fake_N=100,wave,342,10,20,72,81
swiss_uneq_fake_N=100,wave,343,14,43,66,77
swiss_uneq_fake_N=100,wave,344,40,65,83,89
swiss_uneq_fake_N=100,wave,345,23,31,66,67
swiss_uneq_fake_N=100,wave,346,7,10,53,83
swiss_uneq_fake_N=100,wave,347,10,43,79,97
swiss_uneq_fake_N=100,wave,348,7,18,66,84
swiss_uneq_fake_N=100,wave,349,10,23,66,90
swiss_uneq_fake_N=100,wave,350,5,7,16,18
swiss_uneq_fake_N=100,wave,351,60,65,72,95
swiss_uneq_fake_N=100,wave,352,3,10,42,90
swiss_uneq_fake_N=100,wave,353,7,10,23,66
swiss_uneq_fake_N=100,wave,354,14,65,67,75
swiss_uneq_fake_N=100,wave,355,10,66,76,90
swiss_uneq_fake_N=100,wave,356,18,20,45,89
swiss_uneq_fake_N=100,wave,357,46,47,67,75
swiss_uneq_fake_N=100,wave,358,46,65,75,89
swiss_uneq_fake_N=100,wave,359,4,7,31,83
swiss_uneq_fake_N=100,wave,360,43,50,56,66
swiss_uneq_fake_N=100,wave,361,10,43,60,88
swiss_uneq_fake_N=100,wave,362,65,67,85,92
swiss_uneq_fake_N=100,wave,363,18,31,66,90
swiss_uneq_fake_N=100,wave,364,7,20,65,88
swiss_uneq_fake_N=100,wave,365,18,21,66,100
swiss_uneq_fake_N=100,wave,366,10,25,43,75
swiss_uneq_fake_N=100,wave,367,7,10,23,66
swiss_uneq_fake_N=100,wave,368,7,18,20,42
swiss_uneq_fake_N=100,wave,369,4,7,17,66
swiss_uneq_fake_N=100,wave,370,14,18,42,43
swiss_uneq_fake_N=100,wave,371,10,14,43,98
swiss_uneq_fake_N=100,wave,372,62,65,67,75
swiss_uneq_fake_N=100,wave,373,15,18,80,89
swiss_uneq_fake_N=100,wave,374,7,18,20,21
swiss_uneq_fake_N=100,wave,375,7,37,65,75
swiss_uneq_fake_N=100,wave,376,7,10,27,90
swiss_uneq_fake_N=100,wave,377,14,29,43,66
swiss_uneq_fake_N=100,wave,378,10,11,76,90
swiss_uneq_fake_N=100,wave,379,10,20,50,89
swiss_uneq_fake_N=100,wave,380,7,18,20,45
swiss_uneq_fake_N=100,wave,381,62,65,67,75
swiss_uneq_fake_N=100,wave,382,7,8,18,80
swiss_uneq_fake_N=100,wave,383,18,20,21,81
swiss_uneq_fake_N=100,wave,384,31,43,54,83
swiss_uneq_fake_N=100,wave,385,8,10,43,83
swiss_uneq_fake_N=100,wave,386,18,50,66,87
swiss_uneq_fake_N=100,wave,387,10,51,66,67
swiss_uneq_fake_N=100,wave,388,18,23,59,67
swiss_uneq_fake_N=100,wave,389,4,7,8,35
swiss_uneq_fake_N=100,wave,390,18,43,66,80
swiss_uneq_fake_N=100,wave,391,18,28,80,89
swiss_uneq_fake_N=100,wave,392,7,9,18,75
swiss_uneq_fake_N=100,wave,393,20,42,43,88
swiss_uneq_fake_N=100,wave,394,23,31,53,66
swiss_uneq_fake_N=100,wave,395,3,7,10,90
swiss_uneq_fake_N=100,wave,396,30,67,95,100
swiss_uneq_fake_N=100,wave,397,10,41,67,97
swiss_uneq_fake_N=100,wave,398,7,18,37,44
swiss_uneq_fake_N=100,wave,399,7,11,62,65
swiss_uneq_fake_N=100,wave,400,4,7,31,42
swiss_uneq_fake_N=100,wave,401,7,18,20,42
swiss_uneq_fake_N=100,wave,402,14,18,20,89
swiss_uneq_fake_N=100,wave,403,10,23,66,89
swiss_uneq_fake_N=100,wave,404,7,65,66,72
swiss_uneq_fake_N=100,wave,405,7,13,18,46
swiss_uneq_fake_N=100,wave,406,5,31,43,66
swiss_uneq_fake_N=100,wave,407,1,65,83,89
swiss_uneq_fake_N=100,wave,408,10,14,43,83
swiss_uneq_fake_N=100,wave,409,10,23,60,89
swiss_uneq_fake_N=100,wave,410,2,43,48,66
swiss_uneq_fake_N=100,wave,411,65,67,83,88
swiss_uneq_fake_N=100,wave,412,10,20,43,75
swiss_uneq_fake_N=100,wave,413,31,66,76,86
swiss_uneq_fake_N=100,wave,414,7,18,21,66
swiss_uneq_fake_N=100,wave,415,11,65,89,99
swiss_uneq_fake_N=100,wave,416,3,7,31,88
swiss_uneq_fake_N=100,wave,417,10,42,66,90
swiss_uneq_fake_N=100,wave,418,10,81,85,89
swiss_uneq_fake_N=100,wave,419,4,65,89,99
swiss_uneq_fake_N=100,wave,420,7,23,65,66
swiss_uneq_fake_N=100,wave,421,10,43,44,76
swiss_uneq_fake_N=100,wave,422,7,18,20,45
swiss_uneq_fake_N=100,wave,423,4,7,60,72
swiss_uneq_fake_N=100,wave,424,46,65,75,89
swiss_uneq_fake_N=100,wave,425,10,37,42,86
swiss_uneq_fake_N=100,wave,426,4,7,42,87
swiss_uneq_fake_N=100,wave,427,7,11,18,62
swiss_uneq_fake_N=100,wave,428,18,66,89,95
swiss_uneq_fake_N=100,wave,429,7,11,21,31
swiss_uneq_fake_N=100,wave,430,11,43,65,88
swiss_uneq_fake_N=100,wave,431,7,18,81,87
swiss_uneq_fake_N=100,wave,432,11,18,58,89
swiss_uneq_fake_N=100,wave,433,40,65,75,89
swiss_uneq_fake_N=100,wave,434,65,66,67,85
swiss_uneq_fake_N=100,wave,435,36,66,67,97
swiss_uneq_fake_N=100,wave,436,5,18,66,89
swiss_uneq_fake_N=100,wave,437,10,14,75,89
swiss_uneq_fake_N=100,wave,438,20,42,71,89
swiss_uneq_fake_N=100,wave,439,1,10,43,45
swiss_uneq_fake_N=100,wave,440,11,47,62,89
swiss_uneq_fake_N=100,wave,441,7,69,83,100
swiss_uneq_fake_N=100,wave,442,7,18,45,77
swiss_uneq_fake_N=100,wave,443,5,11,43,95
swiss_uneq_fake_N=100,wave,444,10,46,83,89
swiss_uneq_fake_N=100,wave,445,10,46,67,83
swiss_uneq_fake_N=100,wave,446,4,42,43,77
swiss_uneq_fake_N=100,wave,447,4,23,66,99
swiss_uneq_fake_N=100,wave,448,10,11,43,46
swiss_uneq_fake_N=100,wave,449,18,21,28,80
swiss_uneq_fake_N=100,wave,450,18,43,46,66
swiss_uneq_fake_N=100,wave,451,4,7,42,100
swiss_uneq_fake_N=100,wave,452,4,7,31,83
swiss_uneq_fake_N=100,wave,453,23,56,66,89
swiss_uneq_fake_N=100,wave,454,7,20,21,81
swiss_uneq_fake_N=100,wave,455,18,20,45,89
swiss_uneq_fake_N=100,wave,456,7,18,30,35
swiss_uneq_fake_N=100,wave,457,7,18,75,99
swiss_uneq_fake_N=100,wave,458,11,46,47,89
swiss_uneq_fake_N=100,wave,459,7,18,66,97
swiss_uneq_fake_N=100,wave,460,10,66,72,89
swiss_uneq_fake_N=100,wave,461,47,67,75,84
swiss_uneq_fake_N=100,wave,462,10,42,43,46
swiss_uneq_fake_N=100,wave,463,7,8,35,65
swiss_uneq_fake_N=100,wave,464,14,66,67,77
swiss_uneq_fake_N=100,wave,465,7,21,51,71
swiss_uneq_fake_N=100,wave,466,18,25,66,73
swiss_uneq_fake_N=100,wave,467,7,18,20,42
swiss_uneq_fake_N=100,wave,468,18,85,89,92
swiss_uneq_fake_N=100,wave,469,4,7,27,31
swiss_uneq_fake_N=100,wave,470,2,14,42,43
swiss_uneq_fake_N=100,wave,471,4,7,31,42
swiss_uneq_fake_N=100,wave,472,7,18,62,66
swiss_uneq_fake_N=100,wave,473,18,67,72,75
swiss_uneq_fake_N=100,wave,474,7,10,50,66
swiss_uneq_fake_N=100,wave,475,7,9,11,18
swiss_uneq_fake_N=100,wave,476,13,18,43,46
swiss_uneq_fake_N=100,wave,477,18,45,67,76
swiss_uneq_fake_N=100,wave,478,7,20,45,88
swiss_uneq_fake_N=100,wave,479,10,13,16,90
swiss_uneq_fake_N=100,wave,480,10,20,75,90
swiss_uneq_fake_N=100,wave,481,10,60,67,88
swiss_uneq_fake_N=100,wave,482,60,67,71,84
swiss_uneq_fake_N=100,wave,483,7,14,65,83
swiss_uneq_fake_N=100,wave,484,5,7,18,20
swiss_uneq_fake_N=100,wave,485,8,20,43,88
swiss_uneq_fake_N=100,wave,486,25,60,65,89
swiss_uneq_fake_N=100,wave,487,22,23,43,66
swiss_uneq_fake_N=100,wave,488,10,20,42,90
swiss_uneq_fake_N=100,wave,489,18,21,45,74
swiss_uneq_fake_N=100,wave,490,7,21,75,77
swiss_uneq_fake_N=100,wave,491,10,11,43,97
swiss_uneq_fake_N=100,wave,492,51,67,87,95
swiss_uneq_fake_N=100,wave,493,31,43,66,88
swiss_uneq_fake_N=100,wave,494,8,65,72,89
swiss_uneq_fake_N=100,wave,495,7,18,31,66
swiss_uneq_fake_N=100,wave,496,7,20,45,71
swiss_uneq_fake_N=100,wave,497,18,20,45,89
swiss_uneq_fake_N=100,wave,498,14,65,67,75
