pop,method,rep,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8
clust_uneq,srs,80,64,79,93,54,71,9,33,76
clust_uneq,srs,81,41,82,17,24,5,43,93,46
clust_uneq,srs,82,56,45,16,71,23,54,83,30
clust_uneq,srs,83,40,24,48,44,49,55,96,8
clust_uneq,srs,84,43,94,52,16,35,98,53,57
clust_uneq,srs,85,28,14,93,77,3,90,31,47
clust_uneq,srs,86,31,62,85,58,67,63,33,39
clust_uneq,srs,87,97,82,33,80,89,26,7,17
clust_uneq,srs,88,5,90,94,73,99,71,82,83
clust_uneq,srs,89,51,53,2,91,47,61,41,97
clust_uneq,srs,90,67,25,45,16,83,8,48,64
clust_uneq,srs,91,34,16,68,83,64,21,95,55
clust_uneq,srs,92,48,55,17,6,29,62,41,4
clust_uneq,srs,93,24,11,99,6,38,95,5,74
clust_uneq,srs,94,23,61,54,15,47,25,79,81
clust_uneq,srs,95,95,68,58,11,93,65,1,64
clust_uneq,srs,96,50,14,7,78,51,5,55,58
clust_uneq,srs,97,98,78,16,47,43,86,85,10
clust_uneq,srs,98,49,35,9,85,25,28,86,97
clust_uneq,srs,99,11,55,17,5,3,58,71,59
clust_uneq,srs,100,51,19,63,3,44,62,46,20
clust_uneq,srs,101,7,90,36,69,75,11,63,1
clust_uneq,srs,102,65,39,9,93,30,25,18,36
clust_uneq,srs,103,27,39,8,92,78,25,98,31
clust_uneq,srs,104,13,47,100,82,93,80,45,71
clust_uneq,srs,105,56,70,8,25,55,64,5,87
clust_uneq,srs,106,5,75,60,38,9,70,34,58
clust_uneq,srs,107,11,14,79,22,16,15,20,28
clust_uneq,srs,108,38,26,42,47,60,9,93,25
clust_uneq,srs,109,91,72,24,16,66,98,76,65
clust_uneq,srs,110,43,87,53,47,94,59,56,79
clust_uneq,srs,111,87,65,60,11,6,83,72,67
clust_uneq,srs,112,99,15,76,22,35,52,65,5
clust_uneq,srs,113,15,36,54,43,48,41,52,51
clust_uneq,srs,114,77,27,100,53,26,64,30,86
clust_uneq,srs,115,39,85,38,81,35,16,47,20
clust_uneq,srs,116,69,28,88,35,81,41,62,66
clust_uneq,srs,117,1,11,74,8,51,47,53,43
clust_uneq,srs,118,90,61,47,94,9,3,17,33
clust_uneq,srs,119,43,64,38,34,98,1,85,8
clust_uneq,srs,120,69,54,100,48,88,73,80,9
clust_uneq,srs,121,90,33,23,58,45,89,43,77
clust_uneq,srs,122,24,83,37,84,8,6,43,41
clust_uneq,srs,123,90,11,31,15,29,65,89,61
clust_uneq,srs,124,68,17,55,96,1,14,82,49
clust_uneq,srs,125,77,37,94,9,97,11,32,47
clust_uneq,srs,126,98,97,30,9,58,54,90,55
clust_uneq,srs,127,100,17,81,99,24,94,46,33
clust_uneq,srs,128,67,89,21,39,66,16,9,44
clust_uneq,srs,129,85,34,10,87,8,59,88,86
clust_uneq,srs,130,50,15,70,56,82,45,17,16
clust_uneq,srs,131,52,59,34,21,86,54,33,55
clust_uneq,srs,132,94,12,28,74,69,82,92,90
clust_uneq,srs,133,75,18,5,8,53,44,89,55
clust_uneq,srs,134,96,71,88,1,26,21,83,33
clust_uneq,srs,135,56,82,54,55,23,77,49,50
clust_uneq,srs,136,18,2,1,97,45,87,85,25
clust_uneq,srs,137,90,82,3,56,34,87,20,61
clust_uneq,srs,138,10,17,65,41,79,28,60,71
clust_uneq,srs,139,87,27,92,4,21,3,42,96
clust_uneq,srs,140,46,49,63,14,40,54,56,80
clust_uneq,srs,141,31,61,23,19,25,41,22,57
clust_uneq,srs,142,27,95,2,23,48,42,33,92
clust_uneq,srs,143,26,65,43,86,45,87,75,68
clust_uneq,srs,144,5,43,35,84,13,40,15,63
clust_uneq,srs,145,1,12,48,35,19,14,56,45
clust_uneq,srs,146,89,86,9,80,91,37,82,31
clust_uneq,srs,147,63,5,88,51,53,17,83,45
clust_uneq,srs,148,57,26,30,85,97,89,25,43
clust_uneq,srs,149,48,44,20,67,25,80,49,46
clust_uneq,srs,150,56,30,89,2,11,22,88,94
clust_uneq,srs,151,98,8,63,47,25,60,53,95
clust_uneq,srs,152,68,11,53,91,48,73,56,17
clust_uneq,srs,153,57,49,11,26,37,27,99,7
clust_uneq,srs,154,68,32,5,21,38,9,100,25
clust_uneq,srs,155,81,56,67,25,27,14,99,64
clust_uneq,srs,156,78,14,25,65,38,95,81,49
clust_uneq,srs,157,71,36,2,85,9,33,84,68
clust_uneq,srs,158,43,81,68,90,37,73,44,41
clust_uneq,srs,159,80,67,91,100,13,45,98,37
clust_uneq,srs,160,77,55,91,19,64,31,95,10
clust_uneq,srs,161,93,55,56,15,75,5,31,64
clust_uneq,srs,162,81,86,17,77,78,15,99,76
clust_uneq,srs,163,96,36,95,71,63,30,48,70
clust_uneq,srs,164,44,33,78,62,40,92,24,57
clust_uneq,srs,165,100,38,77,65,15,2,36,68
clust_uneq,srs,166,35,13,82,12,71,62,93,100
clust_uneq,srs,167,42,100,8,47,67,71,72,90
clust_uneq,srs,168,13,49,97,83,31,21,10,54
clust_uneq,srs,169,49,69,91,45,46,54,63,34
clust_uneq,srs,170,63,4,34,51,28,70,14,30
clust_uneq,srs,171,6,15,38,43,13,58,99,53
clust_uneq,srs,172,60,87,37,33,26,23,34,8
clust_uneq,srs,173,96,95,25,36,32,31,58,50
clust_uneq,srs,174,6,91,76,37,81,73,20,42
clust_uneq,srs,175,61,38,58,23,51,48,64,78
clust_uneq,srs,176,52,53,63,71,67,19,56,7
clust_uneq,srs,177,95,77,13,48,90,74,84,14
clust_uneq,srs,178,69,34,12,68,67,75,41,80
clust_uneq,srs,179,100,18,57,89,83,30,7,2
clust_uneq,srs,180,22,33,1,30,28,20,99,64
clust_uneq,srs,181,5,51,78,86,77,67,92,53
clust_uneq,srs,182,78,1,11,6,31,59,29,73
clust_uneq,srs,183,93,39,69,75,3,29,79,67
clust_uneq,srs,184,29,57,66,93,83,84,89,22
clust_uneq,srs,185,31,29,65,82,95,72,63,20
clust_uneq,srs,186,85,65,2,97,46,86,100,4
clust_uneq,srs,187,88,34,96,27,38,66,41,37
clust_uneq,srs,188,7,78,45,49,94,54,12,66
clust_uneq,srs,189,84,28,77,37,20,64,86,29
clust_uneq,srs,190,21,31,68,90,80,9,41,78
clust_uneq,srs,191,26,11,23,67,97,17,49,84
clust_uneq,srs,192,13,90,52,30,40,45,12,64
clust_uneq,srs,193,55,54,73,85,4,39,57,75
clust_uneq,srs,194,60,56,10,76,7,65,62,22
clust_uneq,srs,195,61,26,92,60,53,44,37,49
clust_uneq,srs,196,54,94,9,40,99,98,83,7
clust_uneq,srs,197,8,51,39,92,6,75,38,80
clust_uneq,srs,198,21,41,42,24,18,4,77,63
clust_uneq,srs,199,50,58,99,62,33,51,60,11
clust_uneq,srs,200,65,76,18,26,91,34,75,87
clust_uneq,srs,201,68,98,77,54,38,2,31,67
clust_uneq,srs,202,46,95,83,67,79,13,97,8
clust_uneq,srs,203,89,41,28,24,52,39,68,11
clust_uneq,srs,204,26,95,32,100,21,31,17,94
clust_uneq,srs,205,30,45,20,40,48,83,96,68
clust_uneq,srs,206,99,42,70,61,4,79,94,51
clust_uneq,srs,207,46,61,13,43,63,100,55,20
clust_uneq,srs,208,3,100,33,42,21,94,85,90
clust_uneq,srs,209,29,21,99,8,37,80,40,25
clust_uneq,srs,210,22,74,53,46,77,26,95,82
clust_uneq,srs,211,62,68,23,28,82,36,94,79
clust_uneq,srs,212,45,13,29,16,65,76,23,18
clust_uneq,srs,213,27,2,48,6,8,81,26,23
clust_uneq,srs,214,10,41,27,28,74,92,56,35
clust_uneq,srs,215,53,31,90,15,10,79,41,100
clust_uneq,srs,216,23,54,39,20,19,82,45,2
clust_uneq,srs,217,56,53,55,35,12,58,63,27
clust_uneq,srs,218,22,63,99,37,56,65,24,87
clust_uneq,srs,219,89,7,43,60,78,33,86,46
clust_uneq,srs,220,31,41,86,58,12,55,60,48
clust_uneq,srs,221,23,5,87,12,59,94,89,64
clust_uneq,srs,222,65,72,2,8,58,25,64,35
clust_uneq,srs,223,24,92,61,57,45,98,58,38
clust_uneq,srs,224,21,33,66,69,74,24,3,35
clust_uneq,srs,225,78,69,92,15,97,33,34,67
clust_uneq,srs,226,29,67,55,61,68,90,78,73
clust_uneq,srs,227,93,72,4,48,8,79,88,42
clust_uneq,srs,228,65,2,82,13,20,32,98,72
clust_uneq,srs,229,81,24,73,40,89,38,68,74
clust_uneq,srs,230,40,94,37,13,17,45,88,83
clust_uneq,srs,231,66,80,96,32,20,59,91,8
clust_uneq,srs,232,60,58,37,4,94,98,39,35
clust_uneq,srs,233,37,64,44,94,23,55,83,15
clust_uneq,srs,234,97,25,89,65,12,68,83,7
clust_uneq,srs,235,72,27,49,56,67,15,59,58
clust_uneq,srs,236,23,90,31,71,92,1,21,8
clust_uneq,srs,237,40,81,27,84,99,17,12,95
clust_uneq,srs,238,66,97,16,64,13,11,57,12
clust_uneq,srs,239,63,24,18,76,10,7,85,38
clust_uneq,srs,240,10,47,13,55,38,82,100,20
clust_uneq,srs,241,92,90,76,56,97,62,72,18
clust_uneq,srs,242,50,10,65,19,91,42,33,36
clust_uneq,srs,243,13,24,95,89,18,15,99,28
clust_uneq,srs,244,35,2,51,70,30,5,79,24
clust_uneq,srs,245,80,29,47,13,73,54,61,72
clust_uneq,srs,246,18,29,26,75,8,93,17,72
clust_uneq,srs,247,38,51,28,33,92,91,94,95
clust_uneq,srs,248,10,72,59,5,36,54,49,64
clust_uneq,srs,249,33,3,24,53,59,49,46,16
clust_uneq,srs,250,79,82,64,88,44,90,66,3
clust_uneq,srs,251,18,2,13,4,95,10,97,76
clust_uneq,srs,252,99,5,40,10,26,52,74,45
clust_uneq,srs,253,24,96,93,55,77,8,70,28
clust_uneq,srs,254,71,63,69,53,26,36,32,60
clust_uneq,srs,255,66,83,15,21,82,42,29,13
clust_uneq,srs,256,55,57,13,96,11,39,12,60
clust_uneq,srs,257,20,61,94,80,86,43,53,39
clust_uneq,srs,258,42,34,45,39,61,51,47,50
clust_uneq,srs,259,70,5,65,69,86,19,98,20
clust_uneq,srs,260,24,1,16,70,7,33,9,67
clust_uneq,srs,261,3,89,39,95,87,82,22,67
clust_uneq,srs,262,30,92,98,65,31,11,19,27
clust_uneq,srs,263,48,32,52,5,88,83,13,37
clust_uneq,srs,264,70,75,6,73,48,74,59,81
clust_uneq,srs,265,52,9,20,76,39,74,88,37
clust_uneq,srs,266,99,49,98,90,95,6,9,42
clust_uneq,srs,267,43,82,87,56,1,61,5,14
clust_uneq,srs,268,9,82,56,32,53,93,48,38
clust_uneq,srs,269,41,63,26,69,22,15,34,75
clust_uneq,srs,270,91,79,80,13,95,26,94,97
clust_uneq,srs,271,36,40,55,33,85,91,70,46
clust_uneq,srs,272,9,66,46,53,92,30,87,62
clust_uneq,srs,273,10,82,19,51,64,58,46,7
clust_uneq,srs,274,67,27,5,34,2,25,12,39
clust_uneq,srs,275,92,71,1,20,23,40,76,14
clust_uneq,srs,276,54,20,67,33,45,49,90,98
clust_uneq,srs,277,7,49,43,100,5,44,91,93
clust_uneq,srs,278,28,42,64,90,27,9,25,36
clust_uneq,srs,279,19,49,51,69,6,22,71,86
clust_uneq,srs,280,4,24,90,42,40,1,66,27
clust_uneq,srs,281,19,9,25,99,87,82,44,69
clust_uneq,srs,282,52,97,10,94,16,6,4,84
clust_uneq,srs,283,73,12,93,52,38,67,53,22
clust_uneq,srs,284,43,47,8,64,19,67,35,80
clust_uneq,srs,285,47,87,77,97,32,33,6,2
clust_uneq,srs,286,40,23,15,73,75,71,6,57
clust_uneq,srs,287,76,24,65,44,98,31,16,46
clust_uneq,srs,288,71,64,20,56,16,21,82,32
clust_uneq,srs,289,44,19,56,5,35,57,81,21
clust_uneq,srs,290,75,53,23,30,92,97,90,87
clust_uneq,srs,291,54,10,83,75,87,62,94,96
clust_uneq,srs,292,86,82,79,84,12,19,31,57
clust_uneq,srs,293,15,91,69,57,12,58,3,62
clust_uneq,srs,294,74,67,10,75,17,56,8,13
clust_uneq,srs,295,39,57,13,96,25,33,58,80
clust_uneq,srs,296,93,77,88,46,63,14,98,27
clust_uneq,srs,297,77,12,81,91,65,32,27,75
clust_uneq,srs,298,41,49,81,20,5,24,12,99
clust_uneq,srs,299,32,26,14,93,83,30,52,29
clust_uneq,srs,300,47,74,56,8,88,84,50,32
clust_uneq,srs,301,7,31,84,94,21,8,50,63
clust_uneq,srs,302,37,94,3,43,31,87,57,49
clust_uneq,srs,303,79,11,20,57,42,92,90,53
clust_uneq,srs,304,5,4,93,18,58,12,38,2
clust_uneq,srs,305,22,50,51,96,11,6,32,34
clust_uneq,srs,306,78,21,83,52,62,90,7,59
clust_uneq,srs,307,96,88,84,43,4,57,23,94
clust_uneq,srs,308,47,60,63,69,75,19,36,90
clust_uneq,srs,309,30,18,20,91,86,75,35,26
clust_uneq,srs,310,94,59,56,51,45,41,60,39
clust_uneq,srs,311,33,40,39,20,28,67,14,16
clust_uneq,srs,312,41,99,40,78,94,29,54,69
clust_uneq,srs,313,76,3,82,86,80,55,98,49
clust_uneq,srs,314,96,74,49,30,95,2,85,23
clust_uneq,srs,315,51,31,38,61,94,47,16,56
clust_uneq,srs,316,25,16,43,40,21,65,55,34
clust_uneq,srs,317,98,43,90,87,22,40,63,62
clust_uneq,srs,318,11,37,52,41,68,92,86,43
clust_uneq,srs,319,98,29,5,87,85,72,2,89
clust_uneq,srs,320,45,27,2,75,40,46,30,1
clust_uneq,srs,321,55,27,62,65,24,68,34,9
clust_uneq,srs,322,29,11,5,17,54,26,81,28
clust_uneq,srs,323,54,21,33,71,75,97,79,24
clust_uneq,srs,324,46,10,36,35,3,73,27,7
clust_uneq,srs,325,70,77,85,26,92,18,83,90
clust_uneq,srs,326,80,74,15,26,53,40,90,43
clust_uneq,srs,327,97,86,22,32,56,76,18,36
clust_uneq,srs,328,56,35,9,92,54,57,26,63
clust_uneq,srs,329,30,91,96,79,86,90,7,5
clust_uneq,srs,330,49,65,22,62,63,87,45,16
clust_uneq,srs,331,51,80,20,36,4,73,70,79
clust_uneq,srs,332,25,77,54,89,20,99,63,81
clust_uneq,srs,333,55,94,90,61,98,23,53,4
clust_uneq,srs,334,73,84,44,55,67,29,27,33
clust_uneq,srs,335,94,37,76,6,21,95,29,9
clust_uneq,srs,336,88,3,2,80,69,7,4,25
clust_uneq,srs,337,33,67,24,25,17,7,18,100
clust_uneq,srs,338,29,25,22,88,77,11,58,44
clust_uneq,srs,339,91,83,30,23,71,18,87,69
clust_uneq,srs,340,89,65,3,61,79,46,56,22
clust_uneq,srs,341,34,47,86,57,87,49,68,66
clust_uneq,srs,342,86,31,47,11,73,50,40,85
clust_uneq,srs,343,59,54,25,71,92,76,74,61
clust_uneq,srs,344,33,4,35,23,74,6,65,96
clust_uneq,srs,345,62,22,12,90,56,72,89,32
clust_uneq,srs,346,42,60,78,9,36,81,82,84
clust_uneq,srs,347,76,61,78,40,54,69,5,21
clust_uneq,srs,348,8,25,20,38,70,63,84,97
clust_uneq,srs,349,25,18,30,2,45,62,21,32
clust_uneq,srs,350,62,87,72,51,29,91,56,68
clust_uneq,srs,351,57,2,7,40,60,15,16,97
clust_uneq,srs,352,27,37,57,40,20,38,98,53
clust_uneq,srs,353,19,85,57,5,41,40,44,49
clust_uneq,srs,354,71,82,4,94,96,25,72,44
clust_uneq,srs,355,8,42,66,2,55,87,31,83
clust_uneq,srs,356,56,62,51,63,100,38,41,59
clust_uneq,srs,357,25,42,45,92,37,19,49,23
clust_uneq,srs,358,72,39,69,48,63,44,11,2
clust_uneq,srs,359,58,2,16,53,40,68,5,48
clust_uneq,srs,360,30,95,20,86,49,92,67,47
clust_uneq,srs,361,41,95,33,65,73,26,18,79
clust_uneq,srs,362,83,58,71,7,48,22,98,51
clust_uneq,srs,363,87,76,75,28,18,22,95,58
clust_uneq,srs,364,99,52,34,5,43,1,19,31
clust_uneq,srs,365,62,39,94,54,85,77,52,50
clust_uneq,srs,366,73,35,33,84,26,4,12,28
clust_uneq,srs,367,25,61,10,4,43,35,81,16
clust_uneq,srs,368,96,85,82,66,10,65,62,90
clust_uneq,srs,369,30,75,71,22,43,73,80,61
clust_uneq,srs,370,15,51,93,25,24,10,73,72
clust_uneq,srs,371,55,16,35,34,66,19,74,81
clust_uneq,srs,372,51,63,34,74,55,94,86,20
clust_uneq,srs,373,37,49,18,67,7,33,3,13
clust_uneq,srs,374,47,6,62,97,28,92,85,93
clust_uneq,srs,375,67,22,18,70,83,73,10,68
clust_uneq,srs,376,25,64,45,26,5,33,56,67
clust_uneq,srs,377,23,7,1,51,50,35,43,69
clust_uneq,srs,378,74,89,67,93,32,61,37,33
clust_uneq,srs,379,72,88,4,8,26,34,63,73
clust_uneq,srs,380,47,12,74,46,69,9,45,38
clust_uneq,srs,381,50,11,16,8,39,25,67,80
clust_uneq,srs,382,71,18,91,43,35,94,70,69
clust_uneq,srs,383,14,18,79,72,90,26,88,1
clust_uneq,srs,384,31,70,91,69,68,1,87,100
clust_uneq,srs,385,3,20,63,35,99,87,93,11
clust_uneq,srs,386,27,54,51,94,49,96,24,30
clust_uneq,srs,387,48,33,40,37,77,82,1,61
clust_uneq,srs,388,45,73,49,1,36,78,95,21
clust_uneq,srs,389,74,10,42,54,47,41,11,94
clust_uneq,srs,390,55,81,6,60,42,30,50,52
clust_uneq,srs,391,96,69,84,48,23,41,92,25
clust_uneq,srs,392,3,28,41,42,4,70,31,96
clust_uneq,srs,393,23,47,74,100,89,75,30,20
clust_uneq,srs,394,55,73,100,68,29,84,93,22
clust_uneq,srs,395,62,83,38,53,40,41,12,87
clust_uneq,srs,396,38,17,99,70,75,42,82,57
clust_uneq,srs,397,2,4,6,88,91,62,36,44
clust_uneq,srs,398,34,99,9,57,12,10,30,17
clust_uneq,srs,399,69,52,19,34,56,39,26,85
clust_uneq,srs,400,90,38,59,65,33,64,10,20
clust_uneq,srs,401,25,11,47,73,85,46,2,43
clust_uneq,srs,402,60,78,85,53,94,55,92,10
clust_uneq,srs,403,63,3,73,49,31,59,90,84
clust_uneq,srs,404,14,15,89,45,29,1,31,42
clust_uneq,srs,405,33,57,47,74,9,42,7,67
clust_uneq,srs,406,38,31,83,45,21,85,22,60
clust_uneq,srs,407,28,52,7,21,68,56,73,87
clust_uneq,srs,408,4,75,59,45,52,91,35,99
clust_uneq,srs,409,21,72,27,73,48,70,52,64
clust_uneq,srs,410,15,8,94,14,83,75,70,89
clust_uneq,srs,411,86,1,5,24,13,96,72,56
clust_uneq,srs,412,83,25,35,45,65,23,75,93
clust_uneq,srs,413,80,99,49,52,3,67,4,27
clust_uneq,srs,414,41,61,48,11,70,22,42,44
clust_uneq,srs,415,54,18,56,52,10,94,22,40
clust_uneq,srs,416,9,56,39,91,17,66,71,98
clust_uneq,srs,417,80,65,21,76,29,15,46,47
clust_uneq,srs,418,87,81,99,4,100,86,50,33
clust_uneq,srs,419,22,26,33,71,53,37,8,51
clust_uneq,srs,420,70,75,98,60,6,22,8,38
clust_uneq,srs,421,39,5,80,54,6,100,94,66
clust_uneq,srs,422,58,94,78,34,17,20,2,27
clust_uneq,srs,423,37,93,55,98,87,71,38,96
clust_uneq,srs,424,56,20,55,33,66,74,53,90
clust_uneq,srs,425,55,36,21,4,58,27,44,84
clust_uneq,srs,426,96,36,47,27,57,37,60,19
clust_uneq,srs,427,76,59,87,80,17,65,29,85
clust_uneq,srs,428,8,75,16,36,58,35,23,95
clust_uneq,srs,429,35,12,45,28,64,54,62,52
clust_uneq,srs,430,2,100,84,77,95,65,79,22
clust_uneq,srs,431,50,37,3,91,66,88,94,74
clust_uneq,srs,432,87,66,65,74,60,98,32,38
clust_uneq,srs,433,29,57,72,55,64,1,73,13
clust_uneq,srs,434,51,3,26,52,91,41,96,58
clust_uneq,srs,435,76,59,27,22,63,74,50,19
clust_uneq,srs,436,58,49,74,39,37,95,32,31
clust_uneq,srs,437,73,79,3,28,46,68,38,64
clust_uneq,srs,438,47,94,22,50,3,13,62,26
clust_uneq,srs,439,48,21,12,61,2,45,29,99
clust_uneq,srs,440,37,8,88,47,96,28,99,19
clust_uneq,srs,441,12,46,84,30,80,5,35,33
clust_uneq,srs,442,28,69,29,84,48,58,5,51
clust_uneq,srs,443,38,95,90,96,80,84,35,32
clust_uneq,srs,444,99,26,95,21,80,89,27,24
clust_uneq,srs,445,66,59,91,21,73,48,72,8
clust_uneq,srs,446,51,25,33,84,44,81,96,92
clust_uneq,srs,447,52,62,49,96,7,48,36,86
clust_uneq,srs,448,30,67,93,71,19,98,44,39
clust_uneq,srs,449,79,27,86,3,20,8,46,69
clust_uneq,srs,450,30,11,59,21,94,9,39,92
clust_uneq,srs,451,14,30,57,81,100,77,18,69
clust_uneq,srs,452,4,66,27,8,53,84,16,32
clust_uneq,srs,453,40,21,89,17,6,25,74,90
clust_uneq,srs,454,69,82,81,28,34,29,92,96
clust_uneq,srs,455,16,45,38,64,70,75,77,51
clust_uneq,srs,456,82,49,16,47,83,62,4,84
clust_uneq,srs,457,35,43,48,38,75,42,76,11
clust_uneq,srs,458,79,78,43,80,95,93,24,60
clust_uneq,srs,459,32,7,36,41,85,58,81,12
clust_uneq,srs,460,100,7,1,25,49,19,63,66
clust_uneq,srs,461,71,76,95,20,28,78,41,27
clust_uneq,srs,462,65,95,25,84,36,20,76,82
clust_uneq,srs,463,55,19,52,71,58,66,9,38
clust_uneq,srs,464,55,81,1,37,65,82,23,68
clust_uneq,srs,465,21,36,83,93,47,77,65,13
clust_uneq,srs,466,64,85,10,75,31,15,20,39
clust_uneq,srs,467,90,84,50,9,22,40,25,67
clust_uneq,srs,468,95,3,47,28,13,25,12,6
clust_uneq,srs,469,66,81,98,57,88,25,35,82
clust_uneq,srs,470,33,79,13,3,77,40,78,71
clust_uneq,srs,471,97,31,51,18,2,12,25,66
clust_uneq,srs,472,81,20,47,45,62,55,41,53
clust_uneq,srs,473,23,49,14,4,91,81,34,67
clust_uneq,srs,474,43,74,70,51,79,53,80,41
clust_uneq,srs,475,19,8,94,48,47,2,64,83
clust_uneq,srs,476,31,74,96,72,68,86,87,59
clust_uneq,srs,477,70,2,27,60,77,48,6,7
clust_uneq,srs,478,97,49,99,65,19,54,28,62
clust_uneq,srs,479,63,38,58,88,91,26,31,19
clust_uneq,srs,480,88,26,2,72,43,13,75,8
clust_uneq,srs,481,33,55,81,70,65,16,9,99
clust_uneq,srs,482,7,19,69,87,57,45,59,22
clust_uneq,srs,483,17,72,4,18,93,56,69,88
clust_uneq,srs,484,44,14,4,88,92,76,70,15
clust_uneq,srs,485,96,72,88,79,75,77,3,34
clust_uneq,srs,486,69,14,17,50,24,13,83,36
clust_uneq,srs,487,77,62,23,39,100,11,95,90
clust_uneq,srs,488,64,7,25,87,6,97,78,89
clust_uneq,srs,489,49,99,6,57,40,11,30,38
clust_uneq,srs,490,31,40,56,99,9,63,7,16
clust_uneq,srs,491,82,43,41,34,74,91,18,92
clust_uneq,srs,492,35,23,68,30,80,91,75,45
clust_uneq,srs,493,100,88,36,8,5,57,40,92
clust_uneq,srs,494,9,16,17,85,88,10,1,31
clust_uneq,srs,495,98,17,39,78,90,89,44,62
clust_uneq,srs,496,97,38,6,87,25,2,29,32
clust_uneq,srs,497,20,66,72,24,53,9,56,77
