"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
6,19,23,31,34,45,49,53,59,61,62,64,68,87,89,92
9,11,15,23,30,32,34,37,45,53,59,76,87,91,93,100
3,9,13,15,20,24,27,41,46,64,68,70,71,74,77,85
3,7,10,13,20,25,49,59,60,64,65,78,84,90,92,94
7,9,21,22,30,33,35,39,52,56,57,60,82,88,92,100
8,9,13,17,24,27,28,30,31,58,60,71,74,78,80,98
8,9,27,31,40,41,46,52,53,62,71,78,92,96,99,100
1,4,8,15,27,34,48,52,57,60,63,66,75,88,92,95
13,14,15,20,26,32,44,50,73,74,78,80,83,86,92,93
2,21,28,33,44,45,49,64,72,73,79,80,82,89,98,99
16,25,28,32,33,42,47,49,59,63,64,67,79,90,94,95
2,4,7,13,14,19,20,24,36,40,54,65,73,76,77,85
2,3,5,9,15,18,26,41,46,49,58,64,74,77,81,91
11,19,23,29,42,49,54,67,71,76,78,81,86,90,92,100
20,21,28,30,38,39,43,45,56,68,69,75,80,82,88,95
2,4,8,19,20,33,44,51,54,77,80,81,82,89,90,96
12,13,18,22,28,37,48,51,59,63,70,80,93,95,96,97
1,5,11,12,14,20,21,27,71,73,75,81,85,96,99,100
10,12,20,25,31,36,49,61,64,65,67,84,89,92,94,99
7,11,16,21,34,55,57,60,61,68,69,70,83,88,95,98
5,10,11,12,17,18,25,38,47,49,64,67,89,94,99,100
10,25,36,43,44,50,52,72,79,83,87,89,92,94,97,98
1,3,7,17,26,29,30,46,51,53,58,76,77,78,92,98
1,3,5,8,29,34,39,41,43,52,55,62,84,85,91,95
9,13,18,31,32,35,36,37,44,49,50,57,64,67,72,80
3,9,13,30,41,46,53,70,77,78,79,80,87,92,98,100
5,10,19,24,25,33,49,54,58,59,65,67,75,77,86,89
11,16,34,40,48,55,60,68,70,75,76,87,88,93,96,100
1,11,30,34,36,38,41,43,48,50,56,58,66,74,75,88
6,7,22,28,35,36,45,51,52,55,59,74,77,89,93,97
4,5,31,34,38,42,47,52,54,61,64,67,73,84,99,100
1,17,22,25,27,28,31,34,39,41,46,48,56,63,71,85
3,7,9,12,17,18,21,26,37,61,62,80,81,84,97,100
5,11,14,27,32,34,38,39,43,45,58,65,73,80,83,89
9,12,16,18,19,23,24,43,48,52,59,63,64,66,86,95
1,2,5,14,24,40,43,55,60,72,83,84,85,88,90,91
21,36,37,45,49,59,64,72,73,84,85,86,87,94,96,99
9,17,23,27,28,32,36,45,56,59,74,87,89,92,97,100
5,7,9,12,25,30,31,34,42,47,56,58,59,65,74,99
7,12,18,23,38,39,48,52,61,64,66,74,90,94,95,99
24,29,40,45,55,57,69,70,76,79,80,86,87,89,90,100
4,9,17,20,33,35,37,42,44,47,54,60,61,77,96,97
4,6,7,13,22,32,36,37,53,70,80,81,87,94,97,99
2,3,8,9,11,13,24,40,46,52,58,71,74,78,80,96
14,19,25,29,32,67,72,74,78,79,81,85,87,89,90,93
11,17,18,22,23,41,43,50,53,58,65,78,86,92,97,98
5,6,12,24,26,27,29,40,42,51,67,69,87,89,90,99
2,14,18,31,36,37,39,51,65,72,80,81,83,90,93,99
7,17,30,32,34,38,39,57,58,65,66,73,74,78,83,85
1,3,4,15,27,36,41,46,49,56,62,72,77,82,91,94
2,4,14,16,20,25,32,33,44,57,60,65,67,75,81,91
2,5,12,21,44,49,63,64,73,79,81,84,85,87,96,99
7,17,19,51,54,59,66,71,76,77,78,82,86,90,97,100
2,7,12,17,18,26,36,37,56,80,81,83,84,89,99,100
4,6,9,12,23,31,34,36,37,42,47,49,64,65,67,99
2,12,26,45,53,56,58,67,68,71,81,82,88,90,93,99
2,10,18,24,26,30,32,38,45,48,56,77,88,96,98,100
5,11,18,27,28,32,50,51,62,67,70,81,85,91,97,100
4,15,20,21,29,31,34,54,62,65,70,76,78,92,93,99
6,9,13,14,37,60,61,64,67,78,79,80,81,84,87,99
4,11,22,24,27,33,40,41,50,63,66,69,70,74,80,97
3,10,11,23,29,30,36,41,46,69,71,72,83,89,92,98
2,3,14,20,24,40,46,48,66,71,73,74,83,84,93,95
1,7,8,26,29,30,32,34,40,45,55,58,84,85,88,91
10,33,45,46,55,58,59,69,70,75,77,82,86,88,89,96
9,18,23,34,37,42,48,52,57,59,60,61,76,95,96,97
7,11,15,16,18,25,44,48,52,60,63,66,71,83,94,97
2,8,23,28,36,45,46,49,53,72,75,79,87,89,92,98
5,18,26,34,45,46,59,61,69,70,75,76,80,84,91,100
3,4,11,21,22,27,40,43,51,70,78,85,87,92,97,100
2,14,20,21,40,60,66,71,78,82,83,84,85,88,93,95
4,7,15,20,29,31,33,37,44,52,54,86,88,89,90,99
3,11,16,27,30,33,42,46,48,56,59,62,70,72,87,94
1,2,5,14,16,26,40,55,60,67,69,72,73,75,84,91
4,6,7,12,17,18,24,28,31,37,40,42,47,61,64,73
3,26,30,38,41,42,46,47,56,68,69,72,75,82,94,98
1,2,11,13,22,23,24,40,41,50,58,69,70,71,74,78
7,12,17,21,22,34,39,62,63,68,84,85,92,95,97,99
1,5,10,13,17,24,40,41,46,55,58,61,75,84,88,99
8,13,17,28,29,33,34,41,46,53,62,63,79,85,95,98
11,19,24,29,54,62,66,70,71,74,76,78,85,93,98,100
1,14,15,34,42,43,45,47,57,58,59,61,65,73,82,83
5,10,11,18,21,27,30,32,51,58,60,64,65,81,91,96
11,13,19,23,27,36,37,41,52,53,58,64,67,73,81,87
12,15,25,26,29,35,42,47,55,58,68,70,82,83,93,99
2,4,11,14,21,32,35,36,44,45,55,58,62,76,82,96
10,25,36,40,44,49,54,64,67,72,79,87,89,92,94,99
4,22,24,30,31,33,60,65,66,72,74,80,84,93,98,99
19,21,26,32,40,49,55,58,61,62,66,67,68,76,85,94
6,9,36,41,46,49,61,74,76,79,87,88,89,92,98,99
3,4,15,29,35,41,46,49,53,63,77,78,85,88,92,95
12,13,18,19,20,26,30,37,42,48,51,59,76,90,93,98
12,25,34,40,43,55,61,64,74,79,84,85,87,91,95,99
8,27,28,33,38,41,42,43,47,52,62,79,82,94,95,98
13,19,23,32,37,49,53,62,63,64,67,78,79,81,87,95
4,20,28,32,33,34,44,50,56,57,61,67,74,75,88,89
1,5,10,12,21,22,26,51,55,56,57,61,67,69,72,81
2,45,48,51,55,57,65,66,70,72,74,76,80,90,96,98
3,10,20,40,44,55,57,60,68,69,83,86,87,88,89,97
1,4,14,16,38,42,45,47,58,75,76,77,86,88,93,96
6,14,15,18,25,27,32,34,37,42,47,50,59,75,76,77
8,11,24,29,35,43,49,55,60,62,67,68,74,80,91,95
2,13,17,24,33,40,43,50,64,68,72,73,74,79,84,85
13,20,27,28,34,39,52,55,60,69,74,75,78,80,87,97
1,2,3,5,24,26,40,41,55,56,57,69,73,85,91,100
13,14,15,35,60,62,63,69,71,76,78,79,80,82,94,95
11,20,34,36,41,43,44,50,53,61,70,71,75,82,88,98
3,11,14,16,18,25,32,36,39,42,48,67,75,81,94,100
8,9,12,16,18,27,31,48,52,55,59,66,88,96,99,100
15,23,24,29,30,53,60,62,68,69,70,71,79,86,89,100
4,11,12,13,16,33,35,48,49,58,61,64,73,80,96,99
3,13,24,27,29,30,31,32,38,63,65,74,78,83,88,96
7,13,14,23,24,32,38,40,50,53,65,78,83,84,94,100
1,2,5,10,20,22,24,26,28,40,51,55,56,60,67,69
6,7,17,19,25,29,32,33,53,56,57,79,81,89,90,92
7,13,24,29,31,40,41,50,55,56,65,69,72,74,78,88
12,14,21,28,31,67,68,80,81,82,83,87,88,93,94,100
1,2,11,15,51,53,56,60,69,72,78,85,88,90,92,98
2,6,14,16,18,25,26,32,40,42,45,48,55,77,83,96
16,23,28,39,45,46,52,62,77,78,86,87,91,92,97,100
1,8,16,27,30,32,34,48,50,55,59,63,75,77,80,95
12,21,22,34,37,45,51,52,57,68,71,80,93,97,98,100
2,12,21,33,40,44,49,64,66,67,72,73,79,82,84,99
12,13,15,20,31,65,70,74,75,76,78,80,81,88,93,99
3,11,18,22,25,28,30,32,36,44,47,53,63,92,94,98
16,19,25,40,48,49,54,55,64,66,67,72,79,87,90,94
6,15,26,32,36,37,38,42,47,49,50,73,77,86,87,97
1,5,10,14,15,21,26,29,32,35,55,57,58,60,76,88
7,9,20,23,26,34,40,46,52,55,56,66,74,78,84,99
9,15,18,38,43,44,45,61,70,72,74,79,80,83,89,99
12,16,19,22,42,47,51,55,70,71,78,84,93,95,97,98
4,18,21,29,30,32,35,37,57,60,68,73,76,80,95,96
29,34,43,45,53,59,61,65,70,76,78,84,85,88,91,100
8,18,21,24,25,37,41,42,46,49,50,59,75,86,96,100
4,7,19,20,21,23,29,31,35,36,37,49,54,65,76,90
8,13,16,27,41,43,44,50,52,55,72,75,78,79,87,88
4,14,16,23,32,33,38,57,60,63,67,75,76,86,91,95
6,9,14,23,28,38,39,45,68,77,82,83,86,87,91,93
3,15,17,22,27,32,51,55,58,59,65,74,78,85,89,97
4,9,16,21,25,28,33,35,44,45,49,66,70,76,93,95
11,16,17,27,40,41,44,48,50,51,66,67,71,76,90,97
17,28,32,39,45,56,65,72,73,74,75,78,86,89,92,93
5,7,28,29,31,32,34,39,45,47,49,56,62,71,80,100
1,7,16,17,20,22,31,51,53,54,56,59,61,65,78,99
7,12,15,17,18,34,48,56,59,61,75,77,82,88,99,100
13,17,22,23,28,33,35,38,39,43,47,54,65,72,74,97
15,16,18,20,23,26,38,43,48,49,54,66,76,90,94,99
12,15,26,27,36,38,42,44,47,52,58,64,82,85,94,99
1,15,19,20,26,27,29,35,38,41,42,47,49,64,73,82
5,7,10,18,24,25,30,44,50,69,72,83,84,91,94,97
4,9,11,18,20,30,42,44,45,49,76,82,86,88,89,96
2,4,15,19,20,31,35,36,41,42,47,49,65,73,82,83
14,17,20,21,42,43,47,59,60,68,75,82,84,86,88,95
3,7,8,9,10,17,30,32,34,55,59,62,68,84,91,95
18,19,23,35,39,42,48,49,54,61,63,64,90,92,94,95
4,6,13,19,30,54,56,65,74,77,78,80,81,90,93,94
14,26,29,32,35,38,39,50,58,62,68,76,80,82,91,93
10,19,20,31,39,51,54,65,68,70,83,86,89,92,93,97
1,2,3,32,37,42,45,47,56,58,71,73,81,83,84,93
4,13,32,34,38,44,50,56,57,58,61,74,75,78,88,96
5,6,17,19,22,23,24,39,42,47,54,65,74,77,93,97
2,4,8,13,28,31,34,39,44,46,58,69,78,82,88,90
6,10,21,22,25,26,27,30,32,33,40,50,56,84,92,94
14,25,26,27,28,37,53,60,67,68,69,81,83,89,90,100
6,18,21,26,37,50,54,62,64,67,70,77,80,81,93,94
7,12,13,25,52,55,56,72,79,81,82,84,87,90,94,99
7,19,22,23,24,29,33,35,37,39,44,52,54,73,91,95
5,14,18,22,24,32,57,59,60,73,85,86,91,96,97,100
1,2,19,20,31,37,40,42,45,48,49,51,57,64,71,90
4,14,15,16,25,29,33,35,50,54,63,65,83,91,93,95
6,12,15,16,31,35,51,62,68,71,76,78,91,93,97,99
2,7,31,40,42,47,54,58,64,68,70,71,73,82,84,99
11,16,21,38,46,50,52,58,59,73,78,83,86,87,96,97
3,17,21,22,27,33,35,41,43,51,59,63,84,85,95,97
16,22,25,30,42,48,59,60,63,69,71,79,94,95,96,98
12,16,19,21,29,31,49,55,64,65,66,67,68,73,81,100
11,12,13,17,20,22,38,40,48,51,61,65,74,80,96,97
3,4,6,8,21,28,29,31,35,36,41,46,49,80,82,90
1,2,14,24,26,28,32,39,45,55,72,73,83,85,91,93
8,21,24,36,37,43,45,52,59,66,72,75,84,86,87,88
7,14,16,20,21,27,33,38,39,41,44,46,57,83,88,94
1,4,5,10,25,30,32,50,64,67,72,81,84,89,90,94
2,9,21,24,30,41,43,50,56,71,73,78,79,85,95,98
22,27,28,33,44,45,46,51,53,59,69,70,72,82,91,97
1,9,13,20,24,26,28,45,49,53,55,61,62,76,85,98
4,13,14,29,40,47,57,60,67,68,69,73,76,80,87,95
21,24,30,35,36,37,54,70,71,80,84,90,93,94,95,99
7,10,14,20,25,26,33,44,60,69,81,83,84,90,91,94
4,20,31,44,45,49,53,56,62,68,80,92,94,96,98,99
2,12,13,19,21,33,49,63,64,67,73,79,81,85,90,95
3,11,17,24,27,28,40,46,71,73,74,78,83,91,97,100
3,7,14,29,32,34,39,53,55,57,63,68,83,85,88,95
1,2,3,8,9,11,15,24,48,52,58,60,66,71,74,80
11,13,19,20,34,44,47,53,54,56,59,75,87,92,93,96
3,8,21,27,29,33,34,41,49,59,66,74,77,88,95,96
3,10,13,14,24,27,28,40,44,46,58,71,73,75,78,79
8,9,12,21,28,31,52,55,56,58,59,62,66,68,82,85
1,14,25,26,28,40,46,48,55,58,66,67,75,85,86,91
4,7,10,15,22,24,33,44,60,69,72,74,77,88,89,97
13,33,34,38,39,49,50,54,62,67,74,75,76,79,80,95
6,13,19,23,33,49,53,54,64,70,77,79,86,90,92,98
7,11,16,20,33,44,48,59,60,66,69,75,76,86,88,92
13,17,22,23,29,40,43,53,60,61,64,71,79,82,99,100
2,8,10,11,13,40,43,48,51,55,60,63,69,87,90,95
4,10,14,29,35,44,54,55,72,83,84,87,88,89,93,99
2,5,6,13,19,35,49,53,54,55,65,67,73,77,83,85
3,17,18,21,22,27,37,41,43,44,51,56,80,84,95,98
3,20,25,29,35,39,41,43,49,53,65,68,76,77,89,92
2,5,6,12,15,18,19,21,25,26,70,73,81,83,85,93
7,9,11,13,20,40,44,47,60,61,64,68,69,70,80,82
1,4,12,19,31,33,35,39,42,47,58,61,62,70,83,85
9,11,20,22,23,36,40,44,56,60,61,69,71,82,91,96
7,16,22,28,40,51,52,59,60,78,86,87,88,91,97,100
7,12,17,25,28,34,36,38,53,61,63,82,83,87,95,97
2,6,19,25,33,39,49,53,54,65,77,81,82,83,89,97
1,7,9,12,35,36,52,53,55,59,61,64,85,90,95,99
1,12,16,20,26,40,48,49,51,55,57,62,66,67,76,97
1,6,16,17,24,25,28,40,43,45,48,66,71,79,86,97
4,5,7,10,21,24,25,32,40,49,55,63,90,94,95,99
3,11,15,35,44,46,56,58,68,71,73,75,82,91,93,94
15,16,30,32,34,45,59,62,65,70,76,77,78,80,91,100
12,15,18,20,26,29,35,37,51,53,70,76,78,90,93,99
24,27,33,40,45,49,57,62,63,74,79,80,89,95,96,97
5,16,17,18,19,22,41,51,56,59,65,67,84,86,91,100
3,6,8,18,23,37,40,46,47,48,49,54,66,75,84,86
8,29,35,36,39,43,47,49,51,53,54,65,82,84,90,99
4,9,19,20,21,25,33,37,42,44,54,61,64,67,77,81
1,5,12,15,26,34,38,43,58,61,70,73,83,85,91,99
1,11,14,20,26,29,34,38,50,53,62,76,78,89,93,98
7,11,16,21,23,33,47,50,52,54,59,66,72,86,90,97
21,22,33,34,59,60,61,69,70,72,77,80,87,88,92,96
4,9,14,19,20,27,36,37,54,65,67,77,80,81,83,89
1,5,6,12,26,49,55,64,73,81,84,85,91,94,96,99
1,5,14,21,22,26,27,50,51,57,67,69,72,81,85,97
1,5,10,12,25,26,29,34,38,49,58,67,70,90,91,99
4,9,16,19,25,33,39,49,54,58,61,65,77,81,83,91
3,10,28,33,34,41,43,44,59,61,69,70,72,75,88,89
6,15,19,22,26,33,42,47,51,54,70,77,81,82,93,97
4,31,33,34,39,43,52,53,58,60,61,75,76,84,85,89
2,10,14,20,26,33,44,57,60,67,69,73,80,81,83,89
1,5,8,9,19,24,35,39,43,47,49,54,63,77,85,95
3,9,13,20,24,25,40,46,52,64,74,78,79,86,87,96
4,5,13,16,19,25,31,48,49,54,67,72,81,90,94,97
6,7,11,13,16,22,23,30,32,50,56,78,87,92,94,98
11,17,18,19,22,23,37,39,42,43,44,45,47,72,86,97
4,10,13,22,23,28,43,45,56,61,65,69,72,78,92,98
1,4,7,15,20,30,32,34,36,50,53,62,70,76,82,95
11,17,33,41,43,50,63,71,73,80,82,83,86,91,95,98
11,24,36,37,41,43,44,50,61,63,70,71,73,80,83,98
14,17,18,19,24,25,42,44,45,48,59,72,75,77,86,96
3,20,21,27,29,46,49,62,66,76,77,79,82,85,87,98
2,3,4,10,13,24,33,40,51,52,56,63,77,90,95,96
4,9,15,17,19,35,42,44,45,61,62,64,78,82,93,95
4,10,12,15,20,29,31,35,52,62,65,68,89,92,93,99
2,7,22,23,32,33,34,38,45,47,52,57,63,74,79,98
2,3,8,9,18,21,34,37,41,42,43,59,70,80,84,95
2,16,19,36,42,47,49,54,55,64,67,72,73,79,81,87
5,6,7,14,26,32,55,60,68,73,76,81,84,85,86,91
7,12,15,23,52,53,59,62,64,65,72,78,80,92,94,99
1,2,5,11,14,17,23,34,38,45,63,65,73,83,91,96
22,28,33,39,45,46,51,52,53,55,77,82,86,89,97,100
7,16,18,19,22,23,38,42,48,49,54,59,63,86,95,97
3,13,17,28,34,39,46,48,61,63,68,80,83,92,95,97
4,5,6,10,15,18,31,32,34,38,50,70,73,75,89,93
6,10,14,15,23,36,37,41,46,62,79,81,86,87,93,99
4,8,9,14,16,23,27,32,36,42,50,65,67,81,89,100
3,10,22,23,28,36,43,70,77,79,86,87,89,92,97,98
1,3,13,22,24,30,40,56,63,69,71,74,77,78,80,96
12,16,21,29,30,31,32,40,44,56,58,71,78,88,96,99
8,9,13,24,28,30,33,41,46,53,59,63,65,69,77,85
6,19,29,31,34,40,42,47,54,55,56,61,65,82,90,93
9,16,18,25,38,48,50,52,57,60,66,67,79,86,97,100
1,2,3,4,8,13,28,35,43,52,55,63,73,82,84,95
1,2,4,5,6,19,21,31,52,54,64,67,73,81,85,90
5,15,18,21,26,29,46,52,54,62,72,76,81,85,93,99
7,8,11,34,38,44,49,50,54,62,63,68,74,75,80,98
5,9,13,14,27,32,50,53,57,65,67,68,81,83,85,100
5,30,32,34,42,47,55,57,59,60,64,67,70,73,87,100
12,22,35,36,37,42,47,49,51,61,72,79,87,96,97,99
1,12,30,38,42,47,50,57,62,71,82,83,93,94,95,98
17,18,31,34,38,39,43,54,56,57,61,74,75,88,89,100
4,5,8,10,18,29,30,51,57,58,60,62,67,69,81,89
7,9,13,18,19,48,52,54,59,63,64,80,85,86,92,95
1,5,8,10,13,27,28,34,39,45,46,52,71,75,88,95
10,17,24,29,36,40,45,46,48,61,72,76,79,87,88,96
2,13,17,20,22,23,24,31,38,39,41,43,44,74,78,99
13,28,29,30,36,45,51,63,65,69,74,76,79,90,92,98
6,9,21,30,31,37,57,60,67,68,69,70,71,80,81,83
5,6,18,19,22,26,42,47,67,69,73,77,81,85,86,97
5,7,16,17,18,23,31,54,59,65,83,84,86,91,99,100
3,9,20,21,26,33,41,46,49,61,64,67,80,81,82,84
5,20,21,24,29,31,40,50,51,54,55,65,70,84,90,93
9,10,25,28,33,36,39,44,45,72,76,82,86,89,93,97
7,15,21,23,29,32,35,45,56,58,68,71,77,82,86,90
5,9,24,26,38,40,52,57,58,60,64,68,74,80,86,89
13,20,27,32,47,50,53,62,65,68,70,76,79,92,94,98
7,17,19,33,34,39,41,62,63,74,77,80,89,92,95,97
3,11,20,21,22,36,37,44,46,51,56,59,61,62,69,87
6,17,21,22,27,34,37,41,43,45,59,64,68,80,84,87
20,35,41,43,50,57,59,61,68,70,74,75,82,88,91,95
11,14,27,32,34,38,44,45,48,58,66,73,74,83,85,96
10,26,28,45,46,48,56,61,69,72,75,76,87,88,92,98
10,24,27,28,41,46,56,59,63,69,73,75,78,87,89,95
3,8,9,16,21,28,33,41,44,46,52,59,63,66,80,86
1,5,16,26,27,30,45,56,57,59,69,75,88,89,96,100
2,6,10,11,19,40,49,51,54,64,67,73,78,87,91,92
4,7,15,16,25,27,33,48,56,57,60,66,69,72,83,94
2,5,10,11,30,40,51,55,60,63,65,69,76,90,91,96
12,22,23,30,34,37,53,63,70,78,79,87,95,96,98,99
16,23,30,33,38,39,54,66,76,84,89,90,93,94,95,99
5,10,11,14,20,29,44,60,69,71,76,81,88,90,91,96
5,7,12,17,25,29,36,40,61,72,79,83,85,87,91,99
12,20,21,26,30,33,40,42,56,62,67,82,84,93,94,99
6,11,14,48,59,60,66,69,73,83,85,86,87,92,96,97
8,11,22,29,36,37,39,42,43,47,52,60,71,81,88,100
9,20,25,28,38,42,45,47,56,61,65,67,68,69,79,82
14,19,20,21,34,36,54,62,65,66,71,79,82,83,93,98
5,14,31,50,53,71,76,78,81,85,90,91,93,94,96,100
9,11,25,30,35,37,38,39,42,47,50,68,69,71,76,100
9,18,27,28,34,36,37,43,45,53,59,63,69,80,95,97
3,8,21,29,31,34,36,37,41,52,58,59,65,73,80,96
8,17,19,30,33,34,43,45,48,62,72,74,75,80,95,98
8,12,16,21,23,29,40,49,57,65,66,68,72,90,92,96
4,11,13,19,20,34,44,54,71,73,74,78,80,93,97,98
36,37,39,43,44,45,53,56,57,58,59,69,75,86,88,89
2,7,10,12,21,23,24,37,39,52,64,68,73,84,95,99
17,18,25,26,32,36,37,50,53,56,67,75,81,84,86,100
2,7,12,14,18,19,21,22,23,26,34,36,37,58,66,81
4,8,10,27,40,45,51,52,57,62,63,68,89,92,95,96
12,16,23,31,48,52,59,65,66,72,75,76,86,92,96,99
4,16,22,23,33,38,45,46,48,52,66,72,84,86,97,99
1,9,12,23,24,26,27,36,37,42,47,52,63,64,84,99
7,11,16,20,25,30,40,42,48,54,55,56,60,65,83,94
4,20,28,29,30,35,55,60,62,66,68,69,74,76,80,95
6,11,12,15,21,29,33,36,52,59,64,71,73,82,86,99
